ID,trial,Age,Sex,Race,condition,adaptor,voice,pitch.judgement,attraction,masculinity,likability,friends,typicality
53,1,19,2,3,atypical,721,749,1,9,9,6,5,7
53,2,19,2,3,atypical,744,746,2,7,9,9,9,6
53,3,19,2,3,atypical,737,745,3,7,9,4,5,9
53,4,19,2,3,atypical,750,743,2,9,9,9,9,9
53,5,19,2,3,atypical,748,740,2,9,9,9,9,9
53,6,19,2,3,atypical,750,736,2,5,9,7,7,7
53,7,19,2,3,atypical,721,733,1,5,9,9,9,9
53,8,19,2,3,atypical,748,730,2,5,7,9,9,5
53,9,19,2,3,atypical,744,722,2,6,9,7,9,9
53,10,19,2,3,atypical,737,719,1,9,9,9,9,9
53,11,19,2,3,atypical,744,716,2,5,9,1,1,9
53,12,19,2,3,atypical,721,714,2,8,9,5,6,9
53,13,19,2,3,atypical,748,713,2,5,9,9,9,9
53,14,19,2,3,atypical,750,710,2,5,9,5,5,9
53,15,19,2,3,atypical,737,709,2,9,9,9,5,9
53,16,19,2,3,atypical,748,707,2,9,9,9,9,9
53,17,19,2,3,atypical,744,706,3,8,9,8,8,8
53,18,19,2,3,atypical,737,704,2,7,9,4,4,5
53,19,19,2,3,atypical,721,703,1,9,9,9,9,9
53,20,19,2,3,atypical,750,701,2,9,9,7,7,9
54,1,25,2,4,atypical,721,749,1,9,9,7,7,3
54,2,25,2,4,atypical,744,746,2,4,4,8,8,6
54,3,25,2,4,atypical,737,745,2,2,2,4,5,8
54,4,25,2,4,atypical,750,743,2,6,2,7,6,1
54,5,25,2,4,atypical,748,740,1,6,6,7,7,6
54,6,25,2,4,atypical,750,736,2,7,7,6,5,8
54,7,25,2,4,atypical,721,733,1,3,5,6,5,3
54,8,25,2,4,atypical,748,730,2,1,3,3,3,6
54,9,25,2,4,atypical,744,722,2,5,7,9,6,8
54,10,25,2,4,atypical,737,719,2,6,7,7,6,4
54,11,25,2,4,atypical,744,716,3,1,6,2,2,9
54,12,25,2,4,atypical,721,714,3,8,8,6,5,9
54,13,25,2,4,atypical,748,713,3,6,6,7,6,7
54,14,25,2,4,atypical,750,710,2,8,8,7,6,6
54,15,25,2,4,atypical,737,709,2,4,6,4,3,6
54,16,25,2,4,atypical,748,707,2,7,7,6,7,9
54,17,25,2,4,atypical,744,706,3,7,2,9,9,6
54,18,25,2,4,atypical,737,704,1,7,6,6,5,6
54,19,25,2,4,atypical,721,703,3,5,6,5,5,9
54,20,25,2,4,atypical,750,701,2,5,5,5,5,6
55,1,41,1,2,atypical,750,701,1,7,7,7,7,7
55,2,41,1,2,atypical,721,703,1,7,7,7,7,7
55,3,41,1,2,atypical,737,704,1,6,6,6,6,6
55,4,41,1,2,atypical,744,706,1,8,8,7,6,7
55,5,41,1,2,atypical,748,707,3,5,5,5,5,7
55,6,41,1,2,atypical,737,709,2,8,8,8,8,8
55,7,41,1,2,atypical,750,710,1,7,7,7,7,7
55,8,41,1,2,atypical,748,713,3,8,9,7,8,8
55,9,41,1,2,atypical,721,714,1,8,8,8,8,8
55,10,41,1,2,atypical,744,716,1,9,8,8,8,8
55,11,41,1,2,atypical,737,719,1,8,8,8,8,8
55,12,41,1,2,atypical,744,722,1,6,6,6,7,6
55,13,41,1,2,atypical,748,730,1,9,9,9,9,9
55,14,41,1,2,atypical,721,733,1,4,4,4,4,4
55,15,41,1,2,atypical,750,736,3,8,8,7,7,8
55,16,41,1,2,atypical,748,740,1,5,5,5,5,5
55,17,41,1,2,atypical,750,743,1,4,4,4,4,4
55,18,41,1,2,atypical,737,745,2,9,8,8,8,9
55,19,41,1,2,atypical,744,746,1,6,6,6,6,6
55,20,41,1,2,atypical,721,749,2,8,7,7,7,7
56,1,22,2,4,typical,750,701,1,6,3,6,6,4
56,2,22,2,4,typical,721,703,1,4,4,5,5,5
56,3,22,2,4,typical,737,704,1,3,3,4,3,5
56,4,22,2,4,typical,744,706,1,6,4,6,6,5
56,5,22,2,4,typical,748,707,3,5,5,5,4,5
56,6,22,2,4,typical,737,709,1,3,3,5,5,4
56,7,22,2,4,typical,750,710,1,5,4,5,5,4
56,8,22,2,4,typical,748,713,3,3,6,5,4,3
56,9,22,2,4,typical,721,714,1,3,4,3,3,5
56,10,22,2,4,typical,744,716,1,3,4,3,3,5
56,11,22,2,4,typical,737,719,1,4,3,4,5,4
56,12,22,2,4,typical,744,722,1,4,5,6,5,5
56,13,22,2,4,typical,748,730,1,4,5,5,4,3
56,14,22,2,4,typical,721,733,1,3,6,5,4,4
56,15,22,2,4,typical,750,736,1,7,5,6,6,4
56,16,22,2,4,typical,748,740,1,6,6,6,6,5
56,17,22,2,4,typical,750,743,3,4,4,5,4,6
56,18,22,2,4,typical,737,745,1,4,6,4,4,6
56,19,22,2,4,typical,744,746,2,4,6,5,4,5
56,20,22,2,4,typical,721,749,1,6,5,5,4,5
57,1,18,2,3,atypical,721,749,1,8,8,8,8,8
57,2,18,2,3,atypical,744,746,2,9,8,8,8,7
57,3,18,2,3,atypical,737,745,2,7,8,9,8,8
57,4,18,2,3,atypical,750,743,3,8,8,8,8,6
57,5,18,2,3,atypical,748,740,3,6,8,8,7,8
57,6,18,2,3,atypical,750,736,3,8,8,8,8,8
57,7,18,2,3,atypical,721,733,1,8,8,8,7,9
57,8,18,2,3,atypical,748,730,3,8,8,9,8,6
57,9,18,2,3,atypical,744,722,3,9,8,8,8,9
57,10,18,2,3,atypical,737,719,2,7,8,7,8,8
57,11,18,2,3,atypical,744,716,3,9,8,8,8,7
57,12,18,2,3,atypical,721,714,3,8,8,9,8,8
57,13,18,2,3,atypical,748,713,2,8,8,8,8,9
57,14,18,2,3,atypical,750,710,2,8,8,8,8,9
57,15,18,2,3,atypical,737,709,2,9,8,8,8,8
57,16,18,2,3,atypical,748,707,2,8,8,8,8,8
57,17,18,2,3,atypical,744,706,3,7,8,8,7,9
57,18,18,2,3,atypical,737,704,2,6,8,7,7,8
57,19,18,2,3,atypical,721,703,1,9,8,8,8,7
57,20,18,2,3,atypical,750,701,2,6,7,8,8,6
58,1,29,1,2,typical,721,749,1,8,9,8,8,8
58,2,29,1,2,typical,744,746,3,7,9,9,8,8
58,3,29,1,2,typical,737,745,1,9,9,8,8,9
58,4,29,1,2,typical,750,743,2,9,8,9,8,8
58,5,29,1,2,typical,748,740,1,6,6,8,8,9
58,6,29,1,2,typical,750,736,3,8,7,8,8,8
58,7,29,1,2,typical,721,733,1,8,7,7,8,8
58,8,29,1,2,typical,748,730,3,8,7,8,8,8
58,9,29,1,2,typical,744,722,1,8,9,8,8,8
58,10,29,1,2,typical,737,719,3,5,8,8,7,8
58,11,29,1,2,typical,744,716,2,7,8,8,9,9
58,12,29,1,2,typical,721,714,2,9,8,9,8,9
58,13,29,1,2,typical,748,713,3,6,6,7,7,6
58,14,29,1,2,typical,750,710,2,8,5,6,6,7
58,15,29,1,2,typical,737,709,3,8,7,8,8,8
58,16,29,1,2,typical,748,707,3,9,6,8,7,8
58,17,29,1,2,typical,744,706,1,8,7,7,8,8
58,18,29,1,2,typical,737,704,2,8,8,9,8,9
58,19,29,1,2,typical,721,703,3,7,7,8,8,7
58,20,29,1,2,typical,750,701,2,8,6,7,7,8
60,1,27,2,4,typical,721,749,1,6,6,6,5,7
60,2,27,2,4,typical,744,746,3,5,6,6,6,6
60,3,27,2,4,typical,737,745,1,4,3,3,3,5
60,4,27,2,4,typical,750,743,2,6,4,6,7,6
60,5,27,2,4,typical,748,740,1,6,5,6,5,6
60,6,27,2,4,typical,750,736,3,6,5,6,6,5
60,7,27,2,4,typical,721,733,1,6,6,6,5,6
60,8,27,2,4,typical,748,730,1,3,4,4,4,4
60,9,27,2,4,typical,744,722,3,6,6,6,5,6
60,10,27,2,4,typical,737,719,1,6,5,6,6,6
60,11,27,2,4,typical,744,716,3,3,2,3,2,6
60,12,27,2,4,typical,721,714,3,6,5,6,6,6
60,13,27,2,4,typical,748,713,3,2,5,2,4,6
60,14,27,2,4,typical,750,710,2,5,6,5,6,6
60,15,27,2,4,typical,737,709,1,6,6,6,5,6
60,16,27,2,4,typical,748,707,3,7,6,7,6,5
60,17,27,2,4,typical,744,706,1,4,3,3,4,5
60,18,27,2,4,typical,737,704,1,6,5,7,6,7
60,19,27,2,4,typical,721,703,1,6,5,6,5,6
60,20,27,2,4,typical,750,701,3,5,5,5,5,5
61,1,31,2,4,typical,721,749,1,6,9,6,5,6
61,2,31,2,4,typical,744,746,2,6,6,7,7,6
61,3,31,2,4,typical,737,745,1,7,7,6,6,4
61,4,31,2,4,typical,750,743,3,7,4,8,8,5
61,5,31,2,4,typical,748,740,1,7,6,7,7,7
61,6,31,2,4,typical,750,736,1,5,4,6,6,8
61,7,31,2,4,typical,721,733,1,4,4,5,3,6
61,8,31,2,4,typical,748,730,1,7,6,7,6,5
61,9,31,2,4,typical,744,722,1,7,7,7,6,8
61,10,31,2,4,typical,737,719,1,4,4,3,2,5
61,11,31,2,4,typical,744,716,1,4,7,5,4,6
61,12,31,2,4,typical,721,714,1,7,6,8,7,7
61,13,31,2,4,typical,748,713,3,3,5,5,4,6
61,14,31,2,4,typical,750,710,3,6,6,7,6,6
61,15,31,2,4,typical,737,709,1,7,6,7,6,6
61,16,31,2,4,typical,748,707,3,3,4,3,4,5
61,17,31,2,4,typical,744,706,1,4,5,4,3,4
61,18,31,2,4,typical,737,704,1,4,6,4,4,5
61,19,31,2,4,typical,721,703,1,4,6,6,3,7
61,20,31,2,4,typical,750,701,3,6,3,6,5,3
64,1,22,2,4,atypical,721,749,1,9,9,9,9,8
64,2,22,2,4,atypical,744,746,2,6,9,6,7,9
64,3,22,2,4,atypical,737,745,2,8,6,5,5,6
64,4,22,2,4,atypical,750,743,2,4,4,3,4,6
64,5,22,2,4,atypical,748,740,1,5,7,6,6,8
64,6,22,2,4,atypical,750,736,2,8,6,8,8,7
64,7,22,2,4,atypical,721,733,1,3,4,3,3,7
64,8,22,2,4,atypical,748,730,2,5,3,5,4,4
64,9,22,2,4,atypical,744,722,2,5,7,5,6,9
64,10,22,2,4,atypical,737,719,3,6,3,6,6,7
64,11,22,2,4,atypical,744,716,3,9,9,8,8,8
64,12,22,2,4,atypical,721,714,2,9,8,9,9,9
64,13,22,2,4,atypical,748,713,2,6,7,6,6,7
64,14,22,2,4,atypical,750,710,2,7,8,7,8,8
64,15,22,2,4,atypical,737,709,2,5,3,5,6,5
64,16,22,2,4,atypical,748,707,1,7,6,6,6,6
64,17,22,2,4,atypical,744,706,2,6,2,6,7,5
64,18,22,2,4,atypical,737,704,1,2,3,3,3,5
64,19,22,2,4,atypical,721,703,1,8,6,7,7,7
64,20,22,2,4,atypical,750,701,2,4,3,4,4,5
65,1,18,2,4,atypical,750,701,2,2,2,8,8,3
65,2,18,2,4,atypical,721,703,1,1,8,5,3,9
65,3,18,2,4,atypical,737,704,2,2,7,4,4,6
65,4,18,2,4,atypical,744,706,2,7,7,6,6,9
65,5,18,2,4,atypical,748,707,2,7,4,7,7,6
65,6,18,2,4,atypical,737,709,3,5,7,7,7,8
65,7,18,2,4,atypical,750,710,2,2,9,6,4,7
65,8,18,2,4,atypical,748,713,2,1,9,4,3,4
65,9,18,2,4,atypical,721,714,2,1,1,2,1,1
65,10,18,2,4,atypical,744,716,2,2,7,4,3,6
65,11,18,2,4,atypical,737,719,2,6,4,8,9,6
65,12,18,2,4,atypical,744,722,2,6,8,7,7,7
65,13,18,2,4,atypical,748,730,3,1,3,3,2,2
65,14,18,2,4,atypical,721,733,1,7,6,9,9,5
65,15,18,2,4,atypical,750,736,3,9,9,5,5,8
65,16,18,2,4,atypical,748,740,2,7,8,6,6,7
65,17,18,2,4,atypical,750,743,2,5,6,5,4,7
65,18,18,2,4,atypical,737,745,1,1,9,6,3,4
65,19,18,2,4,atypical,744,746,2,9,9,8,3,9
65,20,18,2,4,atypical,721,749,1,6,6,7,7,9
66,1,31,2,4,typical,750,701,1,3,3,5,5,1
66,2,31,2,4,typical,721,703,1,2,5,5,2,6
66,3,31,2,4,typical,737,704,1,4,4,3,1,2
66,4,31,2,4,typical,744,706,3,6,6,6,4,7
66,5,31,2,4,typical,748,707,1,2,2,2,1,5
66,6,31,2,4,typical,737,709,1,6,6,6,4,8
66,7,31,2,4,typical,750,710,3,8,7,7,7,6
66,8,31,2,4,typical,748,713,3,1,2,1,1,1
66,9,31,2,4,typical,721,714,1,1,6,1,1,3
66,10,31,2,4,typical,744,716,2,5,6,5,4,6
66,11,31,2,4,typical,737,719,3,5,3,5,5,7
66,12,31,2,4,typical,744,722,3,8,7,8,8,7
66,13,31,2,4,typical,748,730,2,8,8,7,7,3
66,14,31,2,4,typical,721,733,1,8,7,8,8,4
66,15,31,2,4,typical,750,736,3,1,2,2,2,3
66,16,31,2,4,typical,748,740,1,8,5,8,7,5
66,17,31,2,4,typical,750,743,2,5,5,5,5,5
66,18,31,2,4,typical,737,745,1,7,8,4,5,3
66,19,31,2,4,typical,744,746,2,6,6,5,3,6
66,20,31,2,4,typical,721,749,1,7,7,6,5,6
67,1,21,2,4,atypical,750,701,2,6,3,8,9,2
67,2,21,2,4,atypical,721,703,1,9,9,9,9,9
67,3,21,2,4,atypical,737,704,3,1,2,5,2,2
67,4,21,2,4,atypical,744,706,3,8,3,9,9,8
67,5,21,2,4,atypical,748,707,2,9,5,9,9,9
67,6,21,2,4,atypical,737,709,2,6,3,9,9,3
67,7,21,2,4,atypical,750,710,3,2,8,9,8,9
67,8,21,2,4,atypical,748,713,2,9,9,9,9,9
67,9,21,2,4,atypical,721,714,1,9,7,9,9,3
67,10,21,2,4,atypical,744,716,2,9,9,6,9,5
67,11,21,2,4,atypical,737,719,2,2,2,9,9,2
67,12,21,2,4,atypical,744,722,2,9,3,9,9,9
67,13,21,2,4,atypical,748,730,3,9,6,9,9,1
67,14,21,2,4,atypical,721,733,1,6,3,8,9,3
67,15,21,2,4,atypical,750,736,2,9,8,9,9,9
67,16,21,2,4,atypical,748,740,3,7,6,8,9,9
67,17,21,2,4,atypical,750,743,3,5,3,7,8,9
67,18,21,2,4,atypical,737,745,3,9,7,8,9,1
67,19,21,2,4,atypical,744,746,2,9,9,7,7,9
67,20,21,2,4,atypical,721,749,1,9,9,9,9,8
68,1,20,2,4,atypical,750,701,2,3,3,5,6,2
68,2,20,2,4,atypical,721,703,2,8,7,7,7,8
68,3,20,2,4,atypical,737,704,1,2,6,4,3,6
68,4,20,2,4,atypical,744,706,2,8,7,7,8,8
68,5,20,2,4,atypical,748,707,3,8,6,8,8,6
68,6,20,2,4,atypical,737,709,1,9,8,9,9,9
68,7,20,2,4,atypical,750,710,2,9,9,8,8,9
68,8,20,2,4,atypical,748,713,2,6,9,8,8,9
68,9,20,2,4,atypical,721,714,3,6,7,4,3,7
68,10,20,2,4,atypical,744,716,2,3,3,2,2,3
68,11,20,2,4,atypical,737,719,2,7,6,8,8,8
68,12,20,2,4,atypical,744,722,2,9,9,8,8,9
68,13,20,2,4,atypical,748,730,2,6,6,7,7,8
68,14,20,2,4,atypical,721,733,1,8,9,8,8,9
68,15,20,2,4,atypical,750,736,2,9,9,9,9,9
68,16,20,2,4,atypical,748,740,2,9,8,8,8,9
68,17,20,2,4,atypical,750,743,3,7,8,7,7,8
68,18,20,2,4,atypical,737,745,1,5,7,4,3,7
68,19,20,2,4,atypical,744,746,2,9,9,8,8,9
68,20,20,2,4,atypical,721,749,2,7,8,7,6,8
69,1,54,2,4,typical,750,701,1,3,6,3,3,2
69,2,54,2,4,typical,721,703,1,7,7,7,7,8
69,3,54,2,4,typical,737,704,1,2,4,2,2,2
69,4,54,2,4,typical,744,706,2,5,5,4,3,4
69,5,54,2,4,typical,748,707,3,5,6,4,4,7
69,6,54,2,4,typical,737,709,1,4,5,4,4,5
69,7,54,2,4,typical,750,710,3,3,6,3,3,4
69,8,54,2,4,typical,748,713,2,2,4,3,3,4
69,9,54,2,4,typical,721,714,1,5,6,6,5,6
69,10,54,2,4,typical,744,716,3,3,4,3,2,3
69,11,54,2,4,typical,737,719,2,6,7,7,6,6
69,12,54,2,4,typical,744,722,1,8,7,7,6,6
69,13,54,2,4,typical,748,730,1,3,4,3,2,3
69,14,54,2,4,typical,721,733,1,7,7,7,7,8
69,15,54,2,4,typical,750,736,1,3,4,3,2,4
69,16,54,2,4,typical,748,740,3,3,4,4,3,4
69,17,54,2,4,typical,750,743,3,6,6,5,5,6
69,18,54,2,4,typical,737,745,1,2,5,2,2,3
69,19,54,2,4,typical,744,746,2,5,6,5,4,6
69,20,54,2,4,typical,721,749,1,4,5,3,3,4
70,1,23,2,4,atypical,721,749,2,9,8,8,8,9
70,2,23,2,4,atypical,744,746,2,8,7,9,9,8
70,3,23,2,4,atypical,737,745,2,8,6,8,9,7
70,4,23,2,4,atypical,750,743,2,6,5,7,7,5
70,5,23,2,4,atypical,748,740,3,8,8,7,8,7
70,6,23,2,4,atypical,750,736,3,8,7,8,8,8
70,7,23,2,4,atypical,721,733,2,6,6,4,4,6
70,8,23,2,4,atypical,748,730,3,7,5,9,9,5
70,9,23,2,4,atypical,744,722,2,8,7,8,8,8
70,10,23,2,4,atypical,737,719,2,4,4,2,2,4
70,11,23,2,4,atypical,744,716,2,4,4,8,8,4
70,12,23,2,4,atypical,721,714,3,7,6,1,1,7
70,13,23,2,4,atypical,748,713,2,4,5,2,2,5
70,14,23,2,4,atypical,750,710,2,8,6,9,9,8
70,15,23,2,4,atypical,737,709,2,8,7,8,8,7
70,16,23,2,4,atypical,748,707,3,7,6,2,2,8
70,17,23,2,4,atypical,744,706,2,8,7,2,2,7
70,18,23,2,4,atypical,737,704,2,3,3,2,2,4
70,19,23,2,4,atypical,721,703,3,6,6,3,3,7
70,20,23,2,4,atypical,750,701,2,1,3,7,7,2
71,1,20,2,4,atypical,721,749,1,9,8,8,8,9
71,2,20,2,4,atypical,744,746,2,8,8,7,8,9
71,3,20,2,4,atypical,737,745,2,1,7,3,2,5
71,4,20,2,4,atypical,750,743,2,2,4,6,6,7
71,5,20,2,4,atypical,748,740,3,6,6,7,8,5
71,6,20,2,4,atypical,750,736,2,8,7,7,8,8
71,7,20,2,4,atypical,721,733,1,1,5,3,2,4
71,8,20,2,4,atypical,748,730,2,6,6,5,5,6
71,9,20,2,4,atypical,744,722,2,8,9,8,8,9
71,10,20,2,4,atypical,737,719,2,3,4,5,5,6
71,11,20,2,4,atypical,744,716,2,1,4,2,5,5
71,12,20,2,4,atypical,721,714,2,9,7,8,9,7
71,13,20,2,4,atypical,748,713,2,6,8,9,8,8
71,14,20,2,4,atypical,750,710,2,6,7,8,8,9
71,15,20,2,4,atypical,737,709,2,4,5,7,6,7
71,16,20,2,4,atypical,748,707,2,8,6,5,6,6
71,17,20,2,4,atypical,744,706,2,3,5,8,8,8
71,18,20,2,4,atypical,737,704,2,8,7,8,8,6
71,19,20,2,4,atypical,721,703,2,3,7,6,7,9
71,20,20,2,4,atypical,750,701,2,1,3,7,8,5
72,1,19,2,4,typical,750,701,1,5,5,7,7,5
72,2,19,2,4,typical,721,703,1,7,7,7,6,7
72,3,19,2,4,typical,737,704,3,6,6,6,6,6
72,4,19,2,4,typical,744,706,1,7,7,7,7,8
72,5,19,2,4,typical,748,707,3,6,8,6,5,8
72,6,19,2,4,typical,737,709,1,6,6,7,6,7
72,7,19,2,4,typical,750,710,3,7,7,7,5,8
72,8,19,2,4,typical,748,713,3,5,7,6,5,6
72,9,19,2,4,typical,721,714,1,8,7,8,6,8
72,10,19,2,4,typical,744,716,3,5,6,5,5,5
72,11,19,2,4,typical,737,719,3,6,6,5,5,7
72,12,19,2,4,typical,744,722,2,6,7,7,5,7
72,13,19,2,4,typical,748,730,2,5,5,6,7,6
72,14,19,2,4,typical,721,733,1,7,7,7,6,8
72,15,19,2,4,typical,750,736,2,7,6,7,6,7
72,16,19,2,4,typical,748,740,1,6,6,7,7,7
72,17,19,2,4,typical,750,743,1,6,5,7,7,6
72,18,19,2,4,typical,737,745,1,6,7,6,5,5
72,19,19,2,4,typical,744,746,3,7,8,8,6,7
72,20,19,2,4,typical,721,749,1,8,7,7,7,7
73,1,26,2,4,atypical,721,749,2,5,5,6,2,7
73,2,26,2,4,atypical,744,746,1,6,6,3,2,5
73,3,26,2,4,atypical,737,745,3,4,4,6,6,5
73,4,26,2,4,atypical,750,743,2,5,7,4,6,6
73,5,26,2,4,atypical,748,740,1,6,7,5,5,5
73,6,26,2,4,atypical,750,736,3,4,3,4,3,3
73,7,26,2,4,atypical,721,733,2,7,8,7,5,6
73,8,26,2,4,atypical,748,730,1,4,2,3,3,6
73,9,26,2,4,atypical,744,722,1,5,7,7,6,7
73,10,26,2,4,atypical,737,719,3,4,5,6,5,5
73,11,26,2,4,atypical,744,716,2,6,7,8,8,6
73,12,26,2,4,atypical,721,714,1,5,6,5,4,7
73,13,26,2,4,atypical,748,713,1,8,8,6,5,7
73,14,26,2,4,atypical,750,710,1,5,5,8,6,6
73,15,26,2,4,atypical,737,709,2,7,6,8,8,6
73,16,26,2,4,atypical,748,707,3,7,5,5,5,5
73,17,26,2,4,atypical,744,706,2,8,8,8,6,6
73,18,26,2,4,atypical,737,704,1,4,3,3,5,3
73,19,26,2,4,atypical,721,703,2,7,8,6,5,7
73,20,26,2,4,atypical,750,701,1,6,5,8,8,5
74,1,25,2,4,typical,721,749,1,7,5,6,6,6
74,2,25,2,4,typical,744,746,2,6,4,7,7,7
74,3,25,2,4,typical,737,745,3,3,3,4,4,5
74,4,25,2,4,typical,750,743,3,2,2,3,3,2
74,5,25,2,4,typical,748,740,1,6,5,6,6,7
74,6,25,2,4,typical,750,736,3,3,3,4,3,3
74,7,25,2,4,typical,721,733,1,4,3,5,5,5
74,8,25,2,4,typical,748,730,1,4,3,5,5,5
74,9,25,2,4,typical,744,722,2,6,5,7,6,5
74,10,25,2,4,typical,737,719,1,5,4,6,6,6
74,11,25,2,4,typical,744,716,2,2,2,4,4,5
74,12,25,2,4,typical,721,714,1,4,3,3,3,4
74,13,25,2,4,typical,748,713,2,3,3,4,3,5
74,14,25,2,4,typical,750,710,3,6,5,6,6,6
74,15,25,2,4,typical,737,709,3,3,3,6,6,6
74,16,25,2,4,typical,748,707,3,4,3,5,5,5
74,17,25,2,4,typical,744,706,1,3,3,3,3,5
74,18,25,2,4,typical,737,704,1,3,3,3,3,5
74,19,25,2,4,typical,721,703,1,5,4,5,5,8
74,20,25,2,4,typical,750,701,2,3,3,5,5,4
75,1,25,2,4,typical,750,701,1,2,2,2,2,2
75,2,25,2,4,typical,721,703,1,4,2,5,5,3
75,3,25,2,4,typical,737,704,1,2,3,3,3,4
75,4,25,2,4,typical,744,706,3,4,4,5,5,5
75,5,25,2,4,typical,748,707,1,5,5,6,5,6
75,6,25,2,4,typical,737,709,1,6,6,6,6,6
75,7,25,2,4,typical,750,710,2,2,2,3,2,3
75,8,25,2,4,typical,748,713,1,3,5,5,5,5
75,9,25,2,4,typical,721,714,1,5,4,5,5,5
75,10,25,2,4,typical,744,716,1,1,2,3,2,3
75,11,25,2,4,typical,737,719,1,4,4,4,4,5
75,12,25,2,4,typical,744,722,1,7,6,7,7,7
75,13,25,2,4,typical,748,730,2,2,5,5,4,5
75,14,25,2,4,typical,721,733,1,7,7,7,7,7
75,15,25,2,4,typical,750,736,2,7,8,7,7,7
75,16,25,2,4,typical,748,740,1,6,6,6,6,6
75,17,25,2,4,typical,750,743,2,6,6,6,6,6
75,18,25,2,4,typical,737,745,1,1,7,3,3,4
75,19,25,2,4,typical,744,746,1,7,7,7,7,7
75,20,25,2,4,typical,721,749,1,3,5,4,4,5
76,1,72,2,4,atypical,750,701,1,5,5,6,5,4
76,2,72,2,4,atypical,721,703,1,7,8,8,7,6
76,3,72,2,4,atypical,737,704,3,1,2,3,2,2
76,4,72,2,4,atypical,744,706,2,5,6,7,8,8
76,5,72,2,4,atypical,748,707,2,5,4,5,6,5
76,6,72,2,4,atypical,737,709,1,3,4,5,6,5
76,7,72,2,4,atypical,750,710,2,2,4,5,5,4
76,8,72,2,4,atypical,748,713,2,2,3,2,2,4
76,9,72,2,4,atypical,721,714,1,1,2,2,3,2
76,10,72,2,4,atypical,744,716,3,1,3,2,2,3
76,11,72,2,4,atypical,737,719,2,4,5,4,4,5
76,12,72,2,4,atypical,744,722,2,5,4,7,6,6
76,13,72,2,4,atypical,748,730,2,3,4,3,4,5
76,14,72,2,4,atypical,721,733,1,5,6,7,5,5
76,15,72,2,4,atypical,750,736,2,5,4,6,5,6
76,16,72,2,4,atypical,748,740,2,6,6,5,6,4
76,17,72,2,4,atypical,750,743,2,3,2,4,3,5
76,18,72,2,4,atypical,737,745,1,5,6,5,5,7
76,19,72,2,4,atypical,744,746,2,4,5,6,5,7
76,20,72,2,4,atypical,721,749,1,6,7,6,5,8
78,1,23,2,4,atypical,721,749,2,6,6,5,5,6
78,2,23,2,4,atypical,744,746,2,7,7,7,7,6
78,3,23,2,4,atypical,737,745,2,4,4,5,5,6
78,4,23,2,4,atypical,750,743,2,6,4,7,7,6
78,5,23,2,4,atypical,748,740,2,7,6,6,6,5
78,6,23,2,4,atypical,750,736,3,6,6,6,6,7
78,7,23,2,4,atypical,721,733,2,5,4,6,6,6
78,8,23,2,4,atypical,748,730,2,6,5,6,6,6
78,9,23,2,4,atypical,744,722,2,7,7,6,6,6
78,10,23,2,4,atypical,737,719,2,6,5,7,6,7
78,11,23,2,4,atypical,744,716,2,6,6,5,5,6
78,12,23,2,4,atypical,721,714,2,6,6,5,5,6
78,13,23,2,4,atypical,748,713,2,6,7,7,6,5
78,14,23,2,4,atypical,750,710,2,7,6,5,5,6
78,15,23,2,4,atypical,737,709,2,5,5,7,7,7
78,16,23,2,4,atypical,748,707,2,6,5,6,6,7
78,17,23,2,4,atypical,744,706,2,5,4,5,5,6
78,18,23,2,4,atypical,737,704,2,6,5,6,6,7
78,19,23,2,4,atypical,721,703,1,7,6,6,6,6
78,20,23,2,4,atypical,750,701,2,5,4,5,6,5
79,1,20,2,3,atypical,750,701,2,4,3,5,5,4
79,2,20,2,3,atypical,721,703,1,7,6,5,7,6
79,3,20,2,3,atypical,737,704,2,2,4,4,5,5
79,4,20,2,3,atypical,744,706,2,7,5,6,6,5
79,5,20,2,3,atypical,748,707,3,6,4,5,6,6
79,6,20,2,3,atypical,737,709,3,7,7,6,7,5
79,7,20,2,3,atypical,750,710,2,8,8,8,8,5
79,8,20,2,3,atypical,748,713,2,3,2,4,4,3
79,9,20,2,3,atypical,721,714,1,8,7,7,8,5
79,10,20,2,3,atypical,744,716,2,6,8,5,6,5
79,11,20,2,3,atypical,737,719,2,7,7,6,6,7
79,12,20,2,3,atypical,744,722,3,6,6,7,7,6
79,13,20,2,3,atypical,748,730,2,8,8,7,7,6
79,14,20,2,3,atypical,721,733,1,6,5,6,6,7
79,15,20,2,3,atypical,750,736,3,5,6,6,5,6
79,16,20,2,3,atypical,748,740,3,6,6,7,6,7
79,17,20,2,3,atypical,750,743,2,7,6,6,7,8
79,18,20,2,3,atypical,737,745,1,5,8,4,5,3
79,19,20,2,3,atypical,744,746,2,7,6,7,7,7
79,20,20,2,3,atypical,721,749,1,7,7,6,6,6
80,1,26,1,3,typical,721,749,1,8,8,8,8,6
80,2,26,1,3,typical,744,746,2,7,7,8,8,6
80,3,26,1,3,typical,737,745,3,2,7,2,2,5
80,4,26,1,3,typical,750,743,2,6,7,8,8,8
80,5,26,1,3,typical,748,740,1,6,7,8,8,7
80,6,26,1,3,typical,750,736,3,7,6,7,7,8
80,7,26,1,3,typical,721,733,1,7,7,8,8,8
80,8,26,1,3,typical,748,730,1,3,6,5,7,5
80,9,26,1,3,typical,744,722,3,8,8,8,8,6
80,10,26,1,3,typical,737,719,1,8,7,7,7,7
80,11,26,1,3,typical,744,716,1,3,6,5,5,7
