ID,trial,Age,Sex,Race,condition,adaptor,voice,pitch.judgement,attraction,masculinity,likability,friends,typicality
27,8,33,2,4,typical,748,713,2,1,1,1,1,1
27,9,33,2,4,typical,721,714,1,1,1,1,1,1
27,10,33,2,4,typical,744,716,3,6,4,4,2,5
27,11,33,2,4,typical,737,719,1,3,3,3,3,3
27,12,33,2,4,typical,744,722,3,7,4,9,8,4
27,13,33,2,4,typical,748,730,1,1,1,4,1,1
27,14,33,2,4,typical,721,733,1,5,5,5,5,9
27,15,33,2,4,typical,750,736,1,1,1,1,1,1
27,16,33,2,4,typical,748,740,2,1,1,1,1,1
27,17,33,2,4,typical,750,743,1,5,5,5,5,5
27,18,33,2,4,typical,737,745,1,1,1,1,1,1
27,19,33,2,4,typical,744,746,2,5,5,5,5,5
27,20,33,2,4,typical,721,749,1,5,5,5,5,5
28,1,18,2,2,atypical,721,749,1,8,8,6,7,7
28,2,18,2,2,atypical,744,746,2,6,8,6,6,8
28,3,18,2,2,atypical,737,745,2,7,7,7,7,7
28,4,18,2,2,atypical,750,743,2,5,6,7,6,6
28,5,18,2,2,atypical,748,740,2,7,7,6,6,7
28,6,18,2,2,atypical,750,736,2,6,6,5,5,7
28,7,18,2,2,atypical,721,733,2,5,6,5,5,7
28,8,18,2,2,atypical,748,730,2,8,7,7,7,4
28,9,18,2,2,atypical,744,722,2,6,6,8,7,7
28,10,18,2,2,atypical,737,719,2,6,6,6,5,6
28,11,18,2,2,atypical,744,716,2,7,9,6,6,6
28,12,18,2,2,atypical,721,714,2,7,6,6,6,5
28,13,18,2,2,atypical,748,713,3,5,8,5,5,8
28,14,18,2,2,atypical,750,710,2,6,6,5,4,8
28,15,18,2,2,atypical,737,709,2,7,6,5,5,6
28,16,18,2,2,atypical,748,707,2,6,6,5,5,7
28,17,18,2,2,atypical,744,706,3,7,5,5,5,6
28,18,18,2,2,atypical,737,704,2,8,7,7,8,4
28,19,18,2,2,atypical,721,703,3,7,7,5,5,8
28,20,18,2,2,atypical,750,701,2,6,5,7,6,5
29,1,23,2,3,typical,721,749,1,8,8,8,5,6
29,2,23,2,3,typical,744,746,2,7,7,7,5,6
29,3,23,2,3,typical,737,745,3,8,8,8,7,6
29,4,23,2,3,typical,750,743,1,7,7,8,7,6
29,5,23,2,3,typical,748,740,1,3,7,7,5,8
29,6,23,2,3,typical,750,736,1,4,6,6,5,7
29,7,23,2,3,typical,721,733,1,6,8,8,6,7
29,8,23,2,3,typical,748,730,2,8,7,8,6,5
29,9,23,2,3,typical,744,722,2,4,8,7,4,8
29,10,23,2,3,typical,737,719,1,5,7,8,6,8
29,11,23,2,3,typical,744,716,2,4,7,6,5,6
29,12,23,2,3,typical,721,714,1,2,7,3,4,8
29,13,23,2,3,typical,748,713,3,3,6,4,4,7
29,14,23,2,3,typical,750,710,1,7,7,8,6,8
29,15,23,2,3,typical,737,709,1,3,8,8,5,9
29,16,23,2,3,typical,748,707,3,3,7,7,6,8
29,17,23,2,3,typical,744,706,2,5,7,8,7,2
29,18,23,2,3,typical,737,704,1,3,5,5,4,6
29,19,23,2,3,typical,721,703,1,7,7,8,7,9
29,20,23,2,3,typical,750,701,3,6,6,7,7,2
30,1,25,2,5,atypical,750,701,2,3,4,5,4,4
30,2,25,2,5,atypical,721,703,1,2,3,2,4,4
30,3,25,2,5,atypical,737,704,1,4,4,4,5,2
30,4,25,2,5,atypical,744,706,2,4,4,5,2,4
30,5,25,2,5,atypical,748,707,2,4,6,2,2,7
30,6,25,2,5,atypical,737,709,1,6,4,7,7,4
30,7,25,2,5,atypical,750,710,3,4,4,6,3,6
30,8,25,2,5,atypical,748,713,2,3,5,2,2,4
30,9,25,2,5,atypical,721,714,1,5,5,4,2,6
30,10,25,2,5,atypical,744,716,2,3,5,2,2,5
30,11,25,2,5,atypical,737,719,2,4,4,3,4,5
30,12,25,2,5,atypical,744,722,2,6,6,6,4,7
30,13,25,2,5,atypical,748,730,2,5,5,6,6,2
30,14,25,2,5,atypical,721,733,1,6,6,7,5,5
30,15,25,2,5,atypical,750,736,3,5,5,2,2,4
30,16,25,2,5,atypical,748,740,2,6,6,6,5,6
30,17,25,2,5,atypical,750,743,2,6,6,6,4,6
30,18,25,2,5,atypical,737,745,1,5,5,6,4,6
30,19,25,2,5,atypical,744,746,3,6,6,6,4,7
30,20,25,2,5,atypical,721,749,1,5,5,4,4,6
31,1,22,2,4,atypical,750,701,2,2,4,3,4,3
31,2,22,2,4,atypical,721,703,3,5,6,4,5,8
31,3,22,2,4,atypical,737,704,2,3,6,2,2,9
31,4,22,2,4,atypical,744,706,2,3,3,5,5,7
31,5,22,2,4,atypical,748,707,3,8,2,6,6,6
31,6,22,2,4,atypical,737,709,1,3,6,3,3,7
31,7,22,2,4,atypical,750,710,2,7,6,6,5,8
31,8,22,2,4,atypical,748,713,2,2,7,3,3,9
31,9,22,2,4,atypical,721,714,2,2,7,7,6,5
31,10,22,2,4,atypical,744,716,2,7,5,6,5,5
31,11,22,2,4,atypical,737,719,2,2,2,4,4,4
31,12,22,2,4,atypical,744,722,3,3,4,4,4,9
31,13,22,2,4,atypical,748,730,3,2,7,3,3,7
31,14,22,2,4,atypical,721,733,2,1,3,5,5,4
31,15,22,2,4,atypical,750,736,3,8,5,7,7,6
31,16,22,2,4,atypical,748,740,2,2,3,3,4,5
31,17,22,2,4,atypical,750,743,2,3,5,4,4,6
31,18,22,2,4,atypical,737,745,2,1,3,1,1,8
31,19,22,2,4,atypical,744,746,2,1,8,3,1,9
31,20,22,2,4,atypical,721,749,2,8,7,7,7,5
32,1,24,2,4,atypical,721,749,1,7,7,6,5,6
32,2,24,2,4,atypical,744,746,2,4,7,5,5,4
32,3,24,2,4,atypical,737,745,2,7,5,6,7,5
32,4,24,2,4,atypical,750,743,2,8,4,6,6,4
32,5,24,2,4,atypical,748,740,2,7,6,6,5,6
32,6,24,2,4,atypical,750,736,3,5,4,4,5,4
32,7,24,2,4,atypical,721,733,1,6,5,6,5,4
32,8,24,2,4,atypical,748,730,2,8,8,7,6,4
32,9,24,2,4,atypical,744,722,2,5,6,7,6,5
32,10,24,2,4,atypical,737,719,1,4,6,5,3,4
32,11,24,2,4,atypical,744,716,2,3,3,4,4,3
32,12,24,2,4,atypical,721,714,3,5,5,2,3,4
32,13,24,2,4,atypical,748,713,2,5,3,6,7,4
32,14,24,2,4,atypical,750,710,2,5,5,6,6,4
32,15,24,2,4,atypical,737,709,2,7,8,7,6,6
32,16,24,2,4,atypical,748,707,2,6,5,6,7,5
32,17,24,2,4,atypical,744,706,2,7,6,7,7,5
32,18,24,2,4,atypical,737,704,1,3,3,5,4,5
32,19,24,2,4,atypical,721,703,1,6,5,6,7,5
32,20,24,2,4,atypical,750,701,2,6,5,6,4,6
33,1,23,2,4,atypical,721,749,1,9,9,9,9,8
33,2,23,2,4,atypical,744,746,2,6,7,5,6,7
33,3,23,2,4,atypical,737,745,2,9,7,9,8,6
33,4,23,2,4,atypical,750,743,2,5,4,6,6,5
33,5,23,2,4,atypical,748,740,3,9,9,8,8,7
33,6,23,2,4,atypical,750,736,2,9,9,9,8,8
33,7,23,2,4,atypical,721,733,2,7,7,7,7,7
33,8,23,2,4,atypical,748,730,2,9,9,8,8,8
33,9,23,2,4,atypical,744,722,2,8,8,8,7,8
33,10,23,2,4,atypical,737,719,2,9,9,9,8,8
33,11,23,2,4,atypical,744,716,2,7,6,7,7,6
33,12,23,2,4,atypical,721,714,2,9,9,8,8,8
33,13,23,2,4,atypical,748,713,2,7,7,7,7,5
33,14,23,2,4,atypical,750,710,2,8,8,8,8,8
33,15,23,2,4,atypical,737,709,2,8,8,8,8,8
33,16,23,2,4,atypical,748,707,2,8,8,8,8,8
33,17,23,2,4,atypical,744,706,2,6,6,6,6,6
33,18,23,2,4,atypical,737,704,2,8,7,7,7,7
33,19,23,2,4,atypical,721,703,2,7,8,7,8,7
33,20,23,2,4,atypical,750,701,2,4,5,6,6,5
34,1,33,2,4,typical,750,701,1,5,4,6,6,4
34,2,33,2,4,typical,721,703,1,6,6,6,6,6
34,3,33,2,4,typical,737,704,1,5,5,5,5,5
34,4,33,2,4,typical,744,706,1,6,5,6,6,5
34,5,33,2,4,typical,748,707,1,5,5,5,5,6
34,6,33,2,4,typical,737,709,1,6,6,6,6,6
34,7,33,2,4,typical,750,710,1,5,5,5,5,5
34,8,33,2,4,typical,748,713,1,5,5,5,5,5
34,9,33,2,4,typical,721,714,1,5,4,6,5,5
34,10,33,2,4,typical,744,716,1,5,5,5,5,5
34,11,33,2,4,typical,737,719,1,5,5,5,5,5
34,12,33,2,4,typical,744,722,1,5,5,5,5,5
34,13,33,2,4,typical,748,730,1,5,5,5,5,5
34,14,33,2,4,typical,721,733,1,5,5,7,7,5
34,15,33,2,4,typical,750,736,1,5,5,5,5,5
34,16,33,2,4,typical,748,740,1,5,5,6,5,5
34,17,33,2,4,typical,750,743,1,5,5,5,5,5
34,18,33,2,4,typical,737,745,1,4,4,4,4,4
34,19,33,2,4,typical,744,746,2,4,4,4,4,5
34,20,33,2,4,typical,721,749,1,4,4,5,5,4
35,1,21,2,1,typical,721,749,1,9,8,8,8,7
35,2,21,2,1,typical,744,746,3,7,8,8,7,9
35,3,21,2,1,typical,737,745,1,3,6,4,3,4
35,4,21,2,1,typical,750,743,2,2,3,2,2,4
35,5,21,2,1,typical,748,740,1,5,6,7,6,8
35,6,21,2,1,typical,750,736,1,3,4,7,6,7
35,7,21,2,1,typical,721,733,1,5,4,8,8,9
35,8,21,2,1,typical,748,730,1,7,6,6,8,7
35,9,21,2,1,typical,744,722,1,3,4,7,6,8
35,10,21,2,1,typical,737,719,1,1,3,2,2,7
35,11,21,2,1,typical,744,716,1,1,2,1,1,3
35,12,21,2,1,typical,721,714,3,3,4,6,5,6
35,13,21,2,1,typical,748,713,3,4,2,6,7,4
35,14,21,2,1,typical,750,710,3,7,6,7,8,7
35,15,21,2,1,typical,737,709,3,4,4,6,7,5
35,16,21,2,1,typical,748,707,3,1,2,2,1,5
35,17,21,2,1,typical,744,706,1,3,4,6,7,5
35,18,21,2,1,typical,737,704,1,2,3,3,4,7
35,19,21,2,1,typical,721,703,1,3,3,5,7,7
35,20,21,2,1,typical,750,701,1,4,2,7,8,5
36,1,21,1,4,atypical,750,701,1,6,4,6,6,6
36,2,21,1,4,atypical,721,703,2,7,9,5,6,6
36,3,21,1,4,atypical,737,704,1,6,5,5,6,6
36,4,21,1,4,atypical,744,706,2,6,7,7,6,6
36,5,21,1,4,atypical,748,707,1,1,1,1,1,1
36,6,21,1,4,atypical,737,709,2,9,9,9,9,9
36,7,21,1,4,atypical,750,710,2,7,6,6,7,6
36,8,21,1,4,atypical,748,713,2,7,6,6,7,7
36,9,21,1,4,atypical,721,714,2,2,2,3,3,2
36,10,21,1,4,atypical,744,716,2,4,4,5,3,4
36,11,21,1,4,atypical,737,719,2,6,5,5,6,6
36,12,21,1,4,atypical,744,722,2,6,6,6,6,6
36,13,21,1,4,atypical,748,730,1,7,8,8,7,8
36,14,21,1,4,atypical,721,733,2,4,4,4,5,5
36,15,21,1,4,atypical,750,736,2,6,5,6,5,6
36,16,21,1,4,atypical,748,740,2,7,7,7,8,7
36,17,21,1,4,atypical,750,743,2,6,6,7,5,6
36,18,21,1,4,atypical,737,745,2,9,9,9,9,9
36,19,21,1,4,atypical,744,746,2,6,6,6,6,6
36,20,21,1,4,atypical,721,749,2,6,6,6,6,6
37,1,27,1,1,typical,721,749,1,8,7,7,7,4
37,2,27,1,1,typical,744,746,3,7,7,7,7,5
37,3,27,1,1,typical,737,745,3,7,6,7,7,5
37,4,27,1,1,typical,750,743,1,6,7,8,8,6
37,5,27,1,1,typical,748,740,1,6,6,7,7,7
37,6,27,1,1,typical,750,736,1,6,5,3,7,5
37,7,27,1,1,typical,721,733,1,7,7,9,8,6
37,8,27,1,1,typical,748,730,3,6,4,3,5,5
37,9,27,1,1,typical,744,722,1,7,6,8,7,6
37,10,27,1,1,typical,737,719,1,7,7,8,7,5
37,11,27,1,1,typical,744,716,3,3,3,5,6,5
37,12,27,1,1,typical,721,714,1,3,6,2,3,5
37,13,27,1,1,typical,748,713,3,2,3,5,6,5
37,14,27,1,1,typical,750,710,1,7,7,7,7,5
37,15,27,1,1,typical,737,709,1,7,7,5,6,5
37,16,27,1,1,typical,748,707,3,6,4,2,3,6
37,17,27,1,1,typical,744,706,1,6,3,5,6,4
37,18,27,1,1,typical,737,704,1,2,2,3,6,6
37,19,27,1,1,typical,721,703,1,5,6,6,6,6
37,20,27,1,1,typical,750,701,3,3,2,6,6,6
39,1,20,2,4,typical,721,749,1,9,5,9,9,3
39,2,20,2,4,typical,744,746,2,1,3,8,3,6
39,3,20,2,4,typical,737,745,2,7,8,8,8,8
39,4,20,2,4,typical,750,743,2,9,4,9,9,3
39,5,20,2,4,typical,748,740,1,1,4,3,1,8
39,6,20,2,4,typical,750,736,3,5,6,7,3,7
39,7,20,2,4,typical,721,733,1,3,3,9,8,7
39,8,20,2,4,typical,748,730,1,2,6,5,3,4
39,9,20,2,4,typical,744,722,2,7,6,9,8,9
39,10,20,2,4,typical,737,719,1,1,4,5,4,6
39,11,20,2,4,typical,744,716,3,7,3,1,1,9
39,12,20,2,4,typical,721,714,1,9,6,9,9,4
39,13,20,2,4,typical,748,713,2,1,2,6,2,6
39,14,20,2,4,typical,750,710,2,8,4,7,7,6
39,15,20,2,4,typical,737,709,1,6,5,7,6,9
39,16,20,2,4,typical,748,707,1,7,8,9,9,2
39,17,20,2,4,typical,744,706,1,5,4,6,4,9
39,18,20,2,4,typical,737,704,1,6,3,7,7,7
39,19,20,2,4,typical,721,703,1,8,3,9,9,5
39,20,20,2,4,typical,750,701,2,2,6,7,5,6
40,1,32,1,4,atypical,721,749,2,7,8,5,4,7
40,2,32,1,4,atypical,744,746,2,3,3,7,8,2
40,3,32,1,4,atypical,737,745,2,7,1,3,2,1
40,4,32,1,4,atypical,750,743,2,8,6,9,8,3
40,5,32,1,4,atypical,748,740,2,5,6,4,8,5
40,6,32,1,4,atypical,750,736,2,2,2,8,9,1
40,7,32,1,4,atypical,721,733,2,8,1,2,4,2
40,8,32,1,4,atypical,748,730,2,5,3,2,1,3
40,9,32,1,4,atypical,744,722,2,8,7,8,6,9
40,10,32,1,4,atypical,737,719,2,5,4,5,6,5
40,11,32,1,4,atypical,744,716,2,1,3,1,2,4
40,12,32,1,4,atypical,721,714,2,6,7,3,3,7
40,13,32,1,4,atypical,748,713,2,2,3,6,7,6
40,14,32,1,4,atypical,750,710,2,6,6,1,2,5
40,15,32,1,4,atypical,737,709,2,4,4,7,3,5
40,16,32,1,4,atypical,748,707,2,7,5,3,4,7
40,17,32,1,4,atypical,744,706,2,3,2,7,7,2
40,18,32,1,4,atypical,737,704,2,3,1,7,8,1
40,19,32,1,4,atypical,721,703,2,7,6,9,8,5
40,20,32,1,4,atypical,750,701,2,3,2,7,6,3
41,1,18,2,5,atypical,750,701,2,2,5,6,6,4
41,2,18,2,5,atypical,721,703,2,7,8,8,7,7
41,3,18,2,5,atypical,737,704,2,2,6,5,4,6
41,4,18,2,5,atypical,744,706,2,8,7,8,7,6
41,5,18,2,5,atypical,748,707,2,2,8,6,5,8
41,6,18,2,5,atypical,737,709,2,6,9,8,6,7
41,7,18,2,5,atypical,750,710,2,6,8,5,5,6
41,8,18,2,5,atypical,748,713,2,4,7,8,7,5
41,9,18,2,5,atypical,721,714,2,1,8,4,4,7
41,10,18,2,5,atypical,744,716,2,6,8,6,6,5
41,11,18,2,5,atypical,737,719,2,6,6,8,5,5
41,12,18,2,5,atypical,744,722,2,6,8,5,5,6
41,13,18,2,5,atypical,748,730,2,4,6,6,5,4
41,14,18,2,5,atypical,721,733,2,4,6,8,6,5
41,15,18,2,5,atypical,750,736,2,3,7,6,5,5
41,16,18,2,5,atypical,748,740,2,4,6,7,6,6
41,17,18,2,5,atypical,750,743,2,4,6,5,4,6
41,18,18,2,5,atypical,737,745,2,3,5,4,5,3
41,19,18,2,5,atypical,744,746,2,5,7,6,5,5
41,20,18,2,5,atypical,721,749,2,5,8,4,5,6
42,1,21,2,4,typical,721,749,1,7,8,5,5,8
42,2,21,2,4,typical,744,746,3,4,5,9,8,6
42,3,21,2,4,typical,737,745,1,7,4,5,3,7
42,4,21,2,4,typical,750,743,1,7,3,9,8,5
42,5,21,2,4,typical,748,740,1,5,6,4,3,7
42,6,21,2,4,typical,750,736,1,4,6,2,3,7
42,7,21,2,4,typical,721,733,1,3,2,9,7,4
42,8,21,2,4,typical,748,730,1,3,4,2,2,5
42,9,21,2,4,typical,744,722,3,4,3,7,5,4
42,10,21,2,4,typical,737,719,1,2,2,5,4,3
42,11,21,2,4,typical,744,716,1,2,8,4,3,7
42,12,21,2,4,typical,721,714,1,5,4,7,5,4
42,13,21,2,4,typical,748,713,3,3,3,4,5,2
42,14,21,2,4,typical,750,710,1,4,7,4,3,6
42,15,21,2,4,typical,737,709,1,5,6,6,4,5
42,16,21,2,4,typical,748,707,2,1,1,6,5,2
42,17,21,2,4,typical,744,706,1,6,7,4,3,6
42,18,21,2,4,typical,737,704,1,3,5,2,2,7
42,19,21,2,4,typical,721,703,1,4,4,6,5,3
42,20,21,2,4,typical,750,701,2,2,2,3,2,4
43,1,20,2,4,typical,750,701,1,2,3,5,4,5
43,2,20,2,4,typical,721,703,1,4,4,5,5,6
43,3,20,2,4,typical,737,704,1,4,5,5,4,5
43,4,20,2,4,typical,744,706,1,4,3,4,4,3
43,5,20,2,4,typical,748,707,1,3,3,4,5,6
43,6,20,2,4,typical,737,709,1,3,4,6,5,4
43,7,20,2,4,typical,750,710,3,4,4,6,5,4
43,8,20,2,4,typical,748,713,1,2,3,6,5,4
43,9,20,2,4,typical,721,714,1,4,5,6,5,5
43,10,20,2,4,typical,744,716,3,3,6,5,4,5
43,11,20,2,4,typical,737,719,1,4,5,5,5,6
43,12,20,2,4,typical,744,722,1,4,6,6,6,7
43,13,20,2,4,typical,748,730,1,3,5,5,4,5
43,14,20,2,4,typical,721,733,1,3,7,5,3,5
43,15,20,2,4,typical,750,736,3,3,6,5,4,5
43,16,20,2,4,typical,748,740,1,4,5,7,6,6
43,17,20,2,4,typical,750,743,1,4,3,5,4,7
43,18,20,2,4,typical,737,745,1,3,7,5,3,8
43,19,20,2,4,typical,744,746,3,4,6,7,7,6
43,20,20,2,4,typical,721,749,1,4,6,6,5,7
45,1,43,2,4,atypical,750,701,3,2,2,4,5,4
45,2,43,2,4,atypical,721,703,1,6,5,6,6,5
45,3,43,2,4,atypical,737,704,2,2,2,2,2,7
45,4,43,2,4,atypical,744,706,2,4,3,5,5,7
45,5,43,2,4,atypical,748,707,2,7,6,7,7,5
45,6,43,2,4,atypical,737,709,1,4,2,5,5,6
45,7,43,2,4,atypical,750,710,2,5,5,6,6,4
45,8,43,2,4,atypical,748,713,2,2,5,4,5,6
45,9,43,2,4,atypical,721,714,2,7,7,7,8,4
45,10,43,2,4,atypical,744,716,2,3,6,3,2,4
45,11,43,2,4,atypical,737,719,2,6,5,6,6,4
45,12,43,2,4,atypical,744,722,2,7,6,7,7,7
45,13,43,2,4,atypical,748,730,2,3,4,5,5,4
45,14,43,2,4,atypical,721,733,1,7,7,7,7,8
45,15,43,2,4,atypical,750,736,2,7,8,7,7,5
45,16,43,2,4,atypical,748,740,2,6,6,7,7,4
45,17,43,2,4,atypical,750,743,2,6,6,7,6,7
45,18,43,2,4,atypical,737,745,2,4,7,5,5,4
45,19,43,2,4,atypical,744,746,2,6,7,7,8,6
45,20,43,2,4,atypical,721,749,3,6,7,6,6,5
46,1,25,2,4,typical,721,749,1,4,5,4,4,6
46,2,25,2,4,typical,744,746,2,9,9,9,9,7
46,3,25,2,4,typical,737,745,3,2,2,2,4,3
46,4,25,2,4,typical,750,743,2,3,2,7,7,1
46,5,25,2,4,typical,748,740,1,7,7,7,6,6
46,6,25,2,4,typical,750,736,3,8,8,7,6,5
46,7,25,2,4,typical,721,733,1,9,5,9,9,7
46,8,25,2,4,typical,748,730,3,2,2,2,2,3
46,9,25,2,4,typical,744,722,3,9,9,9,9,7
46,10,25,2,4,typical,737,719,1,3,8,4,3,2
46,11,25,2,4,typical,744,716,3,1,6,3,3,2
46,12,25,2,4,typical,721,714,3,8,7,9,9,6
46,13,25,2,4,typical,748,713,3,7,9,9,9,9
46,14,25,2,4,typical,750,710,2,4,4,4,4,5
46,15,25,2,4,typical,737,709,3,5,5,7,7,6
46,16,25,2,4,typical,748,707,1,7,5,7,7,2
46,17,25,2,4,typical,744,706,3,1,1,6,5,4
46,18,25,2,4,typical,737,704,1,1,3,3,3,2
46,19,25,2,4,typical,721,703,1,1,6,3,3,2
46,20,25,2,4,typical,750,701,3,1,1,1,1,2
47,1,18,2,5,atypical,721,749,1,4,4,4,4,6
47,2,18,2,5,atypical,744,746,2,2,6,3,2,7
47,3,18,2,5,atypical,737,745,2,4,3,5,6,5
47,4,18,2,5,atypical,750,743,2,1,8,3,2,8
47,5,18,2,5,atypical,748,740,2,6,4,5,6,5
47,6,18,2,5,atypical,750,736,2,2,3,3,3,4
47,7,18,2,5,atypical,721,733,1,2,3,4,3,5
47,8,18,2,5,atypical,748,730,2,2,4,4,3,5
47,9,18,2,5,atypical,744,722,2,7,6,6,6,5
47,10,18,2,5,atypical,737,719,2,2,6,4,4,5
47,11,18,2,5,atypical,744,716,2,2,6,4,4,6
47,12,18,2,5,atypical,721,714,2,7,3,6,6,6
47,13,18,2,5,atypical,748,713,2,2,4,3,3,4
47,14,18,2,5,atypical,750,710,2,7,4,6,6,5
47,15,18,2,5,atypical,737,709,2,2,2,4,4,5
47,16,18,2,5,atypical,748,707,2,6,4,4,5,5
47,17,18,2,5,atypical,744,706,2,2,2,3,3,5
47,18,18,2,5,atypical,737,704,1,2,4,3,4,4
47,19,18,2,5,atypical,721,703,1,5,5,5,5,6
47,20,18,2,5,atypical,750,701,2,2,3,3,3,4
48,1,30,2,4,typical,750,701,1,3,3,5,7,6
48,2,30,2,4,typical,721,703,1,7,8,8,8,9
48,3,30,2,4,typical,737,704,1,6,4,5,6,7
48,4,30,2,4,typical,744,706,3,4,4,6,6,6
48,5,30,2,4,typical,748,707,1,6,7,7,7,9
48,6,30,2,4,typical,737,709,1,8,8,8,8,8
48,7,30,2,4,typical,750,710,3,7,7,7,7,9
48,8,30,2,4,typical,748,713,3,7,9,6,6,8
48,9,30,2,4,typical,721,714,3,7,8,6,6,9
48,10,30,2,4,typical,744,716,2,7,9,5,5,7
48,11,30,2,4,typical,737,719,3,8,8,9,8,9
48,12,30,2,4,typical,744,722,3,8,8,9,8,8
48,13,30,2,4,typical,748,730,3,6,7,6,6,6
48,14,30,2,4,typical,721,733,1,9,7,9,9,9
48,15,30,2,4,typical,750,736,1,8,9,6,6,8
48,16,30,2,4,typical,748,740,2,7,7,9,8,7
48,17,30,2,4,typical,750,743,3,5,5,5,5,5
48,18,30,2,4,typical,737,745,3,4,6,6,4,4
48,19,30,2,4,typical,744,746,3,8,8,8,7,9
48,20,30,2,4,typical,721,749,1,8,8,7,6,9
49,1,29,2,3,typical,721,749,1,6,6,5,5,6
49,2,29,2,3,typical,744,746,3,5,5,6,6,6
49,3,29,2,3,typical,737,745,3,7,6,5,5,6
49,4,29,2,3,typical,750,743,2,5,4,7,7,5
49,5,29,2,3,typical,748,740,1,5,5,6,5,5
49,6,29,2,3,typical,750,736,1,5,4,6,5,6
49,7,29,2,3,typical,721,733,1,5,4,7,6,5
49,8,29,2,3,typical,748,730,1,7,5,5,5,6
49,9,29,2,3,typical,744,722,3,5,5,6,6,6
49,10,29,2,3,typical,737,719,1,5,4,5,5,6
49,11,29,2,3,typical,744,716,3,5,7,5,5,6
49,12,29,2,3,typical,721,714,1,3,4,5,5,6
49,13,29,2,3,typical,748,713,3,5,6,5,5,6
49,14,29,2,3,typical,750,710,2,7,6,5,5,6
49,15,29,2,3,typical,737,709,1,4,4,6,5,6
49,16,29,2,3,typical,748,707,3,3,3,5,5,6
49,17,29,2,3,typical,744,706,1,5,4,6,5,6
49,18,29,2,3,typical,737,704,1,3,4,5,5,5
49,19,29,2,3,typical,721,703,1,4,4,6,5,6
49,20,29,2,3,typical,750,701,3,2,3,5,5,6
50,1,19,3,5,typical,750,701,1,7,3,7,9,1
50,2,19,3,5,typical,721,703,1,3,5,5,6,4
50,3,19,3,5,typical,737,704,1,1,2,4,3,5
50,4,19,3,5,typical,744,706,1,4,4,6,6,7
50,5,19,3,5,typical,748,707,1,1,5,7,8,9
50,6,19,3,5,typical,737,709,1,8,7,9,8,8
50,7,19,3,5,typical,750,710,3,7,4,8,9,6
50,8,19,3,5,typical,748,713,1,1,8,5,2,5
50,9,19,3,5,typical,721,714,1,5,7,6,2,9
50,10,19,3,5,typical,744,716,3,4,3,7,8,4
50,11,19,3,5,typical,737,719,3,8,5,8,9,8
50,12,19,3,5,typical,744,722,1,1,7,9,9,7
50,13,19,3,5,typical,748,730,1,6,3,6,6,3
50,14,19,3,5,typical,721,733,1,6,7,4,2,9
50,15,19,3,5,typical,750,736,1,9,8,7,9,8
50,16,19,3,5,typical,748,740,1,6,2,6,7,1
50,17,19,3,5,typical,750,743,1,8,2,4,8,5
50,18,19,3,5,typical,737,745,1,1,1,1,2,6
50,19,19,3,5,typical,744,746,1,2,6,8,5,9
50,20,19,3,5,typical,721,749,1,6,4,7,8,3
51,1,20,1,4,atypical,750,701,2,7,6,6,8,6
51,2,20,1,4,atypical,721,703,1,8,8,6,8,7
51,3,20,1,4,atypical,737,704,2,7,3,6,8,6
51,4,20,1,4,atypical,744,706,2,4,5,5,8,5
51,5,20,1,4,atypical,748,707,2,7,7,5,8,6
51,6,20,1,4,atypical,737,709,3,8,8,7,9,3
51,7,20,1,4,atypical,750,710,2,4,7,6,8,3
51,8,20,1,4,atypical,748,713,2,2,7,6,8,5
51,9,20,1,4,atypical,721,714,3,4,7,2,8,4
51,10,20,1,4,atypical,744,716,2,3,7,7,8,6
51,11,20,1,4,atypical,737,719,2,6,6,3,8,7
51,12,20,1,4,atypical,744,722,2,7,9,6,8,8
51,13,20,1,4,atypical,748,730,2,4,7,7,8,7
51,14,20,1,4,atypical,721,733,3,3,4,7,8,8
51,15,20,1,4,atypical,750,736,2,6,7,3,8,7
51,16,20,1,4,atypical,748,740,2,6,7,7,8,8
51,17,20,1,4,atypical,750,743,2,7,7,7,8,8
51,18,20,1,4,atypical,737,745,2,2,6,4,7,6
51,19,20,1,4,atypical,744,746,2,2,9,3,7,8
51,20,20,1,4,atypical,721,749,3,9,9,8,9,2
52,1,27,2,4,typical,721,749,1,8,8,8,8,6
52,2,27,2,4,typical,744,746,2,5,4,6,3,6
52,3,27,2,4,typical,737,745,1,4,3,5,4,4
52,4,27,2,4,typical,750,743,2,4,2,4,2,5
52,5,27,2,4,typical,748,740,3,6,4,6,5,7
52,6,27,2,4,typical,750,736,3,7,4,6,6,6
52,7,27,2,4,typical,721,733,1,3,3,5,4,6
52,8,27,2,4,typical,748,730,1,3,3,4,3,5
52,9,27,2,4,typical,744,722,2,3,3,4,3,5
52,10,27,2,4,typical,737,719,1,4,3,4,3,6
52,11,27,2,4,typical,744,716,1,5,4,6,5,5
52,12,27,2,4,typical,721,714,1,6,3,6,7,6
52,13,27,2,4,typical,748,713,2,3,2,5,6,3
52,14,27,2,4,typical,750,710,3,8,6,7,7,8
52,15,27,2,4,typical,737,709,3,6,3,5,5,7
52,16,27,2,4,typical,748,707,2,5,3,6,5,6
52,17,27,2,4,typical,744,706,3,4,3,3,2,6
52,18,27,2,4,typical,737,704,1,4,2,2,2,4
52,19,27,2,4,typical,721,703,1,5,2,6,6,7
52,20,27,2,4,typical,750,701,2,3,2,4,2,4
