ID,trial,Computer,Age,Sex,SO,Race,Politics,Education,condition,adaptor,voice,pitch.judgement,attraction,masculinity,likability,friends,typicality
51,4,2,20,1,2,4,4,3,atypical,744,706,2,4,5,5,8,5
51,5,2,20,1,2,4,4,3,atypical,748,707,2,7,7,5,8,6
51,6,2,20,1,2,4,4,3,atypical,737,709,3,8,8,7,9,3
51,7,2,20,1,2,4,4,3,atypical,750,710,2,4,7,6,8,3
51,8,2,20,1,2,4,4,3,atypical,748,713,2,2,7,6,8,5
51,9,2,20,1,2,4,4,3,atypical,721,714,3,4,7,2,8,4
51,10,2,20,1,2,4,4,3,atypical,744,716,2,3,7,7,8,6
51,11,2,20,1,2,4,4,3,atypical,737,719,2,6,6,3,8,7
51,12,2,20,1,2,4,4,3,atypical,744,722,2,7,9,6,8,8
51,13,2,20,1,2,4,4,3,atypical,748,730,2,4,7,7,8,7
51,14,2,20,1,2,4,4,3,atypical,721,733,3,3,4,7,8,8
51,15,2,20,1,2,4,4,3,atypical,750,736,2,6,7,3,8,7
51,16,2,20,1,2,4,4,3,atypical,748,740,2,6,7,7,8,8
51,17,2,20,1,2,4,4,3,atypical,750,743,2,7,7,7,8,8
51,18,2,20,1,2,4,4,3,atypical,737,745,2,2,6,4,7,6
51,19,2,20,1,2,4,4,3,atypical,744,746,2,2,9,3,7,8
51,20,2,20,1,2,4,4,3,atypical,721,749,3,9,9,8,9,2
52,1,6,27,2,1,4,4,5,typical,721,749,1,8,8,8,8,6
52,2,6,27,2,1,4,4,5,typical,744,746,2,5,4,6,3,6
52,3,6,27,2,1,4,4,5,typical,737,745,1,4,3,5,4,4
52,4,6,27,2,1,4,4,5,typical,750,743,2,4,2,4,2,5
52,5,6,27,2,1,4,4,5,typical,748,740,3,6,4,6,5,7
52,6,6,27,2,1,4,4,5,typical,750,736,3,7,4,6,6,6
52,7,6,27,2,1,4,4,5,typical,721,733,1,3,3,5,4,6
52,8,6,27,2,1,4,4,5,typical,748,730,1,3,3,4,3,5
52,9,6,27,2,1,4,4,5,typical,744,722,2,3,3,4,3,5
52,10,6,27,2,1,4,4,5,typical,737,719,1,4,3,4,3,6
52,11,6,27,2,1,4,4,5,typical,744,716,1,5,4,6,5,5
52,12,6,27,2,1,4,4,5,typical,721,714,1,6,3,6,7,6
52,13,6,27,2,1,4,4,5,typical,748,713,2,3,2,5,6,3
52,14,6,27,2,1,4,4,5,typical,750,710,3,8,6,7,7,8
52,15,6,27,2,1,4,4,5,typical,737,709,3,6,3,5,5,7
52,16,6,27,2,1,4,4,5,typical,748,707,2,5,3,6,5,6
52,17,6,27,2,1,4,4,5,typical,744,706,3,4,3,3,2,6
52,18,6,27,2,1,4,4,5,typical,737,704,1,4,2,2,2,4
52,19,6,27,2,1,4,4,5,typical,721,703,1,5,2,6,6,7
52,20,6,27,2,1,4,4,5,typical,750,701,2,3,2,4,2,4
53,1,9,19,2,3,3,4,3,atypical,721,749,1,9,9,6,5,7
53,2,9,19,2,3,3,4,3,atypical,744,746,2,7,9,9,9,6
53,3,9,19,2,3,3,4,3,atypical,737,745,3,7,9,4,5,9
53,4,9,19,2,3,3,4,3,atypical,750,743,2,9,9,9,9,9
53,5,9,19,2,3,3,4,3,atypical,748,740,2,9,9,9,9,9
53,6,9,19,2,3,3,4,3,atypical,750,736,2,5,9,7,7,7
53,7,9,19,2,3,3,4,3,atypical,721,733,1,5,9,9,9,9
53,8,9,19,2,3,3,4,3,atypical,748,730,2,5,7,9,9,5
53,9,9,19,2,3,3,4,3,atypical,744,722,2,6,9,7,9,9
53,10,9,19,2,3,3,4,3,atypical,737,719,1,9,9,9,9,9
53,11,9,19,2,3,3,4,3,atypical,744,716,2,5,9,1,1,9
53,12,9,19,2,3,3,4,3,atypical,721,714,2,8,9,5,6,9
53,13,9,19,2,3,3,4,3,atypical,748,713,2,5,9,9,9,9
53,14,9,19,2,3,3,4,3,atypical,750,710,2,5,9,5,5,9
53,15,9,19,2,3,3,4,3,atypical,737,709,2,9,9,9,5,9
53,16,9,19,2,3,3,4,3,atypical,748,707,2,9,9,9,9,9
53,17,9,19,2,3,3,4,3,atypical,744,706,3,8,9,8,8,8
53,18,9,19,2,3,3,4,3,atypical,737,704,2,7,9,4,4,5
53,19,9,19,2,3,3,4,3,atypical,721,703,1,9,9,9,9,9
53,20,9,19,2,3,3,4,3,atypical,750,701,2,9,9,7,7,9
54,1,2,25,2,1,4,3,5,atypical,721,749,1,9,9,7,7,3
54,2,2,25,2,1,4,3,5,atypical,744,746,2,4,4,8,8,6
54,3,2,25,2,1,4,3,5,atypical,737,745,2,2,2,4,5,8
54,4,2,25,2,1,4,3,5,atypical,750,743,2,6,2,7,6,1
54,5,2,25,2,1,4,3,5,atypical,748,740,1,6,6,7,7,6
54,6,2,25,2,1,4,3,5,atypical,750,736,2,7,7,6,5,8
54,7,2,25,2,1,4,3,5,atypical,721,733,1,3,5,6,5,3
54,8,2,25,2,1,4,3,5,atypical,748,730,2,1,3,3,3,6
54,9,2,25,2,1,4,3,5,atypical,744,722,2,5,7,9,6,8
54,10,2,25,2,1,4,3,5,atypical,737,719,2,6,7,7,6,4
54,11,2,25,2,1,4,3,5,atypical,744,716,3,1,6,2,2,9
54,12,2,25,2,1,4,3,5,atypical,721,714,3,8,8,6,5,9
54,13,2,25,2,1,4,3,5,atypical,748,713,3,6,6,7,6,7
54,14,2,25,2,1,4,3,5,atypical,750,710,2,8,8,7,6,6
54,15,2,25,2,1,4,3,5,atypical,737,709,2,4,6,4,3,6
54,16,2,25,2,1,4,3,5,atypical,748,707,2,7,7,6,7,9
54,17,2,25,2,1,4,3,5,atypical,744,706,3,7,2,9,9,6
54,18,2,25,2,1,4,3,5,atypical,737,704,1,7,6,6,5,6
54,19,2,25,2,1,4,3,5,atypical,721,703,3,5,6,5,5,9
54,20,2,25,2,1,4,3,5,atypical,750,701,2,5,5,5,5,6
55,1,4,41,1,1,2,2,5,atypical,750,701,1,7,7,7,7,7
55,2,4,41,1,1,2,2,5,atypical,721,703,1,7,7,7,7,7
55,3,4,41,1,1,2,2,5,atypical,737,704,1,6,6,6,6,6
55,4,4,41,1,1,2,2,5,atypical,744,706,1,8,8,7,6,7
55,5,4,41,1,1,2,2,5,atypical,748,707,3,5,5,5,5,7
55,6,4,41,1,1,2,2,5,atypical,737,709,2,8,8,8,8,8
55,7,4,41,1,1,2,2,5,atypical,750,710,1,7,7,7,7,7
55,8,4,41,1,1,2,2,5,atypical,748,713,3,8,9,7,8,8
55,9,4,41,1,1,2,2,5,atypical,721,714,1,8,8,8,8,8
55,10,4,41,1,1,2,2,5,atypical,744,716,1,9,8,8,8,8
55,11,4,41,1,1,2,2,5,atypical,737,719,1,8,8,8,8,8
55,12,4,41,1,1,2,2,5,atypical,744,722,1,6,6,6,7,6
55,13,4,41,1,1,2,2,5,atypical,748,730,1,9,9,9,9,9
55,14,4,41,1,1,2,2,5,atypical,721,733,1,4,4,4,4,4
55,15,4,41,1,1,2,2,5,atypical,750,736,3,8,8,7,7,8
55,16,4,41,1,1,2,2,5,atypical,748,740,1,5,5,5,5,5
55,17,4,41,1,1,2,2,5,atypical,750,743,1,4,4,4,4,4
55,18,4,41,1,1,2,2,5,atypical,737,745,2,9,8,8,8,9
55,19,4,41,1,1,2,2,5,atypical,744,746,1,6,6,6,6,6
55,20,4,41,1,1,2,2,5,atypical,721,749,2,8,7,7,7,7
56,1,10,22,2,3,4,5,4,typical,750,701,1,6,3,6,6,4
56,2,10,22,2,3,4,5,4,typical,721,703,1,4,4,5,5,5
56,3,10,22,2,3,4,5,4,typical,737,704,1,3,3,4,3,5
56,4,10,22,2,3,4,5,4,typical,744,706,1,6,4,6,6,5
56,5,10,22,2,3,4,5,4,typical,748,707,3,5,5,5,4,5
56,6,10,22,2,3,4,5,4,typical,737,709,1,3,3,5,5,4
56,7,10,22,2,3,4,5,4,typical,750,710,1,5,4,5,5,4
56,8,10,22,2,3,4,5,4,typical,748,713,3,3,6,5,4,3
56,9,10,22,2,3,4,5,4,typical,721,714,1,3,4,3,3,5
56,10,10,22,2,3,4,5,4,typical,744,716,1,3,4,3,3,5
56,11,10,22,2,3,4,5,4,typical,737,719,1,4,3,4,5,4
56,12,10,22,2,3,4,5,4,typical,744,722,1,4,5,6,5,5
56,13,10,22,2,3,4,5,4,typical,748,730,1,4,5,5,4,3
56,14,10,22,2,3,4,5,4,typical,721,733,1,3,6,5,4,4
56,15,10,22,2,3,4,5,4,typical,750,736,1,7,5,6,6,4
56,16,10,22,2,3,4,5,4,typical,748,740,1,6,6,6,6,5
56,17,10,22,2,3,4,5,4,typical,750,743,3,4,4,5,4,6
56,18,10,22,2,3,4,5,4,typical,737,745,1,4,6,4,4,6
56,19,10,22,2,3,4,5,4,typical,744,746,2,4,6,5,4,5
56,20,10,22,2,3,4,5,4,typical,721,749,1,6,5,5,4,5
57,1,6,18,2,3,3,3,3,atypical,721,749,1,8,8,8,8,8
57,2,6,18,2,3,3,3,3,atypical,744,746,2,9,8,8,8,7
57,3,6,18,2,3,3,3,3,atypical,737,745,2,7,8,9,8,8
57,4,6,18,2,3,3,3,3,atypical,750,743,3,8,8,8,8,6
57,5,6,18,2,3,3,3,3,atypical,748,740,3,6,8,8,7,8
57,6,6,18,2,3,3,3,3,atypical,750,736,3,8,8,8,8,8
57,7,6,18,2,3,3,3,3,atypical,721,733,1,8,8,8,7,9
57,8,6,18,2,3,3,3,3,atypical,748,730,3,8,8,9,8,6
57,9,6,18,2,3,3,3,3,atypical,744,722,3,9,8,8,8,9
57,10,6,18,2,3,3,3,3,atypical,737,719,2,7,8,7,8,8
57,11,6,18,2,3,3,3,3,atypical,744,716,3,9,8,8,8,7
57,12,6,18,2,3,3,3,3,atypical,721,714,3,8,8,9,8,8
57,13,6,18,2,3,3,3,3,atypical,748,713,2,8,8,8,8,9
57,14,6,18,2,3,3,3,3,atypical,750,710,2,8,8,8,8,9
57,15,6,18,2,3,3,3,3,atypical,737,709,2,9,8,8,8,8
57,16,6,18,2,3,3,3,3,atypical,748,707,2,8,8,8,8,8
57,17,6,18,2,3,3,3,3,atypical,744,706,3,7,8,8,7,9
57,18,6,18,2,3,3,3,3,atypical,737,704,2,6,8,7,7,8
57,19,6,18,2,3,3,3,3,atypical,721,703,1,9,8,8,8,7
57,20,6,18,2,3,3,3,3,atypical,750,701,2,6,7,8,8,6
58,1,2,29,1,1,2,2,7,typical,721,749,1,8,9,8,8,8
58,2,2,29,1,1,2,2,7,typical,744,746,3,7,9,9,8,8
58,3,2,29,1,1,2,2,7,typical,737,745,1,9,9,8,8,9
58,4,2,29,1,1,2,2,7,typical,750,743,2,9,8,9,8,8
58,5,2,29,1,1,2,2,7,typical,748,740,1,6,6,8,8,9
58,6,2,29,1,1,2,2,7,typical,750,736,3,8,7,8,8,8
58,7,2,29,1,1,2,2,7,typical,721,733,1,8,7,7,8,8
58,8,2,29,1,1,2,2,7,typical,748,730,3,8,7,8,8,8
58,9,2,29,1,1,2,2,7,typical,744,722,1,8,9,8,8,8
58,10,2,29,1,1,2,2,7,typical,737,719,3,5,8,8,7,8
58,11,2,29,1,1,2,2,7,typical,744,716,2,7,8,8,9,9
58,12,2,29,1,1,2,2,7,typical,721,714,2,9,8,9,8,9
58,13,2,29,1,1,2,2,7,typical,748,713,3,6,6,7,7,6
58,14,2,29,1,1,2,2,7,typical,750,710,2,8,5,6,6,7
58,15,2,29,1,1,2,2,7,typical,737,709,3,8,7,8,8,8
58,16,2,29,1,1,2,2,7,typical,748,707,3,9,6,8,7,8
58,17,2,29,1,1,2,2,7,typical,744,706,1,8,7,7,8,8
58,18,2,29,1,1,2,2,7,typical,737,704,2,8,8,9,8,9
58,19,2,29,1,1,2,2,7,typical,721,703,3,7,7,8,8,7
58,20,2,29,1,1,2,2,7,typical,750,701,2,8,6,7,7,8
60,1,10,27,2,1,4,2,4,typical,721,749,1,6,6,6,5,7
60,2,10,27,2,1,4,2,4,typical,744,746,3,5,6,6,6,6
60,3,10,27,2,1,4,2,4,typical,737,745,1,4,3,3,3,5
60,4,10,27,2,1,4,2,4,typical,750,743,2,6,4,6,7,6
60,5,10,27,2,1,4,2,4,typical,748,740,1,6,5,6,5,6
60,6,10,27,2,1,4,2,4,typical,750,736,3,6,5,6,6,5
60,7,10,27,2,1,4,2,4,typical,721,733,1,6,6,6,5,6
60,8,10,27,2,1,4,2,4,typical,748,730,1,3,4,4,4,4
60,9,10,27,2,1,4,2,4,typical,744,722,3,6,6,6,5,6
60,10,10,27,2,1,4,2,4,typical,737,719,1,6,5,6,6,6
60,11,10,27,2,1,4,2,4,typical,744,716,3,3,2,3,2,6
60,12,10,27,2,1,4,2,4,typical,721,714,3,6,5,6,6,6
60,13,10,27,2,1,4,2,4,typical,748,713,3,2,5,2,4,6
60,14,10,27,2,1,4,2,4,typical,750,710,2,5,6,5,6,6
60,15,10,27,2,1,4,2,4,typical,737,709,1,6,6,6,5,6
60,16,10,27,2,1,4,2,4,typical,748,707,3,7,6,7,6,5
60,17,10,27,2,1,4,2,4,typical,744,706,1,4,3,3,4,5
60,18,10,27,2,1,4,2,4,typical,737,704,1,6,5,7,6,7
60,19,10,27,2,1,4,2,4,typical,721,703,1,6,5,6,5,6
60,20,10,27,2,1,4,2,4,typical,750,701,3,5,5,5,5,5
61,1,10,31,2,3,4,4,2,typical,721,749,1,6,9,6,5,6
61,2,10,31,2,3,4,4,2,typical,744,746,2,6,6,7,7,6
61,3,10,31,2,3,4,4,2,typical,737,745,1,7,7,6,6,4
61,4,10,31,2,3,4,4,2,typical,750,743,3,7,4,8,8,5
61,5,10,31,2,3,4,4,2,typical,748,740,1,7,6,7,7,7
61,6,10,31,2,3,4,4,2,typical,750,736,1,5,4,6,6,8
61,7,10,31,2,3,4,4,2,typical,721,733,1,4,4,5,3,6
61,8,10,31,2,3,4,4,2,typical,748,730,1,7,6,7,6,5
61,9,10,31,2,3,4,4,2,typical,744,722,1,7,7,7,6,8
61,10,10,31,2,3,4,4,2,typical,737,719,1,4,4,3,2,5
61,11,10,31,2,3,4,4,2,typical,744,716,1,4,7,5,4,6
61,12,10,31,2,3,4,4,2,typical,721,714,1,7,6,8,7,7
61,13,10,31,2,3,4,4,2,typical,748,713,3,3,5,5,4,6
61,14,10,31,2,3,4,4,2,typical,750,710,3,6,6,7,6,6
61,15,10,31,2,3,4,4,2,typical,737,709,1,7,6,7,6,6
61,16,10,31,2,3,4,4,2,typical,748,707,3,3,4,3,4,5
61,17,10,31,2,3,4,4,2,typical,744,706,1,4,5,4,3,4
61,18,10,31,2,3,4,4,2,typical,737,704,1,4,6,4,4,5
61,19,10,31,2,3,4,4,2,typical,721,703,1,4,6,6,3,7
61,20,10,31,2,3,4,4,2,typical,750,701,3,6,3,6,5,3
64,1,6,22,2,3,4,5,3,atypical,721,749,1,9,9,9,9,8
64,2,6,22,2,3,4,5,3,atypical,744,746,2,6,9,6,7,9
64,3,6,22,2,3,4,5,3,atypical,737,745,2,8,6,5,5,6
64,4,6,22,2,3,4,5,3,atypical,750,743,2,4,4,3,4,6
64,5,6,22,2,3,4,5,3,atypical,748,740,1,5,7,6,6,8
64,6,6,22,2,3,4,5,3,atypical,750,736,2,8,6,8,8,7
64,7,6,22,2,3,4,5,3,atypical,721,733,1,3,4,3,3,7
64,8,6,22,2,3,4,5,3,atypical,748,730,2,5,3,5,4,4
64,9,6,22,2,3,4,5,3,atypical,744,722,2,5,7,5,6,9
64,10,6,22,2,3,4,5,3,atypical,737,719,3,6,3,6,6,7
64,11,6,22,2,3,4,5,3,atypical,744,716,3,9,9,8,8,8
64,12,6,22,2,3,4,5,3,atypical,721,714,2,9,8,9,9,9
64,13,6,22,2,3,4,5,3,atypical,748,713,2,6,7,6,6,7
64,14,6,22,2,3,4,5,3,atypical,750,710,2,7,8,7,8,8
64,15,6,22,2,3,4,5,3,atypical,737,709,2,5,3,5,6,5
64,16,6,22,2,3,4,5,3,atypical,748,707,1,7,6,6,6,6
64,17,6,22,2,3,4,5,3,atypical,744,706,2,6,2,6,7,5
64,18,6,22,2,3,4,5,3,atypical,737,704,1,2,3,3,3,5
64,19,6,22,2,3,4,5,3,atypical,721,703,1,8,6,7,7,7
64,20,6,22,2,3,4,5,3,atypical,750,701,2,4,3,4,4,5
65,1,1,18,2,2,4,5,4,atypical,750,701,2,2,2,8,8,3
65,2,1,18,2,2,4,5,4,atypical,721,703,1,1,8,5,3,9
65,3,1,18,2,2,4,5,4,atypical,737,704,2,2,7,4,4,6
65,4,1,18,2,2,4,5,4,atypical,744,706,2,7,7,6,6,9
65,5,1,18,2,2,4,5,4,atypical,748,707,2,7,4,7,7,6
65,6,1,18,2,2,4,5,4,atypical,737,709,3,5,7,7,7,8
65,7,1,18,2,2,4,5,4,atypical,750,710,2,2,9,6,4,7
65,8,1,18,2,2,4,5,4,atypical,748,713,2,1,9,4,3,4
65,9,1,18,2,2,4,5,4,atypical,721,714,2,1,1,2,1,1
65,10,1,18,2,2,4,5,4,atypical,744,716,2,2,7,4,3,6
65,11,1,18,2,2,4,5,4,atypical,737,719,2,6,4,8,9,6
65,12,1,18,2,2,4,5,4,atypical,744,722,2,6,8,7,7,7
65,13,1,18,2,2,4,5,4,atypical,748,730,3,1,3,3,2,2
65,14,1,18,2,2,4,5,4,atypical,721,733,1,7,6,9,9,5
65,15,1,18,2,2,4,5,4,atypical,750,736,3,9,9,5,5,8
65,16,1,18,2,2,4,5,4,atypical,748,740,2,7,8,6,6,7
65,17,1,18,2,2,4,5,4,atypical,750,743,2,5,6,5,4,7
65,18,1,18,2,2,4,5,4,atypical,737,745,1,1,9,6,3,4
65,19,1,18,2,2,4,5,4,atypical,744,746,2,9,9,8,3,9
65,20,1,18,2,2,4,5,4,atypical,721,749,1,6,6,7,7,9
66,1,6,31,2,3,4,5,4,typical,750,701,1,3,3,5,5,1
66,2,6,31,2,3,4,5,4,typical,721,703,1,2,5,5,2,6
66,3,6,31,2,3,4,5,4,typical,737,704,1,4,4,3,1,2
66,4,6,31,2,3,4,5,4,typical,744,706,3,6,6,6,4,7
66,5,6,31,2,3,4,5,4,typical,748,707,1,2,2,2,1,5
66,6,6,31,2,3,4,5,4,typical,737,709,1,6,6,6,4,8
66,7,6,31,2,3,4,5,4,typical,750,710,3,8,7,7,7,6
66,8,6,31,2,3,4,5,4,typical,748,713,3,1,2,1,1,1
66,9,6,31,2,3,4,5,4,typical,721,714,1,1,6,1,1,3
66,10,6,31,2,3,4,5,4,typical,744,716,2,5,6,5,4,6
66,11,6,31,2,3,4,5,4,typical,737,719,3,5,3,5,5,7
66,12,6,31,2,3,4,5,4,typical,744,722,3,8,7,8,8,7
66,13,6,31,2,3,4,5,4,typical,748,730,2,8,8,7,7,3
66,14,6,31,2,3,4,5,4,typical,721,733,1,8,7,8,8,4
66,15,6,31,2,3,4,5,4,typical,750,736,3,1,2,2,2,3
66,16,6,31,2,3,4,5,4,typical,748,740,1,8,5,8,7,5
66,17,6,31,2,3,4,5,4,typical,750,743,2,5,5,5,5,5
66,18,6,31,2,3,4,5,4,typical,737,745,1,7,8,4,5,3
66,19,6,31,2,3,4,5,4,typical,744,746,2,6,6,5,3,6
66,20,6,31,2,3,4,5,4,typical,721,749,1,7,7,6,5,6
67,1,1,21,2,3,4,4,3,atypical,750,701,2,6,3,8,9,2
67,2,1,21,2,3,4,4,3,atypical,721,703,1,9,9,9,9,9
67,3,1,21,2,3,4,4,3,atypical,737,704,3,1,2,5,2,2
67,4,1,21,2,3,4,4,3,atypical,744,706,3,8,3,9,9,8
67,5,1,21,2,3,4,4,3,atypical,748,707,2,9,5,9,9,9
67,6,1,21,2,3,4,4,3,atypical,737,709,2,6,3,9,9,3
67,7,1,21,2,3,4,4,3,atypical,750,710,3,2,8,9,8,9
67,8,1,21,2,3,4,4,3,atypical,748,713,2,9,9,9,9,9
67,9,1,21,2,3,4,4,3,atypical,721,714,1,9,7,9,9,3
67,10,1,21,2,3,4,4,3,atypical,744,716,2,9,9,6,9,5
67,11,1,21,2,3,4,4,3,atypical,737,719,2,2,2,9,9,2
67,12,1,21,2,3,4,4,3,atypical,744,722,2,9,3,9,9,9
67,13,1,21,2,3,4,4,3,atypical,748,730,3,9,6,9,9,1
67,14,1,21,2,3,4,4,3,atypical,721,733,1,6,3,8,9,3
67,15,1,21,2,3,4,4,3,atypical,750,736,2,9,8,9,9,9
67,16,1,21,2,3,4,4,3,atypical,748,740,3,7,6,8,9,9
67,17,1,21,2,3,4,4,3,atypical,750,743,3,5,3,7,8,9
67,18,1,21,2,3,4,4,3,atypical,737,745,3,9,7,8,9,1
67,19,1,21,2,3,4,4,3,atypical,744,746,2,9,9,7,7,9
67,20,1,21,2,3,4,4,3,atypical,721,749,1,9,9,9,9,8
68,1,4,20,2,3,4,3,3,atypical,750,701,2,3,3,5,6,2
68,2,4,20,2,3,4,3,3,atypical,721,703,2,8,7,7,7,8
68,3,4,20,2,3,4,3,3,atypical,737,704,1,2,6,4,3,6
68,4,4,20,2,3,4,3,3,atypical,744,706,2,8,7,7,8,8
68,5,4,20,2,3,4,3,3,atypical,748,707,3,8,6,8,8,6
68,6,4,20,2,3,4,3,3,atypical,737,709,1,9,8,9,9,9
68,7,4,20,2,3,4,3,3,atypical,750,710,2,9,9,8,8,9
68,8,4,20,2,3,4,3,3,atypical,748,713,2,6,9,8,8,9
68,9,4,20,2,3,4,3,3,atypical,721,714,3,6,7,4,3,7
68,10,4,20,2,3,4,3,3,atypical,744,716,2,3,3,2,2,3
68,11,4,20,2,3,4,3,3,atypical,737,719,2,7,6,8,8,8
68,12,4,20,2,3,4,3,3,atypical,744,722,2,9,9,8,8,9
68,13,4,20,2,3,4,3,3,atypical,748,730,2,6,6,7,7,8
68,14,4,20,2,3,4,3,3,atypical,721,733,1,8,9,8,8,9
68,15,4,20,2,3,4,3,3,atypical,750,736,2,9,9,9,9,9
68,16,4,20,2,3,4,3,3,atypical,748,740,2,9,8,8,8,9
68,17,4,20,2,3,4,3,3,atypical,750,743,3,7,8,7,7,8
68,18,4,20,2,3,4,3,3,atypical,737,745,1,5,7,4,3,7
68,19,4,20,2,3,4,3,3,atypical,744,746,2,9,9,8,8,9
68,20,4,20,2,3,4,3,3,atypical,721,749,2,7,8,7,6,8
69,1,10,54,2,3,4,4,8,typical,750,701,1,3,6,3,3,2
69,2,10,54,2,3,4,4,8,typical,721,703,1,7,7,7,7,8
69,3,10,54,2,3,4,4,8,typical,737,704,1,2,4,2,2,2
69,4,10,54,2,3,4,4,8,typical,744,706,2,5,5,4,3,4
69,5,10,54,2,3,4,4,8,typical,748,707,3,5,6,4,4,7
69,6,10,54,2,3,4,4,8,typical,737,709,1,4,5,4,4,5
69,7,10,54,2,3,4,4,8,typical,750,710,3,3,6,3,3,4
69,8,10,54,2,3,4,4,8,typical,748,713,2,2,4,3,3,4
69,9,10,54,2,3,4,4,8,typical,721,714,1,5,6,6,5,6
69,10,10,54,2,3,4,4,8,typical,744,716,3,3,4,3,2,3
69,11,10,54,2,3,4,4,8,typical,737,719,2,6,7,7,6,6
69,12,10,54,2,3,4,4,8,typical,744,722,1,8,7,7,6,6
69,13,10,54,2,3,4,4,8,typical,748,730,1,3,4,3,2,3
69,14,10,54,2,3,4,4,8,typical,721,733,1,7,7,7,7,8
69,15,10,54,2,3,4,4,8,typical,750,736,1,3,4,3,2,4
69,16,10,54,2,3,4,4,8,typical,748,740,3,3,4,4,3,4
69,17,10,54,2,3,4,4,8,typical,750,743,3,6,6,5,5,6
69,18,10,54,2,3,4,4,8,typical,737,745,1,2,5,2,2,3
69,19,10,54,2,3,4,4,8,typical,744,746,2,5,6,5,4,6
69,20,10,54,2,3,4,4,8,typical,721,749,1,4,5,3,3,4
70,1,10,23,2,1,4,4,3,atypical,721,749,2,9,8,8,8,9
70,2,10,23,2,1,4,4,3,atypical,744,746,2,8,7,9,9,8
70,3,10,23,2,1,4,4,3,atypical,737,745,2,8,6,8,9,7
70,4,10,23,2,1,4,4,3,atypical,750,743,2,6,5,7,7,5
70,5,10,23,2,1,4,4,3,atypical,748,740,3,8,8,7,8,7
70,6,10,23,2,1,4,4,3,atypical,750,736,3,8,7,8,8,8
70,7,10,23,2,1,4,4,3,atypical,721,733,2,6,6,4,4,6
70,8,10,23,2,1,4,4,3,atypical,748,730,3,7,5,9,9,5
70,9,10,23,2,1,4,4,3,atypical,744,722,2,8,7,8,8,8
70,10,10,23,2,1,4,4,3,atypical,737,719,2,4,4,2,2,4
70,11,10,23,2,1,4,4,3,atypical,744,716,2,4,4,8,8,4
70,12,10,23,2,1,4,4,3,atypical,721,714,3,7,6,1,1,7
70,13,10,23,2,1,4,4,3,atypical,748,713,2,4,5,2,2,5
70,14,10,23,2,1,4,4,3,atypical,750,710,2,8,6,9,9,8
70,15,10,23,2,1,4,4,3,atypical,737,709,2,8,7,8,8,7
70,16,10,23,2,1,4,4,3,atypical,748,707,3,7,6,2,2,8
70,17,10,23,2,1,4,4,3,atypical,744,706,2,8,7,2,2,7
70,18,10,23,2,1,4,4,3,atypical,737,704,2,3,3,2,2,4
70,19,10,23,2,1,4,4,3,atypical,721,703,3,6,6,3,3,7
70,20,10,23,2,1,4,4,3,atypical,750,701,2,1,3,7,7,2
71,1,10,20,2,1,4,5,3,atypical,721,749,1,9,8,8,8,9
71,2,10,20,2,1,4,5,3,atypical,744,746,2,8,8,7,8,9
71,3,10,20,2,1,4,5,3,atypical,737,745,2,1,7,3,2,5
71,4,10,20,2,1,4,5,3,atypical,750,743,2,2,4,6,6,7
71,5,10,20,2,1,4,5,3,atypical,748,740,3,6,6,7,8,5
71,6,10,20,2,1,4,5,3,atypical,750,736,2,8,7,7,8,8
71,7,10,20,2,1,4,5,3,atypical,721,733,1,1,5,3,2,4
71,8,10,20,2,1,4,5,3,atypical,748,730,2,6,6,5,5,6
71,9,10,20,2,1,4,5,3,atypical,744,722,2,8,9,8,8,9
71,10,10,20,2,1,4,5,3,atypical,737,719,2,3,4,5,5,6
71,11,10,20,2,1,4,5,3,atypical,744,716,2,1,4,2,5,5
71,12,10,20,2,1,4,5,3,atypical,721,714,2,9,7,8,9,7
71,13,10,20,2,1,4,5,3,atypical,748,713,2,6,8,9,8,8
71,14,10,20,2,1,4,5,3,atypical,750,710,2,6,7,8,8,9
71,15,10,20,2,1,4,5,3,atypical,737,709,2,4,5,7,6,7
71,16,10,20,2,1,4,5,3,atypical,748,707,2,8,6,5,6,6
71,17,10,20,2,1,4,5,3,atypical,744,706,2,3,5,8,8,8
71,18,10,20,2,1,4,5,3,atypical,737,704,2,8,7,8,8,6
71,19,10,20,2,1,4,5,3,atypical,721,703,2,3,7,6,7,9
71,20,10,20,2,1,4,5,3,atypical,750,701,2,1,3,7,8,5
72,1,6,19,2,3,4,5,3,typical,750,701,1,5,5,7,7,5
72,2,6,19,2,3,4,5,3,typical,721,703,1,7,7,7,6,7
72,3,6,19,2,3,4,5,3,typical,737,704,3,6,6,6,6,6
72,4,6,19,2,3,4,5,3,typical,744,706,1,7,7,7,7,8
72,5,6,19,2,3,4,5,3,typical,748,707,3,6,8,6,5,8
72,6,6,19,2,3,4,5,3,typical,737,709,1,6,6,7,6,7
72,7,6,19,2,3,4,5,3,typical,750,710,3,7,7,7,5,8
72,8,6,19,2,3,4,5,3,typical,748,713,3,5,7,6,5,6
72,9,6,19,2,3,4,5,3,typical,721,714,1,8,7,8,6,8
72,10,6,19,2,3,4,5,3,typical,744,716,3,5,6,5,5,5
72,11,6,19,2,3,4,5,3,typical,737,719,3,6,6,5,5,7
72,12,6,19,2,3,4,5,3,typical,744,722,2,6,7,7,5,7
72,13,6,19,2,3,4,5,3,typical,748,730,2,5,5,6,7,6
