ID,trial,Computer,Age,Sex,Race,Politics,SO,Education,target.sex,condition,adaptor,voice,pitch.judgement,attraction,masc.fem,likability,friends,typicality
7,13,5,19,2,3,5,6,2,female,masc,173,371,1,1,9,1,1,9
7,14,5,19,2,3,5,6,2,female,masc,128,380,2,9,4,9,9,2
7,15,5,19,2,3,5,6,2,female,masc,354,406,2,5,8,5,4,7
7,16,5,19,2,3,5,6,2,female,masc,354,413,2,1,9,1,1,7
7,17,5,19,2,3,5,6,2,female,masc,377,417,2,1,7,1,1,9
7,18,5,19,2,3,5,6,2,female,masc,365,437,2,5,4,5,5,4
7,19,5,19,2,3,5,6,2,female,masc,173,508,3,6,3,7,8,4
7,20,5,19,2,3,5,6,2,female,masc,128,663,2,4,4,6,6,4
7,21,5,19,2,3,5,6,2,male,masc,750,701,3,9,6,9,9,3
7,22,5,19,2,3,5,6,2,male,masc,721,703,1,2,7,2,1,7
7,23,5,19,2,3,5,6,2,male,masc,737,704,1,5,4,5,7,7
7,24,5,19,2,3,5,6,2,male,masc,744,706,1,9,7,9,9,3
7,25,5,19,2,3,5,6,2,male,masc,748,707,1,1,6,1,1,9
7,26,5,19,2,3,5,6,2,male,masc,737,709,1,2,9,2,2,8
7,27,5,19,2,3,5,6,2,male,masc,750,710,1,9,9,9,9,2
7,28,5,19,2,3,5,6,2,male,masc,748,713,1,1,9,1,1,8
7,29,5,19,2,3,5,6,2,male,masc,721,714,1,1,9,1,1,9
7,30,5,19,2,3,5,6,2,male,masc,744,716,1,4,7,6,6,5
7,31,5,19,2,3,5,6,2,male,masc,737,719,1,1,6,3,3,5
7,32,5,19,2,3,5,6,2,male,masc,744,722,1,2,5,5,5,6
7,33,5,19,2,3,5,6,2,male,masc,748,730,1,9,6,9,9,3
7,34,5,19,2,3,5,6,2,male,masc,721,733,1,3,4,5,5,5
7,35,5,19,2,3,5,6,2,male,masc,750,736,1,1,6,2,1,9
7,36,5,19,2,3,5,6,2,male,masc,748,740,1,9,9,9,9,2
7,37,5,19,2,3,5,6,2,male,masc,750,743,3,1,8,3,3,5
7,38,5,19,2,3,5,6,2,male,masc,737,745,1,4,7,5,5,5
7,39,5,19,2,3,5,6,2,male,masc,744,746,1,1,9,1,1,9
7,40,5,19,2,3,5,6,2,male,masc,721,749,1,3,7,4,3,7
8,1,2,41,1,4,5,1,8,female,masc,377,103,3,8,8,9,9,4
8,2,2,41,1,4,5,1,8,female,masc,365,112,2,8,9,8,7,7
8,3,2,41,1,4,5,1,8,female,masc,173,121,1,9,4,8,8,7
8,4,2,41,1,4,5,1,8,female,masc,354,144,3,8,9,8,9,5
8,5,2,41,1,4,5,1,8,female,masc,128,199,2,8,8,7,8,8
8,6,2,41,1,4,5,1,8,female,masc,365,315,2,4,5,5,4,3
8,7,2,41,1,4,5,1,8,female,masc,354,319,1,7,8,5,7,5
8,8,2,41,1,4,5,1,8,female,masc,128,323,1,6,7,7,6,2
8,9,2,41,1,4,5,1,8,female,masc,377,333,2,5,5,4,6,6
8,10,2,41,1,4,5,1,8,female,masc,173,338,1,7,8,8,7,7
8,11,2,41,1,4,5,1,8,female,masc,377,354,1,7,8,7,8,8
8,12,2,41,1,4,5,1,8,female,masc,365,367,2,4,3,4,4,6
8,13,2,41,1,4,5,1,8,female,masc,173,371,1,6,8,8,7,6
8,14,2,41,1,4,5,1,8,female,masc,128,380,1,3,2,3,3,4
8,15,2,41,1,4,5,1,8,female,masc,354,406,1,7,8,8,8,7
8,16,2,41,1,4,5,1,8,female,masc,354,413,3,8,9,8,8,8
8,17,2,41,1,4,5,1,8,female,masc,377,417,1,7,8,8,7,8
8,18,2,41,1,4,5,1,8,female,masc,365,437,1,5,4,5,4,5
8,19,2,41,1,4,5,1,8,female,masc,173,508,2,3,2,2,3,8
8,20,2,41,1,4,5,1,8,female,masc,128,663,3,8,8,9,9,4
8,21,2,41,1,4,5,1,8,male,masc,721,749,2,7,8,7,7,8
8,22,2,41,1,4,5,1,8,male,masc,744,746,3,4,5,5,6,5
8,23,2,41,1,4,5,1,8,male,masc,737,745,2,6,8,8,7,7
8,24,2,41,1,4,5,1,8,male,masc,750,743,1,2,2,3,4,8
8,25,2,41,1,4,5,1,8,male,masc,748,740,2,5,7,6,7,7
8,26,2,41,1,4,5,1,8,male,masc,750,736,2,8,9,9,8,4
8,27,2,41,1,4,5,1,8,male,masc,721,733,2,4,5,6,6,5
8,28,2,41,1,4,5,1,8,male,masc,748,730,2,4,3,3,4,7
8,29,2,41,1,4,5,1,8,male,masc,744,722,2,9,8,8,9,4
8,30,2,41,1,4,5,1,8,male,masc,737,719,2,5,5,6,4,6
8,31,2,41,1,4,5,1,8,male,masc,744,716,1,4,3,4,3,4
8,32,2,41,1,4,5,1,8,male,masc,721,714,2,4,4,6,6,5
8,33,2,41,1,4,5,1,8,male,masc,748,713,2,6,5,5,7,7
8,34,2,41,1,4,5,1,8,male,masc,750,710,1,5,5,4,6,5
8,35,2,41,1,4,5,1,8,male,masc,737,709,2,8,7,8,9,4
8,36,2,41,1,4,5,1,8,male,masc,748,707,2,4,3,3,4,8
8,37,2,41,1,4,5,1,8,male,masc,744,706,1,4,6,6,5,4
8,38,2,41,1,4,5,1,8,male,masc,737,704,1,2,2,2,3,8
8,39,2,41,1,4,5,1,8,male,masc,721,703,1,4,3,3,4,3
