ID,trial,Computer,Age,Sex,Race,Politics,SO,Education,target.sex,condition,adaptor,voice,pitch.judgement,attraction,masc.fem,likability,friends,typicality
6,2,4,31,1,5,4,6,4,male,typical,721,703,1,5,6,5,5,6
6,3,4,31,1,5,4,6,4,male,typical,737,704,1,3,2,6,7,5
6,4,4,31,1,5,4,6,4,male,typical,744,706,1,7,3,6,6,5
6,5,4,31,1,5,4,6,4,male,typical,748,707,1,5,7,2,2,8
6,6,4,31,1,5,4,6,4,male,typical,737,709,1,3,4,6,6,8
6,7,4,31,1,5,4,6,4,male,typical,750,710,1,4,7,6,3,7
6,8,4,31,1,5,4,6,4,male,typical,748,713,2,7,6,8,7,8
6,9,4,31,1,5,4,6,4,male,typical,721,714,1,7,6,8,7,7
6,10,4,31,1,5,4,6,4,male,typical,744,716,2,2,3,7,7,3
6,11,4,31,1,5,4,6,4,male,typical,737,719,2,7,6,7,5,3
6,12,4,31,1,5,4,6,4,male,typical,744,722,1,7,7,8,7,7
6,13,4,31,1,5,4,6,4,male,typical,748,730,1,7,6,7,7,8
6,14,4,31,1,5,4,6,4,male,typical,721,733,1,4,6,3,2,6
6,15,4,31,1,5,4,6,4,male,typical,750,736,1,7,7,8,7,5
6,16,4,31,1,5,4,6,4,male,typical,748,740,1,7,6,8,7,8
6,17,4,31,1,5,4,6,4,male,typical,750,743,1,3,4,7,6,7
6,18,4,31,1,5,4,6,4,male,typical,737,745,1,3,6,8,6,4
6,19,4,31,1,5,4,6,4,male,typical,744,746,2,6,7,6,5,7
6,20,4,31,1,5,4,6,4,male,typical,721,749,1,6,7,7,5,3
6,21,4,31,1,5,4,6,4,female,typical,377,103,2,4,7,7,6,2
6,22,4,31,1,5,4,6,4,female,typical,365,122,2,8,4,7,8,6
6,23,4,31,1,5,4,6,4,female,typical,173,121,2,7,6,8,7,7
6,24,4,31,1,5,4,6,4,female,typical,354,144,2,4,5,7,6,7
6,25,4,31,1,5,4,6,4,female,typical,128,199,2,7,5,8,7,7
6,26,4,31,1,5,4,6,4,female,typical,365,315,2,4,6,7,7,4
6,27,4,31,1,5,4,6,4,female,typical,354,319,2,8,6,7,7,6
6,28,4,31,1,5,4,6,4,female,typical,128,323,2,3,7,3,2,7
6,29,4,31,1,5,4,6,4,female,typical,377,333,2,3,5,6,4,5
6,30,4,31,1,5,4,6,4,female,typical,173,338,2,4,3,5,4,7
6,31,4,31,1,5,4,6,4,female,typical,377,354,2,4,6,7,7,4
6,32,4,31,1,5,4,6,4,female,typical,365,367,2,3,7,4,5,4
6,33,4,31,1,5,4,6,4,female,typical,173,371,2,7,6,7,6,7
6,34,4,31,1,5,4,6,4,female,typical,128,380,2,6,7,4,6,3
6,35,4,31,1,5,4,6,4,female,typical,354,406,2,6,8,7,6,8
6,36,4,31,1,5,4,6,4,female,typical,354,413,2,4,7,8,8,5
6,37,4,31,1,5,4,6,4,female,typical,377,417,1,8,6,8,7,8
6,38,4,31,1,5,4,6,4,female,typical,365,437,2,6,4,8,7,7
6,39,4,31,1,5,4,6,4,female,typical,173,508,2,6,4,8,6,7
6,40,4,31,1,5,4,6,4,female,typical,128,663,2,3,7,7,6,5
8,1,1,22,2,2,5,3,5,female,atypical,128,663,1,6,6,8,8,8
8,2,1,22,2,2,5,3,5,female,atypical,173,508,1,8,9,8,8,8
8,3,1,22,2,2,5,3,5,female,atypical,365,437,1,8,7,8,8,8
8,4,1,22,2,2,5,3,5,female,atypical,377,417,1,8,8,8,8,8
8,5,1,22,2,2,5,3,5,female,atypical,354,413,1,9,9,9,9,9
8,6,1,22,2,2,5,3,5,female,atypical,354,406,1,9,9,9,9,9
8,7,1,22,2,2,5,3,5,female,atypical,128,380,1,8,6,8,8,6
8,8,1,22,2,2,5,3,5,female,atypical,173,371,1,8,8,8,8,8
8,9,1,22,2,2,5,3,5,female,atypical,365,367,3,7,5,7,8,6
8,10,1,22,2,2,5,3,5,female,atypical,377,354,1,9,9,8,8,8
8,11,1,22,2,2,5,3,5,female,atypical,173,338,1,8,8,8,8,8
8,12,1,22,2,2,5,3,5,female,atypical,377,333,1,6,4,7,6,5
8,13,1,22,2,2,5,3,5,female,atypical,128,323,3,8,8,8,8,6
8,14,1,22,2,2,5,3,5,female,atypical,354,319,3,7,7,7,7,7
8,15,1,22,2,2,5,3,5,female,atypical,365,315,1,7,7,7,7,7
8,16,1,22,2,2,5,3,5,female,atypical,128,199,1,9,6,8,8,8
8,17,1,22,2,2,5,3,5,female,atypical,354,144,1,8,8,8,8,8
8,18,1,22,2,2,5,3,5,female,atypical,173,121,1,8,7,8,8,8
8,19,1,22,2,2,5,3,5,female,atypical,365,112,3,7,4,8,8,6
8,20,1,22,2,2,5,3,5,female,atypical,377,103,1,8,8,8,8,8
8,21,1,22,2,2,5,3,5,male,atypical,750,701,2,5,3,5,5,5
8,22,1,22,2,2,5,3,5,male,atypical,721,703,2,7,7,7,7,7
8,23,1,22,2,2,5,3,5,male,atypical,737,704,3,3,3,3,3,6
8,24,1,22,2,2,5,3,5,male,atypical,744,706,2,7,7,7,7,7
8,25,1,22,2,2,5,3,5,male,atypical,748,707,2,5,5,5,5,5
8,26,1,22,2,2,5,3,5,male,atypical,737,709,3,7,7,7,7,7
8,27,1,22,2,2,5,3,5,male,atypical,750,710,2,7,7,7,7,7
8,28,1,22,2,2,5,3,5,male,atypical,748,713,2,7,7,7,7,7
8,29,1,22,2,2,5,3,5,male,atypical,721,714,1,9,9,9,9,9
8,30,1,22,2,2,5,3,5,male,atypical,744,716,2,8,9,9,9,9
8,31,1,22,2,2,5,3,5,male,atypical,737,719,2,7,7,7,7,7
8,32,1,22,2,2,5,3,5,male,atypical,744,722,2,8,8,8,8,8
8,33,1,22,2,2,5,3,5,male,atypical,748,730,3,8,8,8,8,8
8,34,1,22,2,2,5,3,5,male,atypical,721,733,1,7,7,7,7,7
8,35,1,22,2,2,5,3,5,male,atypical,750,736,2,8,8,8,8,8
8,36,1,22,2,2,5,3,5,male,atypical,748,740,2,7,7,7,7,7
8,37,1,22,2,2,5,3,5,male,atypical,750,743,3,6,6,6,6,4
8,38,1,22,2,2,5,3,5,male,atypical,737,745,3,8,8,8,8,9
8,39,1,22,2,2,5,3,5,male,atypical,744,746,2,9,9,9,9,9
8,40,1,22,2,2,5,3,5,male,atypical,721,749,1,9,9,9,9,9
9,1,6,43,1,4,5,3,7,male,typical,721,749,1,3,5,3,4,5
9,2,6,43,1,4,5,3,7,male,typical,744,746,2,5,3,4,6,4
9,3,6,43,1,4,5,3,7,male,typical,737,745,2,4,6,4,3,5
9,4,6,43,1,4,5,3,7,male,typical,750,743,2,4,5,3,4,6
9,5,6,43,1,4,5,3,7,male,typical,748,740,2,4,6,4,5,7
9,6,6,43,1,4,5,3,7,male,typical,750,736,2,5,4,6,3,7
9,7,6,43,1,4,5,3,7,male,typical,721,733,2,3,4,5,4,6
9,8,6,43,1,4,5,3,7,male,typical,748,730,2,5,3,4,4,6
9,9,6,43,1,4,5,3,7,male,typical,744,722,2,5,3,4,5,7
9,10,6,43,1,4,5,3,7,male,typical,737,719,2,4,6,4,3,5
9,11,6,43,1,4,5,3,7,male,typical,744,716,1,5,3,4,6,4
9,12,6,43,1,4,5,3,7,male,typical,721,714,2,5,3,4,5,7
9,13,6,43,1,4,5,3,7,male,typical,748,713,2,5,4,3,4,5
9,14,6,43,1,4,5,3,7,male,typical,750,710,1,4,3,3,3,5
9,15,6,43,1,4,5,3,7,male,typical,737,709,1,7,4,3,5,3
9,16,6,43,1,4,5,3,7,male,typical,748,707,2,3,5,3,4,5
9,17,6,43,1,4,5,3,7,male,typical,744,706,2,3,5,4,3,5
9,18,6,43,1,4,5,3,7,male,typical,737,704,2,6,4,3,4,6
9,19,6,43,1,4,5,3,7,male,typical,721,703,1,4,3,2,4,5
9,20,6,43,1,4,5,3,7,male,typical,750,701,1,4,3,4,5,3
9,21,6,43,1,4,5,3,7,female,typical,128,663,2,5,4,5,3,2
9,22,6,43,1,4,5,3,7,female,typical,173,508,2,3,5,4,3,4
9,23,6,43,1,4,5,3,7,female,typical,365,437,2,5,3,4,6,7
9,24,6,43,1,4,5,3,7,female,typical,377,417,1,6,5,3,5,7
9,25,6,43,1,4,5,3,7,female,typical,354,413,1,6,4,6,5,4
9,26,6,43,1,4,5,3,7,female,typical,354,406,2,2,4,5,4,6
9,27,6,43,1,4,5,3,7,female,typical,128,380,2,7,6,5,4,6
9,28,6,43,1,4,5,3,7,female,typical,173,371,2,6,4,3,4,6
9,29,6,43,1,4,5,3,7,female,typical,365,367,2,5,3,5,4,6
9,30,6,43,1,4,5,3,7,female,typical,377,354,1,5,4,5,4,3
9,31,6,43,1,4,5,3,7,female,typical,173,338,2,6,4,5,6,4
9,32,6,43,1,4,5,3,7,female,typical,377,333,2,5,4,3,4,6
9,33,6,43,1,4,5,3,7,female,typical,128,323,1,5,3,4,5,7
9,34,6,43,1,4,5,3,7,female,typical,354,319,2,2,4,5,4,6
9,35,6,43,1,4,5,3,7,female,typical,365,315,1,7,5,4,5,3
9,36,6,43,1,4,5,3,7,female,typical,128,199,1,5,4,6,4,2
9,37,6,43,1,4,5,3,7,female,typical,354,144,2,4,3,4,5,4
9,38,6,43,1,4,5,3,7,female,typical,173,121,2,6,5,4,5,6
9,39,6,43,1,4,5,3,7,female,typical,365,112,2,6,4,6,5,4
9,40,6,43,1,4,5,3,7,female,typical,377,103,2,6,5,4,6,5
10,1,6,23,2,4,3,1,5,female,atypical,377,103,2,6,6,7,6,6
10,2,6,23,2,4,3,1,5,female,atypical,365,112,1,7,6,7,8,8
10,3,6,23,2,4,3,1,5,female,atypical,173,121,3,5,6,6,5,5
10,4,6,23,2,4,3,1,5,female,atypical,354,144,2,7,7,7,7,6
10,5,6,23,2,4,3,1,5,female,atypical,128,199,3,8,8,7,6,7
10,6,6,23,2,4,3,1,5,female,atypical,365,315,2,2,2,2,3,4
10,7,6,23,2,4,3,1,5,female,atypical,354,319,2,2,2,2,3,3
10,8,6,23,2,4,3,1,5,female,atypical,128,323,2,4,5,4,3,5
10,9,6,23,2,4,3,1,5,female,atypical,377,333,1,3,2,3,2,2
10,10,6,23,2,4,3,1,5,female,atypical,173,338,2,5,6,6,6,6
10,11,6,23,2,4,3,1,5,female,atypical,377,354,2,4,6,5,5,5
10,12,6,23,2,4,3,1,5,female,atypical,365,367,2,4,3,4,4,4
10,13,6,23,2,4,3,1,5,female,atypical,173,371,2,6,6,6,7,7
10,14,6,23,2,4,3,1,5,female,atypical,128,380,2,7,6,8,8,7
10,15,6,23,2,4,3,1,5,female,atypical,354,406,2,6,7,7,6,7
