ID,trial,Age,Sex,Race,target.sex,condition,adaptor,voice,pitch.judgement,attraction,masc.fem,likability,friends,typicality
53,23,42,1,4,female,typical,365,437,1,9,9,9,8,8
53,24,42,1,4,female,typical,377,417,2,9,9,9,9,9
53,25,42,1,4,female,typical,354,413,2,9,9,9,9,9
53,26,42,1,4,female,typical,354,406,2,9,9,9,9,8
53,27,42,1,4,female,typical,128,380,1,7,7,7,7,7
53,28,42,1,4,female,typical,173,371,1,8,8,8,8,8
53,29,42,1,4,female,typical,365,367,3,7,8,8,7,7
53,30,42,1,4,female,typical,377,354,2,9,9,9,9,9
53,31,42,1,4,female,typical,173,338,3,8,8,8,8,8
53,32,42,1,4,female,typical,377,333,2,6,6,6,6,5
53,33,42,1,4,female,typical,128,323,3,8,9,9,8,7
53,34,42,1,4,female,typical,354,319,2,8,8,8,8,7
53,35,42,1,4,female,typical,365,315,3,6,6,6,6,5
53,36,42,1,4,female,typical,128,199,2,6,6,6,7,6
53,37,42,1,4,female,typical,354,144,1,9,9,9,9,9
53,38,42,1,4,female,typical,173,121,2,8,8,8,8,7
53,39,42,1,4,female,typical,365,112,1,7,7,7,7,6
53,40,42,1,4,female,typical,377,103,2,9,9,9,9,9
54,1,30,1,4,female,atypical,128,663,1,5,6,5,5,6
54,2,30,1,4,female,atypical,173,508,1,3,5,5,5,6
54,3,30,1,4,female,atypical,365,437,3,5,7,6,5,6
54,4,30,1,4,female,atypical,377,417,1,7,7,6,5,6
54,5,30,1,4,female,atypical,354,413,1,6,8,6,5,5
54,6,30,1,4,female,atypical,354,406,1,7,8,6,6,6
54,7,30,1,4,female,atypical,128,380,1,5,2,5,5,3
54,8,30,1,4,female,atypical,173,371,3,8,8,6,6,5
54,9,30,1,4,female,atypical,365,367,1,5,6,5,5,5
54,10,30,1,4,female,atypical,377,354,1,8,8,6,6,4
54,11,30,1,4,female,atypical,173,338,1,8,8,6,6,5
54,12,30,1,4,female,atypical,377,333,1,6,6,5,5,6
54,13,30,1,4,female,atypical,128,323,1,5,5,5,5,5
54,14,30,1,4,female,atypical,354,319,1,6,6,5,5,5
54,15,30,1,4,female,atypical,365,315,1,6,7,5,5,5
54,16,30,1,4,female,atypical,128,199,1,6,6,5,6,4
54,17,30,1,4,female,atypical,354,144,1,5,6,5,5,6
54,18,30,1,4,female,atypical,173,121,1,4,6,5,5,4
54,19,30,1,4,female,atypical,365,112,1,7,8,6,6,5
54,20,30,1,4,female,atypical,377,103,1,5,8,5,5,5
54,21,30,1,4,male,atypical,721,749,3,8,8,6,6,6
54,22,30,1,4,male,atypical,744,746,3,5,8,6,5,6
54,23,30,1,4,male,atypical,737,745,2,4,6,5,5,5
54,24,30,1,4,male,atypical,750,743,3,6,6,6,6,4
54,25,30,1,4,male,atypical,748,740,3,5,7,5,5,4
54,26,30,1,4,male,atypical,750,736,3,7,6,7,5,6
54,27,30,1,4,male,atypical,721,733,2,6,7,6,6,5
54,28,30,1,4,male,atypical,748,730,3,5,6,5,5,3
54,29,30,1,4,male,atypical,744,722,2,6,8,6,6,6
54,30,30,1,4,male,atypical,737,719,2,5,7,5,5,6
54,31,30,1,4,male,atypical,744,716,2,6,7,6,5,5
54,32,30,1,4,male,atypical,721,714,2,7,7,4,5,6
54,33,30,1,4,male,atypical,748,713,2,5,6,5,5,5
54,34,30,1,4,male,atypical,750,710,2,7,6,5,5,5
54,35,30,1,4,male,atypical,737,709,2,7,7,5,5,5
54,36,30,1,4,male,atypical,748,707,2,3,5,5,5,4
54,37,30,1,4,male,atypical,744,706,3,6,3,5,5,4
54,38,30,1,4,male,atypical,737,704,3,5,5,5,5,5
54,39,30,1,4,male,atypical,721,703,3,5,5,5,5,5
54,40,30,1,4,male,atypical,750,701,2,5,6,5,5,5
55,1,19,2,4,male,typical,721,749,1,9,9,9,9,9
55,2,19,2,4,male,typical,744,746,2,3,5,8,8,3
55,3,19,2,4,male,typical,737,745,1,2,4,3,3,3
55,4,19,2,4,male,typical,750,743,1,8,2,9,9,3
55,5,19,2,4,male,typical,748,740,1,3,3,6,5,4
55,6,19,2,4,male,typical,750,736,1,7,6,8,9,7
55,7,19,2,4,male,typical,721,733,1,2,2,5,5,3
55,8,19,2,4,male,typical,748,730,3,2,5,5,3,5
55,9,19,2,4,male,typical,744,722,2,9,8,9,9,3
55,10,19,2,4,male,typical,737,719,1,7,5,7,7,7
55,11,19,2,4,male,typical,744,716,1,1,6,2,2,8
55,12,19,2,4,male,typical,721,714,1,9,9,9,9,9
55,13,19,2,4,male,typical,748,713,3,5,3,7,7,5
55,14,19,2,4,male,typical,750,710,1,7,8,2,2,9
55,15,19,2,4,male,typical,737,709,1,9,4,9,9,4
55,16,19,2,4,male,typical,748,707,1,9,7,9,9,7
55,17,19,2,4,male,typical,744,706,1,1,1,9,9,2
55,18,19,2,4,male,typical,737,704,1,1,2,5,3,5
55,19,19,2,4,male,typical,721,703,1,7,7,9,9,7
55,20,19,2,4,male,typical,750,701,1,5,2,8,8,1
55,21,19,2,4,female,typical,377,103,2,7,9,9,9,9
55,22,19,2,4,female,typical,365,122,1,9,4,9,9,8
55,23,19,2,4,female,typical,173,121,2,9,9,9,9,9
55,24,19,2,4,female,typical,354,144,3,9,9,9,9,9
55,25,19,2,4,female,typical,128,199,2,7,7,8,9,9
55,26,19,2,4,female,typical,365,315,2,2,7,7,7,7
55,27,19,2,4,female,typical,354,319,2,3,7,3,2,6
55,28,19,2,4,female,typical,128,323,2,8,8,9,9,8
55,29,19,2,4,female,typical,377,333,2,1,7,3,3,8
55,30,19,2,4,female,typical,173,338,2,9,9,9,9,9
55,31,19,2,4,female,typical,377,354,2,8,8,9,9,9
55,32,19,2,4,female,typical,365,367,2,1,1,1,1,1
55,33,19,2,4,female,typical,173,371,2,7,7,7,7,7
55,34,19,2,4,female,typical,128,380,2,9,2,9,9,7
55,35,19,2,4,female,typical,354,406,2,9,9,9,9,9
55,36,19,2,4,female,typical,354,413,1,7,9,2,2,9
55,37,19,2,4,female,typical,377,417,1,8,2,8,8,8
55,38,19,2,4,female,typical,365,437,2,9,1,9,9,9
55,39,19,2,4,female,typical,173,508,2,6,1,9,9,3
55,40,19,2,4,female,typical,128,663,2,4,2,3,3,6
56,1,20,1,5,male,typical,750,701,1,6,6,7,8,7
56,2,20,1,5,male,typical,721,703,1,7,7,8,8,8
56,3,20,1,5,male,typical,737,704,3,6,7,7,8,7
56,4,20,1,5,male,typical,744,706,2,7,6,8,8,6
56,5,20,1,5,male,typical,748,707,1,7,8,7,8,6
56,6,20,1,5,male,typical,737,709,1,7,7,8,9,8
56,7,20,1,5,male,typical,750,710,3,6,8,7,8,7
56,8,20,1,5,male,typical,748,713,1,7,8,7,8,7
56,9,20,1,5,male,typical,721,714,1,8,8,9,8,8
56,10,20,1,5,male,typical,744,716,2,6,8,7,8,6
56,11,20,1,5,male,typical,737,719,1,8,8,8,8,7
56,12,20,1,5,male,typical,744,722,1,9,9,8,9,6
56,13,20,1,5,male,typical,748,730,2,4,6,7,7,7
56,14,20,1,5,male,typical,721,733,1,8,8,9,8,7
56,15,20,1,5,male,typical,750,736,2,7,6,8,8,8
56,16,20,1,5,male,typical,748,740,1,6,7,7,7,6
56,17,20,1,5,male,typical,750,743,1,7,6,7,8,7
56,18,20,1,5,male,typical,737,745,1,6,8,5,7,6
56,19,20,1,5,male,typical,744,746,2,6,7,8,8,7
56,20,20,1,5,male,typical,721,749,1,7,8,7,8,7
56,21,20,1,5,female,typical,128,663,3,7,8,7,8,8
56,22,20,1,5,female,typical,173,508,1,6,7,8,9,8
56,23,20,1,5,female,typical,365,437,2,8,7,7,8,7
56,24,20,1,5,female,typical,377,417,2,8,7,9,9,6
56,25,20,1,5,female,typical,354,413,1,7,8,7,8,6
56,26,20,1,5,female,typical,354,406,3,7,8,6,7,6
56,27,20,1,5,female,typical,128,380,2,4,6,4,8,4
56,28,20,1,5,female,typical,173,371,2,8,8,7,7,6
56,29,20,1,5,female,typical,365,367,2,7,6,8,9,7
56,30,20,1,5,female,typical,377,354,2,8,8,7,8,7
56,31,20,1,5,female,typical,173,338,1,8,7,8,8,7
56,32,20,1,5,female,typical,377,333,1,7,8,6,7,4
56,33,20,1,5,female,typical,128,323,2,8,8,9,8,7
56,34,20,1,5,female,typical,354,319,1,7,8,7,7,6
56,35,20,1,5,female,typical,365,315,3,6,8,7,7,8
56,36,20,1,5,female,typical,128,199,2,8,8,9,8,6
56,37,20,1,5,female,typical,354,144,1,8,7,7,7,7
56,38,20,1,5,female,typical,173,121,1,7,8,8,8,7
56,39,20,1,5,female,typical,365,112,2,8,8,8,8,6
56,40,20,1,5,female,typical,377,103,2,8,8,8,9,4
57,1,22,2,2,female,atypical,377,103,1,2,6,8,9,7
57,2,22,2,2,female,atypical,365,112,3,9,3,8,9,3
57,3,22,2,2,female,atypical,173,121,1,6,8,8,8,8
57,4,22,2,2,female,atypical,354,144,1,9,9,8,9,8
57,5,22,2,2,female,atypical,128,199,1,2,6,7,8,8
57,6,22,2,2,female,atypical,365,315,1,1,7,7,5,6
57,7,22,2,2,female,atypical,354,319,2,1,4,2,3,4
57,8,22,2,2,female,atypical,128,323,1,1,4,3,3,5
57,9,22,2,2,female,atypical,377,333,3,9,9,6,7,8
57,10,22,2,2,female,atypical,173,338,1,7,9,8,8,8
57,11,22,2,2,female,atypical,377,354,3,8,9,8,8,9
57,12,22,2,2,female,atypical,365,367,1,4,4,4,5,4
57,13,22,2,2,female,atypical,173,371,1,1,6,4,4,6
57,14,22,2,2,female,atypical,128,380,1,8,2,4,4,2
57,15,22,2,2,female,atypical,354,406,3,9,9,8,9,9
57,16,22,2,2,female,atypical,354,413,1,9,9,8,8,9
57,17,22,2,2,female,atypical,377,417,1,6,9,8,8,8
57,18,22,2,2,female,atypical,365,437,3,9,6,8,8,6
57,19,22,2,2,female,atypical,173,508,1,3,3,5,7,5
57,20,22,2,2,female,atypical,128,663,2,1,2,6,8,3
57,21,22,2,2,male,atypical,750,701,3,2,2,5,7,3
57,22,22,2,2,male,atypical,721,703,1,9,7,8,8,8
57,23,22,2,2,male,atypical,737,704,3,8,8,3,3,8
57,24,22,2,2,male,atypical,744,706,2,9,6,8,9,7
57,25,22,2,2,male,atypical,748,707,3,9,8,8,7,7
57,26,22,2,2,male,atypical,737,709,3,9,6,7,8,6
57,27,22,2,2,male,atypical,750,710,2,9,9,9,8,8
57,28,22,2,2,male,atypical,748,713,2,2,5,5,3,6
57,29,22,2,2,male,atypical,721,714,1,9,7,7,6,4
57,30,22,2,2,male,atypical,744,716,1,9,9,9,8,9
57,31,22,2,2,male,atypical,737,719,2,8,7,8,8,7
57,32,22,2,2,male,atypical,744,722,2,9,9,9,9,9
57,33,22,2,2,male,atypical,748,730,2,9,8,8,8,8
57,34,22,2,2,male,atypical,721,733,1,9,9,9,8,9
57,35,22,2,2,male,atypical,750,736,2,9,9,9,9,8
57,36,22,2,2,male,atypical,748,740,1,9,8,8,8,9
57,37,22,2,2,male,atypical,750,743,2,3,2,4,6,2
57,38,22,2,2,male,atypical,737,745,3,5,8,4,4,8
57,39,22,2,2,male,atypical,744,746,2,9,9,9,9,9
57,40,22,2,2,male,atypical,721,749,1,9,9,9,9,9
58,1,23,2,4,male,typical,721,749,2,3,3,5,4,4
58,2,23,2,4,male,typical,744,746,1,3,4,4,2,4
58,3,23,2,4,male,typical,737,745,3,8,7,5,9,8
58,4,23,2,4,male,typical,750,743,2,2,4,4,3,4
58,5,23,2,4,male,typical,748,740,1,2,3,4,1,1
58,6,23,2,4,male,typical,750,736,3,8,7,7,7,9
58,7,23,2,4,male,typical,721,733,3,2,2,3,3,3
58,8,23,2,4,male,typical,748,730,2,2,4,3,5,3
58,9,23,2,4,male,typical,744,722,2,6,6,5,6,4
58,10,23,2,4,male,typical,737,719,1,5,5,5,5,4
58,11,23,2,4,male,typical,744,716,2,3,4,2,2,4
58,12,23,2,4,male,typical,721,714,3,6,6,7,6,8
58,13,23,2,4,male,typical,748,713,1,5,5,5,7,8
58,14,23,2,4,male,typical,750,710,1,3,4,6,3,5
58,15,23,2,4,male,typical,737,709,1,4,5,5,5,6
58,16,23,2,4,male,typical,748,707,2,4,5,5,5,5
58,17,23,2,4,male,typical,744,706,2,5,5,5,6,5
58,18,23,2,4,male,typical,737,704,1,4,4,6,5,5
58,19,23,2,4,male,typical,721,703,2,4,4,5,5,4
58,20,23,2,4,male,typical,750,701,2,6,5,5,5,5
58,21,23,2,4,female,typical,128,663,1,6,6,7,6,7
58,22,23,2,4,female,typical,173,508,2,6,6,7,7,7
58,23,23,2,4,female,typical,365,437,2,5,6,4,6,8
58,24,23,2,4,female,typical,377,417,3,5,5,6,4,7
58,25,23,2,4,female,typical,354,413,1,4,5,2,3,3
58,26,23,2,4,female,typical,354,406,2,2,3,4,2,2
58,27,23,2,4,female,typical,128,380,2,6,7,8,8,8
58,28,23,2,4,female,typical,173,371,2,5,6,6,5,6
58,29,23,2,4,female,typical,365,367,2,6,6,5,5,5
58,30,23,2,4,female,typical,377,354,2,5,6,5,5,5
58,31,23,2,4,female,typical,173,338,1,5,6,6,6,5
58,32,23,2,4,female,typical,377,333,2,3,5,6,6,5
58,33,23,2,4,female,typical,128,323,2,4,4,5,5,5
58,34,23,2,4,female,typical,354,319,3,5,6,5,5,5
58,35,23,2,4,female,typical,365,315,2,5,6,6,6,5
58,36,23,2,4,female,typical,128,199,2,3,3,3,3,3
58,37,23,2,4,female,typical,354,144,3,3,4,2,3,4
58,38,23,2,4,female,typical,173,121,2,3,4,5,5,5
58,39,23,2,4,female,typical,365,112,3,5,4,7,7,7
58,40,23,2,4,female,typical,377,103,1,5,3,3,5,5
59,1,26,2,4,female,atypical,128,663,1,3,3,5,5,4
59,2,26,2,4,female,atypical,173,508,1,6,7,9,8,7
59,3,26,2,4,female,atypical,365,437,1,6,5,7,7,6
59,4,26,2,4,female,atypical,377,417,1,7,8,8,8,6
59,5,26,2,4,female,atypical,354,413,1,8,9,7,5,4
59,6,26,2,4,female,atypical,354,406,1,8,9,9,9,8
59,7,26,2,4,female,atypical,128,380,1,6,4,9,9,3
59,8,26,2,4,female,atypical,173,371,1,3,5,6,5,2
59,9,26,2,4,female,atypical,365,367,2,6,5,4,4,2
59,10,26,2,4,female,atypical,377,354,1,8,8,7,6,5
59,11,26,2,4,female,atypical,173,338,1,8,7,6,6,6
59,12,26,2,4,female,atypical,377,333,1,7,7,4,4,4
59,13,26,2,4,female,atypical,128,323,2,4,7,6,4,5
59,14,26,2,4,female,atypical,354,319,1,7,9,7,7,7
59,15,26,2,4,female,atypical,365,315,1,8,8,7,7,7
59,16,26,2,4,female,atypical,128,199,1,7,6,7,7,7
59,17,26,2,4,female,atypical,354,144,1,8,9,8,8,7
59,18,26,2,4,female,atypical,173,121,1,7,8,7,7,7
59,19,26,2,4,female,atypical,365,112,2,7,7,7,8,7
59,20,26,2,4,female,atypical,377,103,3,8,8,7,5,5
59,21,26,2,4,male,atypical,721,749,1,9,9,6,7,7
59,22,26,2,4,male,atypical,744,746,2,8,9,8,7,6
59,23,26,2,4,male,atypical,737,745,2,3,6,2,3,3
59,24,26,2,4,male,atypical,750,743,2,5,6,7,7,7
59,25,26,2,4,male,atypical,748,740,2,7,7,7,7,6
59,26,26,2,4,male,atypical,750,736,3,8,8,7,7,7
59,27,26,2,4,male,atypical,721,733,1,8,8,8,8,6
59,28,26,2,4,male,atypical,748,730,2,7,7,4,4,5
59,29,26,2,4,male,atypical,744,722,2,8,8,9,9,6
59,30,26,2,4,male,atypical,737,719,2,7,8,6,5,5
59,31,26,2,4,male,atypical,744,716,2,5,8,2,3,4
59,32,26,2,4,male,atypical,721,714,1,8,7,8,8,6
59,33,26,2,4,male,atypical,748,713,2,7,7,6,6,6
59,34,26,2,4,male,atypical,750,710,2,6,8,5,5,5
59,35,26,2,4,male,atypical,737,709,1,8,8,8,8,7
59,36,26,2,4,male,atypical,748,707,2,6,5,7,7,6
59,37,26,2,4,male,atypical,744,706,2,6,7,7,6,6
59,38,26,2,4,male,atypical,737,704,1,7,7,7,6,6
59,39,26,2,4,male,atypical,721,703,1,9,9,8,8,6
59,40,26,2,4,male,atypical,750,701,2,7,7,5,5,5
60,1,27,2,4,male,typical,750,701,1,4,4,5,5,4
60,2,27,2,4,male,typical,721,703,1,6,5,6,6,7
60,3,27,2,4,male,typical,737,704,1,2,2,3,1,4
60,4,27,2,4,male,typical,744,706,2,7,7,7,7,8
60,5,27,2,4,male,typical,748,707,2,2,2,3,3,4
60,6,27,2,4,male,typical,737,709,1,7,8,7,7,8
60,7,27,2,4,male,typical,750,710,3,7,7,6,5,7
60,8,27,2,4,male,typical,748,713,3,7,8,7,7,7
60,9,27,2,4,male,typical,721,714,1,2,4,2,1,9
60,10,27,2,4,male,typical,744,716,2,2,4,2,3,5
60,11,27,2,4,male,typical,737,719,3,6,5,5,6,7
60,12,27,2,4,male,typical,744,722,1,8,7,8,8,7
60,13,27,2,4,male,typical,748,730,1,4,7,4,3,7
60,14,27,2,4,male,typical,721,733,1,8,7,9,9,7
60,15,27,2,4,male,typical,750,736,1,6,6,5,2,6
60,16,27,2,4,male,typical,748,740,1,7,7,5,5,6
60,17,27,2,4,male,typical,750,743,3,7,5,8,8,6
60,18,27,2,4,male,typical,737,745,1,7,7,5,2,6
60,19,27,2,4,male,typical,744,746,2,7,7,9,8,7
60,20,27,2,4,male,typical,721,749,1,5,7,6,6,8
60,21,27,2,4,female,typical,377,103,2,7,7,7,5,6
60,22,27,2,4,female,typical,365,122,2,8,6,5,4,6
60,23,27,2,4,female,typical,173,121,1,8,9,8,8,7
60,24,27,2,4,female,typical,354,144,2,7,8,6,7,6
60,25,27,2,4,female,typical,128,199,2,4,5,6,5,6
60,26,27,2,4,female,typical,365,315,2,3,4,3,3,3
60,27,27,2,4,female,typical,354,319,2,3,2,3,2,3
60,28,27,2,4,female,typical,128,323,3,3,3,5,5,5
60,29,27,2,4,female,typical,377,333,2,3,3,3,3,2
60,30,27,2,4,female,typical,173,338,2,5,6,6,5,6
60,31,27,2,4,female,typical,377,354,2,6,5,1,2,9
60,32,27,2,4,female,typical,365,367,2,3,2,2,2,2
60,33,27,2,4,female,typical,173,371,3,6,6,5,6,6
60,34,27,2,4,female,typical,128,380,2,4,2,5,5,1
60,35,27,2,4,female,typical,354,406,2,4,6,5,6,6
60,36,27,2,4,female,typical,354,413,3,6,6,6,6,6
60,37,27,2,4,female,typical,377,417,1,4,4,6,6,3
60,38,27,2,4,female,typical,365,437,2,6,5,6,6,6
60,39,27,2,4,female,typical,173,508,1,7,7,7,6,7
60,40,27,2,4,female,typical,128,663,2,1,2,2,2,2
61,1,22,2,4,male,typical,721,749,1,2,6,4,3,5
61,2,22,2,4,male,typical,744,746,2,6,6,7,7,8
61,3,22,2,4,male,typical,737,745,1,1,4,1,1,3
61,4,22,2,4,male,typical,750,743,2,6,3,8,7,1
61,5,22,2,4,male,typical,748,740,1,4,2,3,6,6
61,6,22,2,4,male,typical,750,736,1,1,6,1,1,4
61,7,22,2,4,male,typical,721,733,1,4,2,2,3,6
61,8,22,2,4,male,typical,748,730,2,1,2,3,1,2
61,9,22,2,4,male,typical,744,722,1,7,7,7,8,9
61,10,22,2,4,male,typical,737,719,1,3,3,4,4,8
61,11,22,2,4,male,typical,744,716,1,1,2,1,1,6
61,12,22,2,4,male,typical,721,714,1,8,3,7,8,3
61,13,22,2,4,male,typical,748,713,3,1,3,1,1,2
61,14,22,2,4,male,typical,750,710,2,3,1,2,2,7
61,15,22,2,4,male,typical,737,709,1,3,1,2,2,6
61,16,22,2,4,male,typical,748,707,3,9,5,9,9,3
61,17,22,2,4,male,typical,744,706,1,3,2,3,3,6
61,18,22,2,4,male,typical,737,704,1,1,1,1,1,4
61,19,22,2,4,male,typical,721,703,1,7,8,7,7,9
61,20,22,2,4,male,typical,750,701,1,1,1,2,1,7
61,21,22,2,4,female,typical,128,663,2,2,1,3,3,2
61,22,22,2,4,female,typical,173,508,3,7,4,7,6,9
61,23,22,2,4,female,typical,365,437,2,8,8,7,7,7
61,24,22,2,4,female,typical,377,417,2,9,8,9,9,8
61,25,22,2,4,female,typical,354,413,2,6,8,7,4,2
61,26,22,2,4,female,typical,354,406,2,9,8,7,8,7
61,27,22,2,4,female,typical,128,380,2,4,2,4,2,3
61,28,22,2,4,female,typical,173,371,2,7,8,5,5,5
61,29,22,2,4,female,typical,365,367,2,7,6,4,5,5
61,30,22,2,4,female,typical,377,354,2,7,7,6,4,6
61,31,22,2,4,female,typical,173,338,1,8,8,7,8,8
61,32,22,2,4,female,typical,377,333,2,1,4,1,1,3
61,33,22,2,4,female,typical,128,323,2,6,6,4,4,7
61,34,22,2,4,female,typical,354,319,2,8,7,8,8,6
61,35,22,2,4,female,typical,365,315,2,6,6,5,5,8
61,36,22,2,4,female,typical,128,199,2,8,5,9,9,6
61,37,22,2,4,female,typical,354,144,2,9,8,8,8,8
61,38,22,2,4,female,typical,173,121,2,6,4,8,5,5
61,39,22,2,4,female,typical,365,112,2,9,8,9,9,3
61,40,22,2,4,female,typical,377,103,2,7,7,4,4,5
62,1,42,2,4,female,atypical,128,663,2,6,5,5,7,9
62,2,42,2,4,female,atypical,173,508,2,8,8,9,9,9
62,3,42,2,4,female,atypical,365,437,3,7,7,8,8,9
62,4,42,2,4,female,atypical,377,417,1,8,8,8,9,9
62,5,42,2,4,female,atypical,354,413,1,8,9,9,9,9
62,6,42,2,4,female,atypical,354,406,2,9,9,9,9,9
62,7,42,2,4,female,atypical,128,380,1,3,2,6,5,8
62,8,42,2,4,female,atypical,173,371,2,8,7,8,8,9
62,9,42,2,4,female,atypical,365,367,3,5,4,7,7,8
62,10,42,2,4,female,atypical,377,354,2,9,9,7,5,9
62,11,42,2,4,female,atypical,173,338,3,8,8,8,8,9
62,12,42,2,4,female,atypical,377,333,1,5,5,8,8,9
62,13,42,2,4,female,atypical,128,323,2,8,8,8,5,9
62,14,42,2,4,female,atypical,354,319,3,7,7,8,8,9
62,15,42,2,4,female,atypical,365,315,2,7,7,8,8,9
62,16,42,2,4,female,atypical,128,199,2,9,5,7,6,9
62,17,42,2,4,female,atypical,354,144,3,9,9,9,6,9
62,18,42,2,4,female,atypical,173,121,1,9,9,9,6,9
62,19,42,2,4,female,atypical,365,112,2,4,6,6,7,9
62,20,42,2,4,female,atypical,377,103,2,9,9,9,9,9
62,21,42,2,4,male,atypical,750,701,2,7,8,7,8,9
62,22,42,2,4,male,atypical,721,703,1,8,8,5,7,9
62,23,42,2,4,male,atypical,737,704,2,7,7,5,8,9
62,24,42,2,4,male,atypical,744,706,3,8,7,7,9,9
62,25,42,2,4,male,atypical,748,707,2,8,8,8,6,9
62,26,42,2,4,male,atypical,737,709,3,9,9,9,9,9
62,27,42,2,4,male,atypical,750,710,3,9,9,9,9,9
62,28,42,2,4,male,atypical,748,713,2,7,8,8,7,9
62,29,42,2,4,male,atypical,721,714,1,7,8,8,9,9
62,30,42,2,4,male,atypical,744,716,1,7,8,8,9,9
62,31,42,2,4,male,atypical,737,719,2,5,5,8,6,9
62,32,42,2,4,male,atypical,744,722,2,7,8,7,8,9
62,33,42,2,4,male,atypical,748,730,2,7,6,7,7,9
62,34,42,2,4,male,atypical,721,733,1,8,7,7,7,9
62,35,42,2,4,male,atypical,750,736,3,8,7,8,7,9
62,36,42,2,4,male,atypical,748,740,3,8,7,6,7,9
62,37,42,2,4,male,atypical,750,743,3,5,5,9,7,9
62,38,42,2,4,male,atypical,737,745,1,4,6,5,7,9
62,39,42,2,4,male,atypical,744,746,2,6,8,7,9,9
62,40,42,2,4,male,atypical,721,749,1,7,7,6,8,8
63,1,33,1,3,male,typical,721,749,1,6,6,6,6,5
63,2,33,1,3,male,typical,744,746,1,5,5,5,5,5
63,3,33,1,3,male,typical,737,745,1,3,6,3,4,4
63,4,33,1,3,male,typical,750,743,2,3,3,4,3,3
63,5,33,1,3,male,typical,748,740,3,5,5,5,5,5
63,6,33,1,3,male,typical,750,736,2,4,5,3,4,5
63,7,33,1,3,male,typical,721,733,1,4,5,5,6,5
63,8,33,1,3,male,typical,748,730,1,5,6,5,4,5
63,9,33,1,3,male,typical,744,722,3,5,6,6,5,5
63,10,33,1,3,male,typical,737,719,1,4,3,3,4,4
63,11,33,1,3,male,typical,744,716,2,4,5,3,4,4
63,12,33,1,3,male,typical,721,714,1,4,5,7,7,6
63,13,33,1,3,male,typical,748,713,3,3,4,3,4,5
63,14,33,1,3,male,typical,750,710,2,5,4,5,5,4
63,15,33,1,3,male,typical,737,709,1,5,5,6,5,4
63,16,33,1,3,male,typical,748,707,3,5,5,7,7,5
63,17,33,1,3,male,typical,744,706,1,4,5,3,6,5
63,18,33,1,3,male,typical,737,704,1,4,3,3,4,3
63,19,33,1,3,male,typical,721,703,1,5,5,6,6,5
63,20,33,1,3,male,typical,750,701,2,4,5,5,4,5
63,21,33,1,3,female,typical,128,663,2,5,5,6,6,5
63,22,33,1,3,female,typical,173,508,2,6,6,3,3,4
63,23,33,1,3,female,typical,365,437,2,5,6,5,5,6
63,24,33,1,3,female,typical,377,417,3,5,4,6,6,3
63,25,33,1,3,female,typical,354,413,2,7,7,8,7,3
63,26,33,1,3,female,typical,354,406,2,7,7,8,7,4
63,27,33,1,3,female,typical,128,380,3,5,4,6,6,3
63,28,33,1,3,female,typical,173,371,2,5,6,6,5,4
63,29,33,1,3,female,typical,365,367,2,6,4,6,5,3
63,30,33,1,3,female,typical,377,354,2,6,8,3,3,8
63,31,33,1,3,female,typical,173,338,1,6,7,7,6,5
63,32,33,1,3,female,typical,377,333,3,8,7,7,6,3
63,33,33,1,3,female,typical,128,323,2,5,6,4,3,5
63,34,33,1,3,female,typical,354,319,2,7,6,4,7,4
63,35,33,1,3,female,typical,365,315,2,7,4,6,5,5
63,36,33,1,3,female,typical,128,199,3,4,3,2,2,3
63,37,33,1,3,female,typical,354,144,3,6,4,6,5,5
63,38,33,1,3,female,typical,173,121,1,4,3,6,6,5
63,39,33,1,3,female,typical,365,112,2,4,5,4,3,4
63,40,33,1,3,female,typical,377,103,1,8,7,4,6,5
64,1,22,2,4,female,atypical,377,103,2,8,8,8,7,9
64,2,22,2,4,female,atypical,365,112,1,8,8,8,8,9
64,3,22,2,4,female,atypical,173,121,1,3,6,7,7,8
64,4,22,2,4,female,atypical,354,144,1,8,8,8,8,9
64,5,22,2,4,female,atypical,128,199,1,6,6,6,7,6
64,6,22,2,4,female,atypical,365,315,1,2,4,3,4,4
64,7,22,2,4,female,atypical,354,319,1,6,6,6,6,6
64,8,22,2,4,female,atypical,128,323,3,7,7,6,6,7
64,9,22,2,4,female,atypical,377,333,1,2,7,7,7,6
64,10,22,2,4,female,atypical,173,338,1,7,7,7,7,8
64,11,22,2,4,female,atypical,377,354,1,7,7,4,4,8
64,12,22,2,4,female,atypical,365,367,1,3,6,3,3,6
64,13,22,2,4,female,atypical,173,371,2,7,8,8,8,9
64,14,22,2,4,female,atypical,128,380,1,4,6,6,6,4
64,15,22,2,4,female,atypical,354,406,2,6,8,7,6,8
64,16,22,2,4,female,atypical,354,413,1,8,8,7,7,9
64,17,22,2,4,female,atypical,377,417,1,8,8,3,4,9
64,18,22,2,4,female,atypical,365,437,1,6,4,7,7,4
64,19,22,2,4,female,atypical,173,508,3,2,3,7,7,3
64,20,22,2,4,female,atypical,128,663,1,3,6,6,6,2
64,21,22,2,4,male,atypical,721,749,1,9,9,9,9,9
64,22,22,2,4,male,atypical,744,746,2,8,8,8,8,9
64,23,22,2,4,male,atypical,737,745,2,3,7,6,6,8
64,24,22,2,4,male,atypical,750,743,2,7,7,7,7,8
64,25,22,2,4,male,atypical,748,740,3,3,8,7,7,8
