ID,trial,Age,Sex,Race,condition,adaptor,voice,pitch.judgement,attraction,femininity,likability,friends,typicality
47,19,24,2,4,atypical,365,112,3,5,5,8,8,4
47,20,24,2,4,atypical,377,103,1,7,7,8,7,6
48,1,46,1,4,typical,128,663,2,5,4,5,5,4
48,2,46,1,4,typical,173,508,3,4,3,5,5,3
48,3,46,1,4,typical,365,437,2,4,4,4,4,4
48,4,46,1,4,typical,377,417,2,6,6,5,5,5
48,5,46,1,4,typical,354,413,1,7,7,5,7,7
48,6,46,1,4,typical,354,406,1,8,7,7,7,7
48,7,46,1,4,typical,128,380,1,3,3,4,5,5
48,8,46,1,4,typical,173,371,3,4,4,4,4,4
48,9,46,1,4,typical,365,367,3,4,5,5,5,5
48,10,46,1,4,typical,377,354,2,7,7,8,7,8
48,11,46,1,4,typical,173,338,3,6,6,6,6,6
48,12,46,1,4,typical,377,333,2,6,7,6,6,6
48,13,46,1,4,typical,128,323,3,5,5,5,5,5
48,14,46,1,4,typical,354,319,2,6,6,6,6,6
48,15,46,1,4,typical,365,315,3,7,7,7,7,7
48,16,46,1,4,typical,128,199,2,5,5,5,5,5
48,17,46,1,4,typical,354,144,2,6,6,6,6,6
48,18,46,1,4,typical,173,121,1,4,4,4,4,4
48,19,46,1,4,typical,365,112,3,5,5,5,5,5
48,20,46,1,4,typical,377,103,3,6,6,7,7,7
49,1,30,1,5,typical,128,663,2,4,7,6,5,7
49,2,30,1,5,typical,173,508,2,8,8,7,8,8
49,3,30,1,5,typical,365,437,2,8,6,7,7,6
49,4,30,1,5,typical,377,417,1,9,5,8,8,9
49,5,30,1,5,typical,354,413,2,9,3,8,8,4
49,6,30,1,5,typical,354,406,1,7,7,8,8,8
49,7,30,1,5,typical,128,380,3,2,6,3,3,5
49,8,30,1,5,typical,173,371,2,9,7,9,9,9
49,9,30,1,5,typical,365,367,3,8,9,8,7,9
49,10,30,1,5,typical,377,354,2,9,8,9,9,9
49,11,30,1,5,typical,173,338,2,8,9,9,9,7
49,12,30,1,5,typical,377,333,1,4,3,4,4,3
49,13,30,1,5,typical,128,323,2,5,8,6,5,7
49,14,30,1,5,typical,354,319,3,8,8,8,8,9
49,15,30,1,5,typical,365,315,1,9,9,9,9,8
49,16,30,1,5,typical,128,199,3,8,8,7,8,8
49,17,30,1,5,typical,354,144,1,9,9,9,9,9
49,18,30,1,5,typical,173,121,2,8,7,8,8,9
49,19,30,1,5,typical,365,112,2,4,4,5,4,4
49,20,30,1,5,typical,377,103,3,4,5,4,5,5
50,1,19,2,2,atypical,377,103,1,8,9,9,8,5
50,2,19,2,2,atypical,365,112,1,9,9,9,8,3
50,3,19,2,2,atypical,173,121,3,8,9,9,8,5
50,4,19,2,2,atypical,354,144,2,9,9,9,9,3
50,5,19,2,2,atypical,128,199,1,7,9,8,9,5
50,6,19,2,2,atypical,365,315,3,7,9,8,8,5
50,7,19,2,2,atypical,354,319,2,6,9,8,7,6
50,8,19,2,2,atypical,128,323,3,8,9,8,9,3
50,9,19,2,2,atypical,377,333,1,7,9,7,5,5
50,10,19,2,2,atypical,173,338,2,6,9,6,6,6
50,11,19,2,2,atypical,377,354,3,9,9,9,9,3
50,12,19,2,2,atypical,365,367,1,7,9,8,8,5
50,13,19,2,2,atypical,173,371,2,6,9,9,9,7
50,14,19,2,2,atypical,128,380,3,8,9,6,7,5
50,15,19,2,2,atypical,354,406,2,7,9,7,7,6
50,16,19,2,2,atypical,354,413,3,6,9,7,7,5
50,17,19,2,2,atypical,377,417,1,8,9,9,9,3
50,18,19,2,2,atypical,365,437,1,5,9,8,9,6
50,19,19,2,2,atypical,173,508,1,7,9,8,9,5
50,20,19,2,2,atypical,128,663,2,6,9,9,7,5
51,1,20,2,1,typical,128,663,2,4,3,5,5,6
51,2,20,2,1,typical,173,508,2,3,3,5,5,3
51,3,20,2,1,typical,365,437,2,5,5,5,6,7
51,4,20,2,1,typical,377,417,2,5,6,6,6,7
51,5,20,2,1,typical,354,413,2,6,7,6,6,7
51,6,20,2,1,typical,354,406,1,5,6,6,6,7
51,7,20,2,1,typical,128,380,3,6,5,6,6,4
51,8,20,2,1,typical,173,371,2,5,6,6,6,8
51,9,20,2,1,typical,365,367,2,6,6,6,6,7
51,10,20,2,1,typical,377,354,2,7,7,7,7,7
51,11,20,2,1,typical,173,338,2,5,6,6,6,7
51,12,20,2,1,typical,377,333,2,5,6,6,6,6
51,13,20,2,1,typical,128,323,2,5,6,6,6,7
51,14,20,2,1,typical,354,319,2,5,6,6,6,7
51,15,20,2,1,typical,365,315,2,5,6,6,6,5
51,16,20,2,1,typical,128,199,2,5,6,6,5,6
51,17,20,2,1,typical,354,144,3,6,6,7,7,7
51,18,20,2,1,typical,173,121,2,5,5,6,6,7
51,19,20,2,1,typical,365,112,2,5,4,6,6,6
51,20,20,2,1,typical,377,103,2,5,7,7,8,7
52,1,35,2,2,atypical,128,663,1,6,6,6,6,7
52,2,35,2,2,atypical,173,508,1,6,6,7,8,4
52,3,35,2,2,atypical,365,437,1,5,7,6,5,6
52,4,35,2,2,atypical,377,417,1,6,8,7,6,7
52,5,35,2,2,atypical,354,413,1,7,9,8,7,3
52,6,35,2,2,atypical,354,406,1,6,8,6,6,4
52,7,35,2,2,atypical,128,380,1,7,8,7,7,7
52,8,35,2,2,atypical,173,371,1,6,8,6,6,8
52,9,35,2,2,atypical,365,367,1,6,6,6,6,6
52,10,35,2,2,atypical,377,354,1,7,8,4,4,8
52,11,35,2,2,atypical,173,338,1,7,8,8,8,8
52,12,35,2,2,atypical,377,333,1,8,8,6,6,7
52,13,35,2,2,atypical,128,323,1,5,7,6,6,6
52,14,35,2,2,atypical,354,319,1,8,8,8,8,8
52,15,35,2,2,atypical,365,315,1,5,6,5,5,5
52,16,35,2,2,atypical,128,199,1,7,7,9,8,8
52,17,35,2,2,atypical,354,144,1,6,7,8,8,7
52,18,35,2,2,atypical,173,121,1,7,7,8,8,7
52,19,35,2,2,atypical,365,112,1,5,5,6,6,4
52,20,35,2,2,atypical,377,103,1,6,8,6,6,7
53,1,32,1,4,atypical,128,663,1,8,7,8,8,7
53,2,32,1,4,atypical,173,508,2,7,7,7,7,7
53,3,32,1,4,atypical,365,437,1,7,7,8,8,7
53,4,32,1,4,atypical,377,417,2,8,8,8,9,8
53,5,32,1,4,atypical,354,413,3,8,8,7,7,8
53,6,32,1,4,atypical,354,406,2,8,8,8,8,8
53,7,32,1,4,atypical,128,380,1,8,8,8,8,8
53,8,32,1,4,atypical,173,371,1,8,8,8,8,8
53,9,32,1,4,atypical,365,367,1,8,8,8,8,8
53,10,32,1,4,atypical,377,354,2,8,8,8,8,8
53,11,32,1,4,atypical,173,338,3,8,8,8,8,8
53,12,32,1,4,atypical,377,333,1,8,8,8,8,8
53,13,32,1,4,atypical,128,323,2,8,8,8,8,8
53,14,32,1,4,atypical,354,319,2,8,8,8,8,8
53,15,32,1,4,atypical,365,315,2,8,8,8,8,8
53,16,32,1,4,atypical,128,199,3,8,8,8,8,8
53,17,32,1,4,atypical,354,144,1,8,8,8,8,8
53,18,32,1,4,atypical,173,121,1,8,8,8,8,8
53,19,32,1,4,atypical,365,112,3,8,8,8,8,8
53,20,32,1,4,atypical,377,103,2,7,7,7,7,8
54,1,23,2,4,atypical,128,663,1,6,7,8,8,8
54,2,23,2,4,atypical,173,508,1,3,4,8,8,6
54,3,23,2,4,atypical,365,437,2,9,9,7,6,7
54,4,23,2,4,atypical,377,417,3,7,8,6,5,9
54,5,23,2,4,atypical,354,413,2,9,9,9,9,2
54,6,23,2,4,atypical,354,406,1,9,9,7,6,7
54,7,23,2,4,atypical,128,380,1,7,8,9,8,3
54,8,23,2,4,atypical,173,371,1,4,6,6,4,5
54,9,23,2,4,atypical,365,367,2,6,6,8,9,6
54,10,23,2,4,atypical,377,354,2,9,9,9,9,3
54,11,23,2,4,atypical,173,338,3,5,5,5,5,9
54,12,23,2,4,atypical,377,333,3,9,9,5,4,5
54,13,23,2,4,atypical,128,323,2,6,7,8,6,6
54,14,23,2,4,atypical,354,319,2,9,7,8,9,8
54,15,23,2,4,atypical,365,315,2,9,5,6,5,4
54,16,23,2,4,atypical,128,199,3,9,7,8,9,8
54,17,23,2,4,atypical,354,144,2,5,8,6,8,6
54,18,23,2,4,atypical,173,121,1,9,9,7,8,5
54,19,23,2,4,atypical,365,112,2,6,7,6,7,6
54,20,23,2,4,atypical,377,103,1,9,9,9,9,3
55,1,26,1,4,atypical,377,103,2,7,8,8,7,3
55,2,26,1,4,atypical,365,112,1,9,9,9,9,1
55,3,26,1,4,atypical,173,121,1,4,7,6,4,5
55,4,26,1,4,atypical,354,144,1,8,9,8,7,3
55,5,26,1,4,atypical,128,199,1,6,8,7,6,3
55,6,26,1,4,atypical,365,315,2,5,6,4,6,5
55,7,26,1,4,atypical,354,319,2,6,7,6,6,7
55,8,26,1,4,atypical,128,323,1,8,9,7,7,2
55,9,26,1,4,atypical,377,333,2,1,5,2,1,6
55,10,26,1,4,atypical,173,338,1,7,8,7,6,7
55,11,26,1,4,atypical,377,354,2,9,9,7,6,7
55,12,26,1,4,atypical,365,367,2,9,9,6,4,6
55,13,26,1,4,atypical,173,371,1,3,7,6,5,8
55,14,26,1,4,atypical,128,380,1,9,6,8,7,1
55,15,26,1,4,atypical,354,406,2,3,7,5,4,7
55,16,26,1,4,atypical,354,413,2,4,9,1,1,3
55,17,26,1,4,atypical,377,417,1,3,2,4,3,1
55,18,26,1,4,atypical,365,437,2,2,8,4,5,6
55,19,26,1,4,atypical,173,508,1,7,3,7,6,3
55,20,26,1,4,atypical,128,663,1,5,2,6,4,2
56,1,27,1,4,atypical,377,103,1,6,6,5,5,4
56,2,27,1,4,atypical,365,112,1,7,7,7,7,4
56,3,27,1,4,atypical,173,121,1,6,6,7,7,4
56,4,27,1,4,atypical,354,144,1,6,7,7,6,4
56,5,27,1,4,atypical,128,199,1,5,5,6,6,6
56,6,27,1,4,atypical,365,315,1,4,4,6,6,5
56,7,27,1,4,atypical,354,319,3,6,7,7,6,4
56,8,27,1,4,atypical,128,323,1,7,7,8,7,6
56,9,27,1,4,atypical,377,333,1,4,4,5,7,6
56,10,27,1,4,atypical,173,338,1,6,7,7,7,4
56,11,27,1,4,atypical,377,354,1,7,7,8,8,7
56,12,27,1,4,atypical,365,367,1,5,6,6,5,5
56,13,27,1,4,atypical,173,371,1,6,7,7,6,7
56,14,27,1,4,atypical,128,380,1,3,4,5,4,2
56,15,27,1,4,atypical,354,406,2,6,7,7,6,7
56,16,27,1,4,atypical,354,413,1,6,7,7,6,6
56,17,27,1,4,atypical,377,417,1,7,8,7,7,8
56,18,27,1,4,atypical,365,437,1,7,8,7,8,9
56,19,27,1,4,atypical,173,508,1,6,7,8,7,8
56,20,27,1,4,atypical,128,663,1,7,8,7,8,8
57,1,36,1,4,typical,377,103,2,6,8,7,6,7
57,2,36,1,4,typical,365,122,2,9,9,6,4,8
57,3,36,1,4,typical,173,121,2,5,7,6,5,7
57,4,36,1,4,typical,354,144,2,9,9,9,8,4
57,5,36,1,4,typical,128,199,1,9,8,5,6,6
57,6,36,1,4,typical,365,315,2,9,9,6,5,8
57,7,36,1,4,typical,354,319,2,4,8,5,5,8
57,8,36,1,4,typical,128,323,2,8,9,8,6,8
57,9,36,1,4,typical,377,333,2,6,5,5,3,5
57,10,36,1,4,typical,173,338,2,9,8,8,7,7
57,11,36,1,4,typical,377,354,1,9,9,9,9,3
57,12,36,1,4,typical,365,367,2,8,7,7,5,7
57,13,36,1,4,typical,173,371,3,9,9,8,8,6
57,14,36,1,4,typical,128,380,2,1,2,3,4,5
57,15,36,1,4,typical,354,406,2,8,9,6,5,5
57,16,36,1,4,typical,354,413,1,4,5,6,5,5
57,17,36,1,4,typical,377,417,1,9,8,5,4,7
57,18,36,1,4,typical,365,437,2,5,5,6,4,4
57,19,36,1,4,typical,173,508,2,2,4,4,3,5
57,20,36,1,4,typical,128,663,2,4,5,5,6,5
58,1,32,2,1,typical,377,103,2,8,8,7,9,4
58,2,32,2,1,typical,365,122,2,7,6,8,8,6
58,3,32,2,1,typical,173,121,2,6,6,7,7,7
58,4,32,2,1,typical,354,144,2,8,7,7,7,5
58,5,32,2,1,typical,128,199,2,4,4,5,5,6
58,6,32,2,1,typical,365,315,3,3,4,5,5,4
58,7,32,2,1,typical,354,319,2,4,4,5,4,5
58,8,32,2,1,typical,128,323,2,5,5,5,5,6
58,9,32,2,1,typical,377,333,2,4,4,5,4,6
58,10,32,2,1,typical,173,338,1,4,4,4,4,6
58,11,32,2,1,typical,377,354,2,7,6,7,6,5
58,12,32,2,1,typical,365,367,1,7,7,8,8,3
58,13,32,2,1,typical,173,371,3,7,6,8,7,4
58,14,32,2,1,typical,128,380,3,4,3,6,6,3
58,15,32,2,1,typical,354,406,2,8,7,6,6,4
58,16,32,2,1,typical,354,413,2,9,8,7,7,5
58,17,32,2,1,typical,377,417,2,8,7,8,8,4
58,18,32,2,1,typical,365,437,3,5,5,7,6,7
58,19,32,2,1,typical,173,508,1,4,4,6,6,6
58,20,32,2,1,typical,128,663,3,4,4,6,5,7
59,1,23,2,4,typical,377,103,1,7,4,6,6,3
59,2,23,2,4,typical,365,122,2,8,8,4,4,5
59,3,23,2,4,typical,173,121,2,4,4,6,6,4
59,4,23,2,4,typical,354,144,2,6,6,6,6,4
59,5,23,2,4,typical,128,199,2,5,3,5,5,5
59,6,23,2,4,typical,365,315,1,7,7,3,3,5
59,7,23,2,4,typical,354,319,2,5,5,6,6,4
59,8,23,2,4,typical,128,323,2,5,5,5,5,5
59,9,23,2,4,typical,377,333,1,5,5,6,6,4
59,10,23,2,4,typical,173,338,2,3,3,5,4,5
59,11,23,2,4,typical,377,354,2,7,7,6,5,4
59,12,23,2,4,typical,365,367,3,4,3,5,4,3
59,13,23,2,4,typical,173,371,2,5,5,5,5,5
59,14,23,2,4,typical,128,380,2,2,2,2,2,2
59,15,23,2,4,typical,354,406,2,7,7,7,5,3
59,16,23,2,4,typical,354,413,2,2,7,2,2,2
59,17,23,2,4,typical,377,417,2,2,2,6,6,4
59,18,23,2,4,typical,365,437,2,3,2,5,5,5
59,19,23,2,4,typical,173,508,2,3,3,5,3,4
59,20,23,2,4,typical,128,663,2,2,2,3,2,4
60,1,21,2,1,atypical,128,663,1,6,7,7,7,8
60,2,21,2,1,atypical,173,508,1,7,8,7,8,7
60,3,21,2,1,atypical,365,437,2,7,6,7,7,8
60,4,21,2,1,atypical,377,417,1,8,8,8,8,7
60,5,21,2,1,atypical,354,413,1,7,9,8,7,4
60,6,21,2,1,atypical,354,406,1,8,9,7,7,5
60,7,21,2,1,atypical,128,380,1,7,7,7,6,7
60,8,21,2,1,atypical,173,371,1,7,5,7,7,7
60,9,21,2,1,atypical,365,367,1,7,8,8,7,7
60,10,21,2,1,atypical,377,354,1,7,8,7,7,7
60,11,21,2,1,atypical,173,338,1,7,7,7,7,7
60,12,21,2,1,atypical,377,333,1,8,9,7,6,5
60,13,21,2,1,atypical,128,323,1,7,5,7,8,6
60,14,21,2,1,atypical,354,319,1,7,8,7,7,7
60,15,21,2,1,atypical,365,315,1,7,8,7,6,6
60,16,21,2,1,atypical,128,199,1,7,6,8,8,8
60,17,21,2,1,atypical,354,144,1,8,8,8,8,7
60,18,21,2,1,atypical,173,121,1,7,6,7,7,7
60,19,21,2,1,atypical,365,112,1,8,8,8,7,8
60,20,21,2,1,atypical,377,103,1,8,9,8,7,7
61,1,36,1,1,atypical,128,663,2,5,7,5,6,7
61,2,36,1,1,atypical,173,508,1,7,8,8,9,8
61,3,36,1,1,atypical,365,437,3,8,8,7,7,6
61,4,36,1,1,atypical,377,417,1,9,9,9,9,9
61,5,36,1,1,atypical,354,413,2,9,9,9,9,9
61,6,36,1,1,atypical,354,406,2,7,9,6,5,7
61,7,36,1,1,atypical,128,380,2,1,1,1,1,3
61,8,36,1,1,atypical,173,371,2,8,8,8,8,8
61,9,36,1,1,atypical,365,367,3,3,3,3,3,3
61,10,36,1,1,atypical,377,354,2,8,8,8,8,8
61,11,36,1,1,atypical,173,338,1,8,8,8,8,8
61,12,36,1,1,atypical,377,333,2,9,9,9,9,9
61,13,36,1,1,atypical,128,323,1,9,9,9,9,9
61,14,36,1,1,atypical,354,319,2,4,4,4,4,4
61,15,36,1,1,atypical,365,315,1,7,7,7,7,7
61,16,36,1,1,atypical,128,199,1,4,4,4,4,4
61,17,36,1,1,atypical,354,144,2,9,9,9,9,9
61,18,36,1,1,atypical,173,121,1,8,8,8,8,8
61,19,36,1,1,atypical,365,112,1,2,2,2,2,2
61,20,36,1,1,atypical,377,103,2,1,3,1,1,2
62,1,30,2,4,typical,128,663,2,3,3,5,5,4
62,2,30,2,4,typical,173,508,2,3,3,6,6,4
62,3,30,2,4,typical,365,437,2,4,4,4,4,4
62,4,30,2,4,typical,377,417,2,4,4,6,6,4
62,5,30,2,4,typical,354,413,2,6,6,5,4,5
62,6,30,2,4,typical,354,406,2,6,6,6,5,5
62,7,30,2,4,typical,128,380,1,3,3,5,5,3
62,8,30,2,4,typical,173,371,2,5,5,6,6,6
62,9,30,2,4,typical,365,367,2,5,5,5,5,5
62,10,30,2,4,typical,377,354,2,5,5,5,4,5
62,11,30,2,4,typical,173,338,2,5,5,5,5,5
62,12,30,2,4,typical,377,333,2,4,4,4,3,3
62,13,30,2,4,typical,128,323,2,5,4,6,6,6
62,14,30,2,4,typical,354,319,2,4,4,5,5,5
62,15,30,2,4,typical,365,315,2,5,5,5,4,5
62,16,30,2,4,typical,128,199,2,5,4,7,7,6
62,17,30,2,4,typical,354,144,2,6,5,7,7,6
62,18,30,2,4,typical,173,121,1,5,5,6,6,5
62,19,30,2,4,typical,365,112,2,6,5,7,7,4
62,20,30,2,4,typical,377,103,2,5,7,6,6,7
63,1,24,3,5,typical,377,103,2,8,8,9,9,8
63,2,24,3,5,typical,365,122,2,8,7,8,8,6
63,3,24,3,5,typical,173,121,2,8,8,8,9,8
63,4,24,3,5,typical,354,144,3,8,8,9,9,8
63,5,24,3,5,typical,128,199,1,8,8,9,9,8
63,6,24,3,5,typical,365,315,2,8,8,9,9,8
63,7,24,3,5,typical,354,319,3,7,7,9,9,6
63,8,24,3,5,typical,128,323,2,9,8,9,9,8
63,9,24,3,5,typical,377,333,2,9,9,9,9,9
63,10,24,3,5,typical,173,338,2,8,8,8,9,8
63,11,24,3,5,typical,377,354,2,9,9,8,9,9
63,12,24,3,5,typical,365,367,2,9,8,9,9,8
63,13,24,3,5,typical,173,371,2,8,8,9,9,8
63,14,24,3,5,typical,128,380,1,9,8,8,9,8
63,15,24,3,5,typical,354,406,2,9,9,9,9,9
63,16,24,3,5,typical,354,413,1,9,9,9,9,9
63,17,24,3,5,typical,377,417,2,8,6,8,9,7
63,18,24,3,5,typical,365,437,2,8,6,8,9,6
63,19,24,3,5,typical,173,508,1,9,7,9,9,8
63,20,24,3,5,typical,128,663,2,7,6,8,9,5
64,1,32,1,3,atypical,377,103,1,5,6,6,6,5
64,2,32,1,3,atypical,365,112,1,4,4,7,6,5
64,3,32,1,3,atypical,173,121,1,6,6,6,6,6
64,4,32,1,3,atypical,354,144,1,7,6,6,8,4
64,5,32,1,3,atypical,128,199,1,4,4,5,5,5
64,6,32,1,3,atypical,365,315,1,6,8,7,6,6
64,7,32,1,3,atypical,354,319,1,5,6,4,4,5
64,8,32,1,3,atypical,128,323,1,2,3,4,2,3
64,9,32,1,3,atypical,377,333,1,7,9,6,6,4
64,10,32,1,3,atypical,173,338,1,7,7,6,6,6
64,11,32,1,3,atypical,377,354,1,6,5,4,4,5
64,12,32,1,3,atypical,365,367,1,6,4,6,7,5
64,13,32,1,3,atypical,173,371,1,3,4,7,6,5
64,14,32,1,3,atypical,128,380,1,1,4,5,5,3
64,15,32,1,3,atypical,354,406,1,7,7,7,7,5
64,16,32,1,3,atypical,354,413,1,8,9,8,7,4
64,17,32,1,3,atypical,377,417,1,3,6,6,6,2
64,18,32,1,3,atypical,365,437,1,3,8,5,5,6
64,19,32,1,3,atypical,173,508,1,3,6,6,6,7
64,20,32,1,3,atypical,128,663,2,5,6,6,5,5
65,1,20,1,3,atypical,377,103,2,6,7,5,6,5
65,2,20,1,3,atypical,365,112,1,7,6,7,6,4
65,3,20,1,3,atypical,173,121,1,5,7,7,7,5
65,4,20,1,3,atypical,354,144,1,5,6,5,6,6
65,5,20,1,3,atypical,128,199,1,3,2,6,6,3
65,6,20,1,3,atypical,365,315,1,3,6,4,4,6
65,7,20,1,3,atypical,354,319,2,5,7,6,6,4
65,8,20,1,3,atypical,128,323,1,4,8,3,4,7
65,9,20,1,3,atypical,377,333,1,6,7,6,6,6
65,10,20,1,3,atypical,173,338,1,6,7,6,6,2
65,11,20,1,3,atypical,377,354,1,7,8,6,5,6
65,12,20,1,3,atypical,365,367,1,3,4,3,3,7
65,13,20,1,3,atypical,173,371,1,3,7,4,5,7
65,14,20,1,3,atypical,128,380,1,2,4,2,2,6
65,15,20,1,3,atypical,354,406,2,6,7,6,6,4
65,16,20,1,3,atypical,354,413,1,5,9,6,5,5
65,17,20,1,3,atypical,377,417,1,4,7,3,3,4
65,18,20,1,3,atypical,365,437,2,5,6,4,4,6
65,19,20,1,3,atypical,173,508,1,3,6,4,5,3
65,20,20,1,3,atypical,128,663,2,3,4,3,3,6
66,1,39,2,4,atypical,377,103,1,7,8,7,7,6
66,2,39,2,4,atypical,365,112,1,7,7,8,8,7
66,3,39,2,4,atypical,173,121,1,6,6,7,7,7
66,4,39,2,4,atypical,354,144,1,7,7,8,7,7
66,5,39,2,4,atypical,128,199,1,6,5,6,6,6
66,6,39,2,4,atypical,365,315,1,4,5,4,4,3
66,7,39,2,4,atypical,354,319,1,5,5,5,4,4
66,8,39,2,4,atypical,128,323,2,6,7,6,6,5
66,9,39,2,4,atypical,377,333,1,6,7,5,5,5
66,10,39,2,4,atypical,173,338,1,6,7,6,6,7
66,11,39,2,4,atypical,377,354,1,7,8,7,7,7
66,12,39,2,4,atypical,365,367,1,6,5,6,6,5
66,13,39,2,4,atypical,173,371,1,6,7,6,6,6
66,14,39,2,4,atypical,128,380,1,5,5,5,6,3
66,15,39,2,4,atypical,354,406,1,6,8,7,6,6
66,16,39,2,4,atypical,354,413,1,6,8,6,5,4
66,17,39,2,4,atypical,377,417,1,6,6,6,7,6
66,18,39,2,4,atypical,365,437,1,6,5,6,6,6
66,19,39,2,4,atypical,173,508,1,6,5,5,6,3
66,20,39,2,4,atypical,128,663,1,5,4,5,4,5
67,1,41,2,1,typical,377,103,2,6,5,5,5,7
67,2,41,2,1,typical,365,122,2,6,5,5,6,6
67,3,41,2,1,typical,173,121,2,5,5,5,5,7
67,4,41,2,1,typical,354,144,2,6,5,6,5,8
67,5,41,2,1,typical,128,199,2,5,5,5,5,6
67,6,41,2,1,typical,365,315,2,4,5,4,3,4
67,7,41,2,1,typical,354,319,2,5,5,5,5,7
67,8,41,2,1,typical,128,323,3,5,5,5,5,8
67,9,41,2,1,typical,377,333,2,4,5,4,4,6
67,10,41,2,1,typical,173,338,2,5,5,5,5,8
67,11,41,2,1,typical,377,354,2,5,5,5,6,8
67,12,41,2,1,typical,365,367,2,5,4,5,5,5
67,13,41,2,1,typical,173,371,3,5,5,5,5,6
67,14,41,2,1,typical,128,380,3,5,4,5,5,5
67,15,41,2,1,typical,354,406,2,5,5,5,5,7
67,16,41,2,1,typical,354,413,2,6,7,5,5,5
67,17,41,2,1,typical,377,417,2,5,5,5,5,8
67,18,41,2,1,typical,365,437,3,5,5,5,5,6
67,19,41,2,1,typical,173,508,1,5,4,5,5,5
67,20,41,2,1,typical,128,663,2,4,4,5,5,4
68,1,60,1,4,atypical,128,663,1,9,9,9,9,9
68,2,60,1,4,atypical,173,508,1,9,9,9,9,9
68,3,60,1,4,atypical,365,437,3,9,9,9,9,9
68,4,60,1,4,atypical,377,417,1,9,9,9,9,9
68,5,60,1,4,atypical,354,413,1,9,9,9,9,5
68,6,60,1,4,atypical,354,406,1,9,9,9,9,9
68,7,60,1,4,atypical,128,380,1,9,9,9,9,6
68,8,60,1,4,atypical,173,371,1,9,9,9,9,9
68,9,60,1,4,atypical,365,367,3,9,9,9,9,9
68,10,60,1,4,atypical,377,354,1,9,9,9,9,9
68,11,60,1,4,atypical,173,338,1,9,9,9,9,9
68,12,60,1,4,atypical,377,333,1,9,9,9,9,4
68,13,60,1,4,atypical,128,323,3,9,9,9,9,9
68,14,60,1,4,atypical,354,319,1,9,9,9,9,3
68,15,60,1,4,atypical,365,315,3,9,9,9,9,4
68,16,60,1,4,atypical,128,199,1,9,9,6,4,9
68,17,60,1,4,atypical,354,144,1,9,9,9,9,9
68,18,60,1,4,atypical,173,121,1,9,9,9,9,9
68,19,60,1,4,atypical,365,112,3,9,9,9,9,9
68,20,60,1,4,atypical,377,103,1,9,9,9,9,9
69,1,36,1,4,typical,128,663,2,7,8,8,8,9
69,2,36,1,4,typical,173,508,3,9,8,8,8,8
69,3,36,1,4,typical,365,437,3,8,9,8,9,9
69,4,36,1,4,typical,377,417,2,9,9,9,9,9
69,5,36,1,4,typical,354,413,2,9,8,8,8,9
69,6,36,1,4,typical,354,406,2,9,9,9,9,9
69,7,36,1,4,typical,128,380,1,9,8,8,9,9
69,8,36,1,4,typical,173,371,3,9,9,9,9,9
69,9,36,1,4,typical,365,367,2,9,9,9,9,9
69,10,36,1,4,typical,377,354,2,9,8,8,9,9
69,11,36,1,4,typical,173,338,2,9,9,9,9,9
69,12,36,1,4,typical,377,333,3,9,9,9,9,9
69,13,36,1,4,typical,128,323,2,9,9,9,9,9
69,14,36,1,4,typical,354,319,2,9,9,9,9,9
69,15,36,1,4,typical,365,315,2,9,8,8,8,9
69,16,36,1,4,typical,128,199,2,9,9,9,9,9
69,17,36,1,4,typical,354,144,3,9,9,9,9,9
69,18,36,1,4,typical,173,121,1,9,9,8,8,9
69,19,36,1,4,typical,365,112,2,9,9,9,8,9
69,20,36,1,4,typical,377,103,2,8,8,8,9,9
71,1,34,2,4,typical,128,663,2,6,6,6,6,7
71,2,34,2,4,typical,173,508,2,7,7,7,8,8
71,3,34,2,4,typical,365,437,2,6,6,7,8,8
71,4,34,2,4,typical,377,417,2,5,5,7,7,7
71,5,34,2,4,typical,354,413,3,7,8,8,8,9
71,6,34,2,4,typical,354,406,1,6,6,7,7,7
71,7,34,2,4,typical,128,380,2,5,4,7,7,7
71,8,34,2,4,typical,173,371,3,5,5,7,7,7
71,9,34,2,4,typical,365,367,2,6,5,6,7,7
71,10,34,2,4,typical,377,354,2,6,6,6,7,7
71,11,34,2,4,typical,173,338,3,6,6,7,7,7
71,12,34,2,4,typical,377,333,2,5,6,7,7,7
71,13,34,2,4,typical,128,323,2,6,6,7,7,7
71,14,34,2,4,typical,354,319,2,6,7,7,7,7
71,15,34,2,4,typical,365,315,2,5,5,7,7,7
71,16,34,2,4,typical,128,199,2,7,6,7,7,7
71,17,34,2,4,typical,354,144,3,9,7,8,8,8
71,18,34,2,4,typical,173,121,3,8,8,8,8,8
71,19,34,2,4,typical,365,112,2,7,6,7,8,8
71,20,34,2,4,typical,377,103,2,8,7,8,8,8
72,1,54,1,4,atypical,377,103,1,5,5,6,6,7
72,2,54,1,4,atypical,365,112,1,6,5,6,5,7
72,3,54,1,4,atypical,173,121,1,6,6,6,6,7
72,4,54,1,4,atypical,354,144,1,6,5,5,6,7
72,5,54,1,4,atypical,128,199,1,5,5,5,5,6
72,6,54,1,4,atypical,365,315,1,3,5,6,6,3
72,7,54,1,4,atypical,354,319,1,4,5,6,6,3
72,8,54,1,4,atypical,128,323,1,6,6,6,6,7
72,9,54,1,4,atypical,377,333,1,3,5,6,6,3
72,10,54,1,4,atypical,173,338,1,5,5,5,5,6
