ID,trial,Age,Sex,Race,condition,adaptor,voice,pitch.judgement,attraction,femininity,likability,friends,typicality
24,7,33,1,2,typical,354,319,2,8,8,8,8,8
24,8,33,1,2,typical,128,323,2,7,6,6,5,6
24,9,33,1,2,typical,377,333,2,9,9,9,9,9
24,10,33,1,2,typical,173,338,2,8,8,8,8,8
24,11,33,1,2,typical,377,354,2,8,8,9,9,9
24,12,33,1,2,typical,365,367,3,7,7,6,7,6
24,13,33,1,2,typical,173,371,3,9,9,8,8,8
24,14,33,1,2,typical,128,380,3,7,4,5,5,5
24,15,33,1,2,typical,354,406,2,9,9,9,9,9
24,16,33,1,2,typical,354,413,2,9,9,9,9,9
24,17,33,1,2,typical,377,417,2,8,8,8,8,8
24,18,33,1,2,typical,365,437,2,8,8,8,8,8
24,19,33,1,2,typical,173,508,1,7,6,7,7,6
24,20,33,1,2,typical,128,663,3,8,8,8,8,8
25,1,26,1,1,typical,128,663,2,4,5,6,7,6
25,2,26,1,1,typical,173,508,2,2,4,4,4,5
25,3,26,1,1,typical,365,437,2,6,5,6,6,6
25,4,26,1,1,typical,377,417,3,8,8,6,6,6
25,5,26,1,1,typical,354,413,2,6,9,6,5,6
25,6,26,1,1,typical,354,406,1,7,8,6,6,6
25,7,26,1,1,typical,128,380,1,3,4,5,5,4
25,8,26,1,1,typical,173,371,2,7,6,5,5,6
25,9,26,1,1,typical,365,367,2,3,2,5,5,4
25,10,26,1,1,typical,377,354,2,6,7,4,4,6
25,11,26,1,1,typical,173,338,2,4,5,4,4,5
25,12,26,1,1,typical,377,333,2,5,7,4,3,4
25,13,26,1,1,typical,128,323,2,3,2,3,2,4
25,14,26,1,1,typical,354,319,2,8,7,6,7,6
25,15,26,1,1,typical,365,315,2,5,7,4,4,5
25,16,26,1,1,typical,128,199,2,2,2,4,3,4
25,17,26,1,1,typical,354,144,2,6,6,7,6,5
25,18,26,1,1,typical,173,121,2,6,6,5,5,6
25,19,26,1,1,typical,365,112,2,5,3,6,6,4
25,20,26,1,1,typical,377,103,3,5,4,4,3,4
26,1,24,2,4,typical,128,663,2,5,5,5,5,6
26,2,24,2,4,typical,173,508,3,4,5,5,5,5
26,3,24,2,4,typical,365,437,2,5,5,5,6,6
26,4,24,2,4,typical,377,417,2,6,6,6,6,6
26,5,24,2,4,typical,354,413,1,3,3,2,3,3
26,6,24,2,4,typical,354,406,1,4,4,3,3,4
26,7,24,2,4,typical,128,380,3,6,6,6,6,6
26,8,24,2,4,typical,173,371,3,4,4,4,4,4
26,9,24,2,4,typical,365,367,2,6,7,7,6,7
26,10,24,2,4,typical,377,354,2,5,5,5,5,5
26,11,24,2,4,typical,173,338,2,6,6,6,6,6
26,12,24,2,4,typical,377,333,3,6,6,6,6,6
26,13,24,2,4,typical,128,323,2,3,3,4,5,5
26,14,24,2,4,typical,354,319,3,6,6,7,6,6
26,15,24,2,4,typical,365,315,2,5,5,5,6,5
26,16,24,2,4,typical,128,199,1,6,4,5,6,6
26,17,24,2,4,typical,354,144,3,6,4,5,5,5
26,18,24,2,4,typical,173,121,3,6,7,7,6,5
26,19,24,2,4,typical,365,112,2,5,5,6,5,6
26,20,24,2,4,typical,377,103,2,4,3,5,4,5
27,1,50,1,4,atypical,128,663,2,9,9,9,8,9
27,2,50,1,4,atypical,173,508,2,9,9,9,8,9
27,3,50,1,4,atypical,365,437,3,9,9,8,9,9
27,4,50,1,4,atypical,377,417,2,9,9,8,9,8
27,5,50,1,4,atypical,354,413,2,9,9,9,8,9
27,6,50,1,4,atypical,354,406,2,9,9,9,8,9
27,7,50,1,4,atypical,128,380,3,9,8,9,9,9
27,8,50,1,4,atypical,173,371,2,9,9,9,9,9
27,9,50,1,4,atypical,365,367,3,9,9,8,9,9
27,10,50,1,4,atypical,377,354,2,9,9,8,9,9
27,11,50,1,4,atypical,173,338,3,9,9,8,9,8
27,12,50,1,4,atypical,377,333,2,9,8,9,9,9
27,13,50,1,4,atypical,128,323,2,8,9,9,9,9
27,14,50,1,4,atypical,354,319,2,9,9,8,9,9
27,15,50,1,4,atypical,365,315,2,8,9,9,9,9
27,16,50,1,4,atypical,128,199,2,9,8,9,9,8
27,17,50,1,4,atypical,354,144,2,9,8,9,9,9
27,18,50,1,4,atypical,173,121,2,9,9,8,9,9
27,19,50,1,4,atypical,365,112,3,8,9,9,9,9
27,20,50,1,4,atypical,377,103,3,8,8,9,9,9
28,1,40,1,4,typical,377,103,2,6,5,5,6,6
28,2,40,1,4,typical,365,122,1,4,5,5,4,5
28,3,40,1,4,typical,173,121,1,6,7,7,6,7
28,4,40,1,4,typical,354,144,3,6,6,7,7,8
28,5,40,1,4,typical,128,199,2,5,4,4,5,5
28,6,40,1,4,typical,365,315,1,4,3,3,4,4
28,7,40,1,4,typical,354,319,2,3,4,3,4,4
28,8,40,1,4,typical,128,323,1,3,2,3,3,3
28,9,40,1,4,typical,377,333,2,7,7,6,7,7
28,10,40,1,4,typical,173,338,1,5,4,5,5,5
28,11,40,1,4,typical,377,354,2,7,7,6,7,7
28,12,40,1,4,typical,365,367,1,4,4,3,4,4
28,13,40,1,4,typical,173,371,2,4,4,3,4,4
28,14,40,1,4,typical,128,380,1,2,2,2,3,2
28,15,40,1,4,typical,354,406,2,6,6,5,6,6
28,16,40,1,4,typical,354,413,2,6,8,8,7,5
28,17,40,1,4,typical,377,417,1,5,4,5,4,5
28,18,40,1,4,typical,365,437,1,3,4,4,4,4
28,19,40,1,4,typical,173,508,1,2,2,2,2,3
28,20,40,1,4,typical,128,663,1,3,3,2,3,4
29,1,33,1,4,typical,128,663,2,7,7,7,7,6
29,2,33,1,4,typical,173,508,2,5,4,5,4,6
29,3,33,1,4,typical,365,437,2,3,4,4,4,5
29,4,33,1,4,typical,377,417,2,8,8,8,8,9
29,5,33,1,4,typical,354,413,1,9,9,9,9,6
29,6,33,1,4,typical,354,406,1,7,8,7,7,7
29,7,33,1,4,typical,128,380,2,2,3,4,4,5
29,8,33,1,4,typical,173,371,2,5,5,5,5,5
29,9,33,1,4,typical,365,367,2,1,1,1,1,5
29,10,33,1,4,typical,377,354,2,8,7,7,7,8
29,11,33,1,4,typical,173,338,1,8,8,7,7,7
29,12,33,1,4,typical,377,333,2,9,9,9,9,8
29,13,33,1,4,typical,128,323,2,5,7,6,5,7
29,14,33,1,4,typical,354,319,2,8,8,8,8,9
29,15,33,1,4,typical,365,315,2,9,9,9,9,7
29,16,33,1,4,typical,128,199,2,4,6,5,5,5
29,17,33,1,4,typical,354,144,3,7,7,7,7,7
29,18,33,1,4,typical,173,121,2,3,5,5,4,5
29,19,33,1,4,typical,365,112,2,1,1,1,1,6
29,20,33,1,4,typical,377,103,2,7,6,7,7,5
30,1,22,1,3,atypical,128,663,1,5,4,5,4,5
30,2,22,1,3,atypical,173,508,2,2,3,5,6,5
30,3,22,1,3,atypical,365,437,3,6,7,6,5,6
30,4,22,1,3,atypical,377,417,1,6,7,8,7,6
30,5,22,1,3,atypical,354,413,1,9,9,9,7,9
30,6,22,1,3,atypical,354,406,1,8,9,8,7,9
30,7,22,1,3,atypical,128,380,3,4,2,5,4,3
30,8,22,1,3,atypical,173,371,3,7,3,5,5,5
30,9,22,1,3,atypical,365,367,1,6,3,5,4,5
30,10,22,1,3,atypical,377,354,1,6,5,6,6,5
30,11,22,1,3,atypical,173,338,1,7,5,5,5,6
30,12,22,1,3,atypical,377,333,1,5,6,5,5,5
30,13,22,1,3,atypical,128,323,1,5,4,3,4,4
30,14,22,1,3,atypical,354,319,1,9,9,8,7,7
30,15,22,1,3,atypical,365,315,1,7,7,5,5,5
30,16,22,1,3,atypical,128,199,1,7,6,5,8,6
30,17,22,1,3,atypical,354,144,1,6,7,6,6,5
30,18,22,1,3,atypical,173,121,1,6,5,8,5,7
30,19,22,1,3,atypical,365,112,1,6,7,5,5,5
30,20,22,1,3,atypical,377,103,1,7,9,8,8,7
31,1,34,1,4,atypical,377,103,2,7,6,8,7,4
31,2,34,1,4,atypical,365,112,2,6,9,8,6,5
31,3,34,1,4,atypical,173,121,2,7,8,6,8,2
31,4,34,1,4,atypical,354,144,2,9,9,9,9,3
31,5,34,1,4,atypical,128,199,2,7,4,6,7,6
31,6,34,1,4,atypical,365,315,2,7,8,7,5,6
31,7,34,1,4,atypical,354,319,2,9,9,9,9,7
31,8,34,1,4,atypical,128,323,2,8,6,8,7,4
31,9,34,1,4,atypical,377,333,2,9,9,9,9,3
31,10,34,1,4,atypical,173,338,2,9,9,9,9,3
31,11,34,1,4,atypical,377,354,2,9,7,8,8,1
31,12,34,1,4,atypical,365,367,1,7,6,8,7,4
31,13,34,1,4,atypical,173,371,2,7,6,7,8,6
31,14,34,1,4,atypical,128,380,3,8,5,9,6,7
31,15,34,1,4,atypical,354,406,2,9,9,9,9,3
31,16,34,1,4,atypical,354,413,2,9,9,9,9,1
31,17,34,1,4,atypical,377,417,1,9,9,7,9,3
31,18,34,1,4,atypical,365,437,2,9,9,8,9,5
31,19,34,1,4,atypical,173,508,2,4,6,4,3,8
31,20,34,1,4,atypical,128,663,1,4,7,7,5,4
32,1,20,2,1,typical,128,663,2,6,4,7,7,6
32,2,20,2,1,typical,173,508,2,7,6,8,7,6
32,3,20,2,1,typical,365,437,2,4,5,4,4,6
32,4,20,2,1,typical,377,417,2,6,7,7,6,7
32,5,20,2,1,typical,354,413,2,5,7,4,3,4
32,6,20,2,1,typical,354,406,2,7,7,6,5,6
32,7,20,2,1,typical,128,380,2,5,3,4,4,4
32,8,20,2,1,typical,173,371,2,7,7,7,7,7
32,9,20,2,1,typical,365,367,2,5,4,5,5,6
32,10,20,2,1,typical,377,354,2,7,7,8,7,7
32,11,20,2,1,typical,173,338,2,6,6,7,7,7
32,12,20,2,1,typical,377,333,2,5,7,5,4,5
32,13,20,2,1,typical,128,323,2,7,6,8,7,7
32,14,20,2,1,typical,354,319,2,6,8,5,5,6
32,15,20,2,1,typical,365,315,2,4,6,4,4,6
32,16,20,2,1,typical,128,199,2,7,5,7,7,5
32,17,20,2,1,typical,354,144,2,7,6,8,7,7
32,18,20,2,1,typical,173,121,2,6,7,6,5,4
32,19,20,2,1,typical,365,112,2,6,4,7,7,6
32,20,20,2,1,typical,377,103,2,6,7,5,4,5
33,1,21,2,1,typical,377,103,2,7,7,6,7,6
33,2,21,2,1,typical,365,122,1,8,3,7,8,5
33,3,21,2,1,typical,173,121,2,8,8,8,8,4
33,4,21,2,1,typical,354,144,2,9,9,8,8,5
33,5,21,2,1,typical,128,199,3,6,7,7,5,4
33,6,21,2,1,typical,365,315,2,3,3,3,3,4
33,7,21,2,1,typical,354,319,2,5,5,6,4,6
33,8,21,2,1,typical,128,323,2,5,2,3,4,2
33,9,21,2,1,typical,377,333,1,3,3,5,5,4
33,10,21,2,1,typical,173,338,2,5,4,6,6,8
33,11,21,2,1,typical,377,354,3,6,4,6,7,6
33,12,21,2,1,typical,365,367,3,5,2,5,5,3
33,13,21,2,1,typical,173,371,2,6,4,6,6,6
33,14,21,2,1,typical,128,380,2,5,2,5,5,2
33,15,21,2,1,typical,354,406,2,7,5,6,7,4
33,16,21,2,1,typical,354,413,3,5,5,4,5,7
33,17,21,2,1,typical,377,417,1,6,4,7,7,5
33,18,21,2,1,typical,365,437,3,5,3,5,5,4
33,19,21,2,1,typical,173,508,3,7,2,6,6,3
33,20,21,2,1,typical,128,663,2,6,2,5,5,2
34,1,21,2,1,atypical,377,103,1,7,7,8,8,8
34,2,21,2,1,atypical,365,112,1,7,6,7,7,7
34,3,21,2,1,atypical,173,121,3,7,7,7,7,8
34,4,21,2,1,atypical,354,144,1,7,7,7,8,7
34,5,21,2,1,atypical,128,199,3,6,6,7,7,6
34,6,21,2,1,atypical,365,315,3,7,7,7,7,8
34,7,21,2,1,atypical,354,319,1,6,7,7,7,7
34,8,21,2,1,atypical,128,323,1,5,4,6,6,5
34,9,21,2,1,atypical,377,333,1,8,8,8,8,8
34,10,21,2,1,atypical,173,338,3,6,6,6,6,8
34,11,21,2,1,atypical,377,354,1,6,7,6,6,7
34,12,21,2,1,atypical,365,367,3,5,5,5,5,5
34,13,21,2,1,atypical,173,371,3,6,7,6,6,8
34,14,21,2,1,atypical,128,380,1,4,3,5,5,4
34,15,21,2,1,atypical,354,406,2,7,8,7,7,8
34,16,21,2,1,atypical,354,413,1,7,9,7,7,7
34,17,21,2,1,atypical,377,417,1,4,4,5,5,5
34,18,21,2,1,atypical,365,437,3,5,4,5,5,5
34,19,21,2,1,atypical,173,508,3,3,3,5,5,3
34,20,21,2,1,atypical,128,663,2,4,4,5,5,5
35,1,19,1,3,typical,377,103,2,3,6,4,4,5
35,2,19,1,3,typical,365,122,2,5,6,6,5,4
35,3,19,1,3,typical,173,121,2,7,7,6,5,4
35,4,19,1,3,typical,354,144,2,7,7,6,5,5
35,5,19,1,3,typical,128,199,2,7,7,6,6,3
35,6,19,1,3,typical,365,315,2,6,7,4,4,5
35,7,19,1,3,typical,354,319,2,3,6,7,4,3
35,8,19,1,3,typical,128,323,2,3,5,4,1,4
35,9,19,1,3,typical,377,333,2,5,5,5,3,5
35,10,19,1,3,typical,173,338,2,6,6,5,5,4
35,11,19,1,3,typical,377,354,2,1,9,1,1,9
35,12,19,1,3,typical,365,367,2,3,3,5,5,7
35,13,19,1,3,typical,173,371,2,4,7,4,3,4
35,14,19,1,3,typical,128,380,2,5,4,6,5,3
35,15,19,1,3,typical,354,406,2,6,8,3,3,6
35,16,19,1,3,typical,354,413,2,4,9,5,2,4
35,17,19,1,3,typical,377,417,2,5,5,5,5,5
35,18,19,1,3,typical,365,437,2,4,5,5,4,7
35,19,19,1,3,typical,173,508,2,1,1,1,1,3
35,20,19,1,3,typical,128,663,2,2,2,5,3,3
36,1,33,2,4,atypical,128,663,1,5,5,6,5,7
36,2,33,2,4,atypical,173,508,1,5,5,5,5,6
36,3,33,2,4,atypical,365,437,2,5,5,6,5,6
36,4,33,2,4,atypical,377,417,1,5,6,6,6,7
36,5,33,2,4,atypical,354,413,1,6,7,6,7,6
36,6,33,2,4,atypical,354,406,1,6,7,7,6,8
36,7,33,2,4,atypical,128,380,1,4,3,5,5,4
36,8,33,2,4,atypical,173,371,3,5,4,5,5,4
36,9,33,2,4,atypical,365,367,2,4,5,6,5,5
36,10,33,2,4,atypical,377,354,1,5,7,4,4,6
36,11,33,2,4,atypical,173,338,1,3,5,5,5,5
36,12,33,2,4,atypical,377,333,1,4,6,5,5,6
36,13,33,2,4,atypical,128,323,1,5,6,5,5,7
36,14,33,2,4,atypical,354,319,1,5,5,5,5,6
36,15,33,2,4,atypical,365,315,2,5,7,5,5,7
36,16,33,2,4,atypical,128,199,1,5,4,6,6,6
36,17,33,2,4,atypical,354,144,1,3,4,5,5,5
36,18,33,2,4,atypical,173,121,1,5,6,5,5,6
36,19,33,2,4,atypical,365,112,3,5,4,5,5,7
36,20,33,2,4,atypical,377,103,1,5,7,6,6,6
37,1,21,1,4,atypical,377,103,1,7,8,8,8,6
37,2,21,1,4,atypical,365,112,1,6,6,6,6,6
37,3,21,1,4,atypical,173,121,1,6,6,6,7,6
37,4,21,1,4,atypical,354,144,1,6,5,6,7,6
37,5,21,1,4,atypical,128,199,3,5,5,6,6,6
37,6,21,1,4,atypical,365,315,1,5,4,5,5,7
37,7,21,1,4,atypical,354,319,3,7,7,6,6,5
37,8,21,1,4,atypical,128,323,3,6,6,5,5,6
37,9,21,1,4,atypical,377,333,1,4,4,5,5,5
37,10,21,1,4,atypical,173,338,3,5,5,5,7,6
37,11,21,1,4,atypical,377,354,3,7,7,6,6,7
37,12,21,1,4,atypical,365,367,1,5,5,5,5,5
37,13,21,1,4,atypical,173,371,2,6,6,7,7,6
37,14,21,1,4,atypical,128,380,3,8,3,6,7,3
37,15,21,1,4,atypical,354,406,2,4,5,5,7,5
37,16,21,1,4,atypical,354,413,1,6,7,6,6,5
37,17,21,1,4,atypical,377,417,3,7,7,6,5,6
37,18,21,1,4,atypical,365,437,1,5,5,7,6,7
37,19,21,1,4,atypical,173,508,1,4,4,6,7,7
37,20,21,1,4,atypical,128,663,2,3,3,5,5,6
38,1,21,1,4,typical,377,103,2,9,9,9,9,9
38,2,21,1,4,typical,365,122,3,8,8,8,8,7
38,3,21,1,4,typical,173,121,2,4,5,4,4,3
38,4,21,1,4,typical,354,144,2,8,9,9,9,8
38,5,21,1,4,typical,128,199,1,7,6,8,8,8
38,6,21,1,4,typical,365,315,3,2,2,2,2,1
38,7,21,1,4,typical,354,319,2,3,4,6,6,4
38,8,21,1,4,typical,128,323,2,8,7,7,8,9
38,9,21,1,4,typical,377,333,2,4,4,2,1,4
38,10,21,1,4,typical,173,338,2,7,7,7,8,8
38,11,21,1,4,typical,377,354,1,9,9,7,7,8
38,12,21,1,4,typical,365,367,2,6,5,7,6,7
38,13,21,1,4,typical,173,371,3,7,6,8,8,6
38,14,21,1,4,typical,128,380,2,1,1,3,2,2
38,15,21,1,4,typical,354,406,2,8,9,8,8,8
38,16,21,1,4,typical,354,413,1,9,9,9,9,8
38,17,21,1,4,typical,377,417,1,6,4,8,8,7
38,18,21,1,4,typical,365,437,2,5,5,5,6,5
38,19,21,1,4,typical,173,508,3,5,4,5,5,4
38,20,21,1,4,typical,128,663,2,2,1,2,2,1
39,1,33,1,4,atypical,377,103,1,4,6,6,9,7
39,2,33,1,4,atypical,365,112,3,4,7,6,9,6
39,3,33,1,4,atypical,173,121,1,4,7,7,9,7
39,4,33,1,4,atypical,354,144,1,5,7,7,9,8
39,5,33,1,4,atypical,128,199,1,4,6,6,9,7
39,6,33,1,4,atypical,365,315,3,4,6,5,8,6
39,7,33,1,4,atypical,354,319,1,5,7,6,9,7
39,8,33,1,4,atypical,128,323,1,4,6,6,8,8
39,9,33,1,4,atypical,377,333,2,5,7,8,8,7
39,10,33,1,4,atypical,173,338,1,4,6,6,9,8
39,11,33,1,4,atypical,377,354,1,5,6,6,9,4
39,12,33,1,4,atypical,365,367,3,6,8,7,9,5
39,13,33,1,4,atypical,173,371,3,5,6,8,9,6
39,14,33,1,4,atypical,128,380,1,6,5,7,9,7
39,15,33,1,4,atypical,354,406,3,5,5,7,9,6
39,16,33,1,4,atypical,354,413,3,5,8,7,9,8
39,17,33,1,4,atypical,377,417,1,5,6,6,9,7
39,18,33,1,4,atypical,365,437,1,5,5,7,9,7
39,19,33,1,4,atypical,173,508,1,5,6,6,9,7
39,20,33,1,4,atypical,128,663,1,4,5,5,8,6
40,1,23,3,4,typical,128,663,2,6,5,8,8,4
40,2,23,3,4,typical,173,508,2,4,3,5,4,5
40,3,23,3,4,typical,365,437,2,3,2,2,2,5
40,4,23,3,4,typical,377,417,2,5,3,4,4,4
40,5,23,3,4,typical,354,413,3,2,8,1,1,1
40,6,23,3,4,typical,354,406,1,5,7,5,4,5
40,7,23,3,4,typical,128,380,1,5,1,4,5,1
40,8,23,3,4,typical,173,371,2,7,8,5,4,5
40,9,23,3,4,typical,365,367,2,9,5,8,9,4
40,10,23,3,4,typical,377,354,3,8,9,6,3,3
40,11,23,3,4,typical,173,338,1,4,4,5,2,8
40,12,23,3,4,typical,377,333,3,2,4,1,1,5
40,13,23,3,4,typical,128,323,2,4,3,2,2,6
40,14,23,3,4,typical,354,319,2,8,9,6,2,5
40,15,23,3,4,typical,365,315,1,5,6,2,1,7
40,16,23,3,4,typical,128,199,3,8,4,9,8,6
40,17,23,3,4,typical,354,144,3,5,7,5,3,7
40,18,23,3,4,typical,173,121,1,8,9,8,7,5
40,19,23,3,4,typical,365,112,2,6,4,5,7,5
40,20,23,3,4,typical,377,103,2,3,5,1,1,2
41,1,18,1,4,typical,377,103,2,5,6,5,5,7
41,2,18,1,4,typical,365,122,1,6,8,7,5,9
41,3,18,1,4,typical,173,121,3,5,6,5,3,7
41,4,18,1,4,typical,354,144,1,7,8,6,5,9
41,5,18,1,4,typical,128,199,1,7,9,7,6,9
41,6,18,1,4,typical,365,315,3,2,4,3,5,4
41,7,18,1,4,typical,354,319,2,2,3,4,4,4
41,8,18,1,4,typical,128,323,3,3,5,3,1,5
41,9,18,1,4,typical,377,333,2,1,4,2,3,5
41,10,18,1,4,typical,173,338,2,4,6,5,5,7
41,11,18,1,4,typical,377,354,3,4,4,4,4,5
41,12,18,1,4,typical,365,367,3,4,5,3,3,7
41,13,18,1,4,typical,173,371,2,2,5,5,4,5
41,14,18,1,4,typical,128,380,1,5,7,6,6,8
41,15,18,1,4,typical,354,406,3,6,9,7,7,9
41,16,18,1,4,typical,354,413,3,5,8,5,5,9
41,17,18,1,4,typical,377,417,3,5,5,5,5,6
41,18,18,1,4,typical,365,437,3,8,8,8,8,8
41,19,18,1,4,typical,173,508,1,5,7,5,1,5
41,20,18,1,4,typical,128,663,1,1,1,1,1,1
42,1,18,2,2,atypical,128,663,1,7,7,7,7,5
42,2,18,2,2,atypical,173,508,1,5,5,7,7,4
42,3,18,2,2,atypical,365,437,2,8,8,7,7,8
42,4,18,2,2,atypical,377,417,1,6,5,5,5,5
42,5,18,2,2,atypical,354,413,1,9,9,9,9,9
42,6,18,2,2,atypical,354,406,1,6,7,7,7,8
42,7,18,2,2,atypical,128,380,1,7,6,7,8,6
42,8,18,2,2,atypical,173,371,3,6,6,6,7,6
42,9,18,2,2,atypical,365,367,2,4,4,4,5,4
42,10,18,2,2,atypical,377,354,1,8,8,8,6,8
42,11,18,2,2,atypical,173,338,1,5,5,5,5,5
42,12,18,2,2,atypical,377,333,1,3,2,2,2,2
42,13,18,2,2,atypical,128,323,2,6,5,5,6,7
42,14,18,2,2,atypical,354,319,1,8,8,8,8,7
42,15,18,2,2,atypical,365,315,1,1,1,1,1,1
42,16,18,2,2,atypical,128,199,3,8,8,8,9,8
42,17,18,2,2,atypical,354,144,1,5,5,5,5,5
42,18,18,2,2,atypical,173,121,1,6,7,7,8,6
42,19,18,2,2,atypical,365,112,1,8,8,8,8,5
42,20,18,2,2,atypical,377,103,1,1,1,1,1,1
43,1,51,1,4,atypical,128,663,2,4,4,5,5,5
43,2,51,1,4,atypical,173,508,1,4,5,5,5,5
43,3,51,1,4,atypical,365,437,1,2,4,4,4,4
43,4,51,1,4,atypical,377,417,1,4,4,4,4,5
43,5,51,1,4,atypical,354,413,1,4,5,4,4,4
43,6,51,1,4,atypical,354,406,1,4,4,4,4,4
43,7,51,1,4,atypical,128,380,1,3,4,4,4,4
43,8,51,1,4,atypical,173,371,1,5,5,5,5,6
43,9,51,1,4,atypical,365,367,3,4,5,4,4,4
43,10,51,1,4,atypical,377,354,1,3,4,3,3,3
43,11,51,1,4,atypical,173,338,1,5,5,5,5,5
43,12,51,1,4,atypical,377,333,3,5,6,5,5,5
43,13,51,1,4,atypical,128,323,1,4,5,4,4,4
43,14,51,1,4,atypical,354,319,1,6,6,6,6,6
43,15,51,1,4,atypical,365,315,1,6,6,5,5,5
43,16,51,1,4,atypical,128,199,1,4,5,4,4,4
43,17,51,1,4,atypical,354,144,1,5,5,4,4,4
43,18,51,1,4,atypical,173,121,1,4,6,5,5,5
43,19,51,1,4,atypical,365,112,3,5,5,5,5,5
43,20,51,1,4,atypical,377,103,1,4,4,4,4,4
44,1,27,1,4,typical,377,103,1,8,8,7,7,4
44,2,27,1,4,typical,365,122,2,8,9,8,8,7
44,3,27,1,4,typical,173,121,2,9,8,8,7,8
44,4,27,1,4,typical,354,144,2,8,7,8,6,5
44,5,27,1,4,typical,128,199,2,7,8,8,8,3
44,6,27,1,4,typical,365,315,2,4,6,7,7,7
44,7,27,1,4,typical,354,319,2,9,8,7,6,5
44,8,27,1,4,typical,128,323,2,5,5,6,6,9
44,9,27,1,4,typical,377,333,2,9,9,7,7,8
44,10,27,1,4,typical,173,338,1,6,7,7,7,9
44,11,27,1,4,typical,377,354,2,7,8,7,7,8
44,12,27,1,4,typical,365,367,2,4,5,6,6,8
44,13,27,1,4,typical,173,371,2,6,8,8,8,7
44,14,27,1,4,typical,128,380,3,6,3,6,7,7
44,15,27,1,4,typical,354,406,2,7,8,7,7,9
44,16,27,1,4,typical,354,413,2,9,9,8,8,4
44,17,27,1,4,typical,377,417,2,7,4,6,6,7
44,18,27,1,4,typical,365,437,2,4,5,6,6,7
44,19,27,1,4,typical,173,508,2,6,5,4,4,5
44,20,27,1,4,typical,128,663,2,3,4,6,6,4
45,1,45,2,2,atypical,377,103,1,4,7,5,5,7
45,2,45,2,2,atypical,365,112,1,5,6,5,5,6
45,3,45,2,2,atypical,173,121,1,5,6,5,5,6
45,4,45,2,2,atypical,354,144,1,5,7,5,5,6
45,5,45,2,2,atypical,128,199,1,5,6,5,5,6
45,6,45,2,2,atypical,365,315,3,5,6,5,5,4
45,7,45,2,2,atypical,354,319,1,5,6,5,5,4
45,8,45,2,2,atypical,128,323,1,5,6,5,5,6
45,9,45,2,2,atypical,377,333,1,5,5,5,5,4
45,10,45,2,2,atypical,173,338,1,5,6,5,5,6
45,11,45,2,2,atypical,377,354,1,5,6,5,5,6
45,12,45,2,2,atypical,365,367,1,5,5,5,5,4
45,13,45,2,2,atypical,173,371,1,5,7,5,5,4
45,14,45,2,2,atypical,128,380,3,5,6,5,5,5
45,15,45,2,2,atypical,354,406,1,5,6,5,5,5
45,16,45,2,2,atypical,354,413,1,5,6,5,5,4
45,17,45,2,2,atypical,377,417,1,5,5,5,5,6
45,18,45,2,2,atypical,365,437,1,5,6,5,5,6
45,19,45,2,2,atypical,173,508,1,5,4,5,5,4
45,20,45,2,2,atypical,128,663,1,5,5,5,5,4
46,1,22,1,5,atypical,377,103,1,7,7,6,8,9
46,2,22,1,5,atypical,365,112,1,7,8,7,8,9
46,3,22,1,5,atypical,173,121,1,7,7,7,8,9
46,4,22,1,5,atypical,354,144,1,7,7,7,7,9
46,5,22,1,5,atypical,128,199,1,7,7,8,8,9
46,6,22,1,5,atypical,365,315,1,7,8,7,8,9
46,7,22,1,5,atypical,354,319,1,7,7,7,8,9
46,8,22,1,5,atypical,128,323,1,7,7,7,8,9
46,9,22,1,5,atypical,377,333,1,7,6,7,8,9
46,10,22,1,5,atypical,173,338,1,7,7,6,7,9
46,11,22,1,5,atypical,377,354,1,7,7,8,8,9
46,12,22,1,5,atypical,365,367,1,7,6,7,8,9
46,13,22,1,5,atypical,173,371,1,7,7,6,8,9
46,14,22,1,5,atypical,128,380,1,7,8,7,8,9
46,15,22,1,5,atypical,354,406,1,7,8,8,8,9
46,16,22,1,5,atypical,354,413,1,8,8,7,8,9
46,17,22,1,5,atypical,377,417,1,7,7,7,8,9
46,18,22,1,5,atypical,365,437,1,7,7,7,8,9
46,19,22,1,5,atypical,173,508,1,7,7,7,8,8
46,20,22,1,5,atypical,128,663,1,7,7,7,8,8
47,1,24,2,4,atypical,128,663,1,4,4,8,7,6
47,2,24,2,4,atypical,173,508,1,7,6,6,7,3
47,3,24,2,4,atypical,365,437,3,4,5,4,5,4
47,4,24,2,4,atypical,377,417,1,5,5,5,5,7
47,5,24,2,4,atypical,354,413,1,7,9,6,5,4
47,6,24,2,4,atypical,354,406,1,7,8,8,7,6
47,7,24,2,4,atypical,128,380,3,9,5,7,8,2
47,8,24,2,4,atypical,173,371,1,7,7,6,6,8
47,9,24,2,4,atypical,365,367,1,3,4,8,8,8
47,10,24,2,4,atypical,377,354,1,5,7,5,5,7
47,11,24,2,4,atypical,173,338,1,5,5,5,5,9
47,12,24,2,4,atypical,377,333,1,3,8,4,2,6
47,13,24,2,4,atypical,128,323,3,3,4,5,5,5
47,14,24,2,4,atypical,354,319,1,8,7,6,6,2
47,15,24,2,4,atypical,365,315,3,3,6,4,2,4
47,16,24,2,4,atypical,128,199,3,6,2,8,8,6
47,17,24,2,4,atypical,354,144,1,7,9,8,7,5
47,18,24,2,4,atypical,173,121,1,5,5,7,7,5
